ACSSF,2010m1,co,000,0158,0000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15690,3532,3724,1529,6975,6542,2883,2706,1850,2256,4615,3532,2963,3746,2929,2715,3076,2715,2064,2142,1700,1199,1667,1643,262,964,947,166,8544,2607,2560,871,4432,4432,1042,2391,2124,1164,2890,2322,1342,2138,1913,825,1823,1582,866,1542,1416,592,845,848,67,528,528,279,4625,2762,3367,2217,3096,5757,4298,1731,5132,4868,2446,6378,6313,2188,4694,4123,1224,4782,4711,760,3464,3407,1006,1142,523,1161,1229,334,2631,2472,3764,3046,2545,5890,5072,2301,3211,3261,2934,4749,4830,2522,4734,4520,2074,3576,3034,1252,2040,1739,1174,1259,518,1363,1372,244,1349,437,436,58,1105,839,685,87,87,279,15690,8419,8466,3591,8701,6777,5502,2053,2014,315,8544,5490,5389,1277,5265,4431,2449,1030,1030,67,4625,1202,5772,5585,3800,12133,12169,1347,1534,633,2631,944,7039,6594,2692,8540,8887,1365,1534,577
ACSSF,2010m1,co,000,0158,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14749,3374,3626,1489,6179,5939,2765,2744,1931,2181,4226,3320,2762,3693,2758,2645,3138,2753,2102,2012,1550,1202,1526,1499,262,892,871,166,8122,2170,2155,708,4426,4378,967,2240,1926,1152,2513,2085,1146,1799,1587,741,1612,1332,673,1394,1255,586,795,798,67,522,522,279,17795,4627,4689,2062,7336,7962,3818,4088,5597,4811,5418,6906,5582,5417,6053,3720,5697,6205,3987,4710,5061,2888,3471,3522,458,2567,2569,219,10039,3738,4125,2844,4031,6420,4918,3113,3096,3618,3297,4343,4729,3220,4272,4289,2262,3318,2920,1579,2160,1794,1222,1246,418,1263,1273,244,,,,,,,,,,,14749,7472,7760,3464,8634,6545,5554,1881,1829,315,8122,5372,5340,1253,4542,3746,2225,983,982,67,17795,8545,9121,5101,12791,14402,11461,4468,4492,510,10039,5156,7306,6265,6300,8254,9086,1566,1660,483
ACSSF,2010m1,co,000,0158,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4903,997,851,469,2093,1802,728,711,338,552,1410,1096,763,1451,1022,1018,857,824,338,583,546,163,600,600,279,293,293,279,4918,1918,1833,554,2365,2329,517,750,688,303,1013,879,562,1184,1142,388,1211,1109,550,631,633,78,379,379,279,120,120,279,17561,4642,4583,1018,7070,6895,1655,3997,3394,1673,5467,5110,2416,5245,5102,1863,5755,5455,2431,4640,4799,1917,3398,3409,175,2369,2369,245,10334,2993,3067,1057,3494,3637,1178,2222,1435,1368,3167,2766,1896,3220,2914,1598,2143,1786,1276,1193,1082,645,1052,1027,271,751,751,279,,,,,,,,,,,4903,2633,2110,1044,2827,1987,1604,670,670,279,4918,3329,3154,617,2550,2118,983,399,399,279,17561,8570,8281,1998,12213,12074,4954,4278,4298,297,10334,5182,5464,1842,6568,5449,4369,1336,1312,271
ACSSF,2010m1,co,000,0158,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14927,3547,3758,1492,6539,6249,2630,2604,1828,2169,4507,3418,2926,3692,2853,2762,2902,2589,1998,2034,1622,1147,1572,1561,217,896,873,166,8538,2656,2615,871,4462,4453,1005,2477,2204,1148,2840,2318,1253,2058,1773,814,1735,1481,806,1421,1367,459,789,791,67,504,504,279,7014,2954,3488,2107,3386,5654,4049,1761,4928,4695,2462,6123,5782,2164,4180,3993,2108,5179,4824,1436,3530,3190,1113,1252,508,2245,2245,279,2318,2411,3605,2948,2418,5446,4806,1964,3178,3267,2689,4587,4939,2299,4682,4468,1589,3116,2834,1200,2073,1689,1109,1096,503,1052,1089,244,1320,437,436,58,1080,816,685,87,87,279,14927,7946,8132,3314,8252,6327,5479,1952,1925,275,8538,5475,5382,1319,5352,4425,2333,977,976,67,7014,1844,5706,5280,5029,12258,11901,2532,2604,508,2318,966,6415,6295,2063,8429,8753,1123,1200,561
ACSSF,2010m1,co,000,0158,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14843,3402,3635,1456,6501,6261,2625,2634,1861,2178,4323,3399,2863,3703,2900,2696,2788,2601,1936,1995,1611,1143,1428,1415,217,891,868,166,8341,2692,2643,886,4545,4521,1001,2189,2007,1115,2780,2291,1220,1955,1669,813,1664,1436,795,1416,1375,459,737,741,67,459,459,279,4847,2810,3557,2153,3073,5345,4128,1373,4736,4627,2184,5445,5510,1849,3850,3842,1632,5051,4760,1230,3341,3045,986,1117,467,2071,2071,279,2028,2139,3402,3060,2265,5138,4418,1635,2991,2828,2083,4555,4853,1485,4164,4303,1064,3157,2861,942,2003,1674,987,985,503,960,995,244,1306,437,436,58,1062,794,685,87,87,279,14843,7834,8060,3278,8216,6398,5482,1784,1755,275,8341,5655,5536,1326,5014,4179,2282,890,893,67,4847,1387,5565,5499,3664,11979,12065,2389,2460,467,2028,664,6071,6000,1934,8023,8296,873,982,561
ACSSF,2010m1,co,000,0158,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12608,3011,3053,1008,5041,5032,1818,2131,1445,1739,3469,2949,2098,3036,1950,2314,2438,2168,1567,1468,1288,647,1025,1029,73,633,614,166,6414,2074,2014,704,3220,3199,735,1864,1719,807,1882,1546,942,1493,1291,551,1341,1122,552,882,834,425,559,559,279,333,333,279,9231,3388,3469,1298,4672,5052,2350,3579,3711,3373,4365,4779,3992,4567,4768,2462,3897,4662,2747,4372,4398,1959,3064,3022,370,2705,2705,279,7968,2989,3158,1843,4231,4768,3352,2300,2125,2269,2770,3114,2940,2631,3164,3431,2138,2438,2577,1509,1639,1294,1014,1025,351,826,873,244,1305,437,436,58,989,770,669,87,87,279,12608,6440,6686,2163,7218,5761,4377,1283,1269,181,6414,3878,3746,1072,3648,2948,1690,673,673,279,9231,5745,6010,2983,7326,9519,7548,4663,4628,370,7968,4838,5472,4463,5338,6101,6893,1142,1192,421
ACSSF,2010m1,co,000,0158,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9656,2320,2403,1103,3979,3759,1650,1999,1420,1330,3119,2108,2259,2251,2214,1419,1645,1366,1097,1340,1025,905,898,911,213,712,712,279,5911,2371,2215,635,2710,2719,593,1353,1113,683,1561,1408,702,1572,1330,599,928,835,528,1048,999,198,561,564,67,339,339,279,9223,4300,4564,1706,5001,5494,2827,3562,3872,3008,4708,4859,3996,4423,4787,2860,4229,5484,3697,4583,4843,2533,3315,3304,208,2966,2966,279,7874,3001,3476,2192,3878,4487,3870,2200,2508,2154,3121,3273,3864,2924,2703,2709,2164,2195,1798,1473,1714,1363,970,1010,325,1013,1013,279,,,,,,,,,,,9656,5051,4901,2349,5796,4260,3946,1192,1204,213,5911,4096,4000,884,3113,2662,1440,664,662,67,9223,5924,6989,3746,7452,10062,7852,4995,4980,208,7874,4847,5714,4899,5454,5406,5635,1328,1347,325
ACSSF,2010m1,co,000,0158,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5093,885,1021,558,1370,1591,1049,1105,1007,887,1517,1824,1405,1331,1591,1255,1173,1490,1164,898,1390,1015,753,756,87,1364,1364,279,1481,730,839,655,890,1549,1328,912,732,909,1643,1236,1547,1653,1599,1054,1130,906,1040,827,773,239,482,482,279,370,370,279,,,,,,,,,,,2864,1408,1259,636,1783,1435,1010,550,550,279,1399,762,749,142,1177,1033,469,308,308,279,5093,1297,1567,1163,3551,3368,2772,1627,1631,87,1481,638,1801,1667,1222,2376,2079,671,671,279
ACSSF,2010m1,co,000,0158,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5016,1105,1105,279,1625,1528,478,1464,1313,650,1685,1455,726,1544,1316,789,1318,1327,607,1362,1320,334,970,970,279,1150,1150,279,3589,1037,980,360,1366,1263,586,707,424,593,1255,838,859,1329,1129,688,679,397,623,521,418,230,337,337,279,171,171,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5016,1950,1949,478,3574,3180,1659,1555,1555,279,3589,2022,1963,771,2105,1631,1482,375,375,279
ACSSF,2010m1,co,000,0158,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5820,1093,1202,558,1759,1797,910,1628,1531,701,1934,2050,1372,1826,1832,934,1522,1526,1010,1439,1430,937,1109,1105,87,1051,1051,279,3267,931,895,537,1362,1505,1308,1112,730,979,1434,1039,1416,1431,1321,759,1131,846,830,603,604,47,329,329,279,349,349,279,,,,,,,,,,,2708,1325,1183,636,1670,1308,973,550,550,279,1310,502,470,142,1081,915,438,264,264,279,5820,2128,2251,1029,4419,3997,2320,1453,1447,87,3267,1867,1980,1599,1991,2259,2133,541,541,279
