ACSSF,2010e1,co,000,0154,0000001,1960585,1292792,300468,239974,8974,17446,7842,7306,18926,498042,457079,6876,10354,2963,3233,17537,195259,182351,1090,2843,492,627,7856,181993,173081,743,1020,386,125,6638,117030,107964,426,250,0,56,8334,667793,254612,51408,30569,71094,47519,46714,7308,185010,66103,24764,47925,21588,19453,5177,97613,44770,12124,24224,8853,4198,3444,70712,38211,9669,12757,5227,1819,3029,59846,38844,5265,9011,2662,1123,2941,1960585,1292792,166203,140249,3350,8645,2997,1192,9770,849414,775566,10567,17686,5091,5147,35357,277175,244634,4192,5582,3595,5008,14164,667793,289062,86533,39135,85431,43793,27204,6966,309369,134002,36994,68852,33072,23509,12940,69362,18801,6262,10728,8984,22594,1993,1960585,1292792,166203,26617,26305,25670,23390,25750,9094,11889,4814,12674,849414,65207,112730,180839,130966,153868,62524,60857,21984,60439,277175,11036,20790,41018,34097,62564,39863,35651,9200,22956,667793,289062,20019,29186,39583,47865,66062,31274,21279,7479,26315,309369,16727,25734,40125,46193,71288,38412,30438,11691,28761,69362,5013,4840,9564,12334,12952,9957,6215,2994,5493
ACSSF,2010e1,co,000,0154,0000002,1542410,955547,236943,187421,7390,16031,7515,7187,11399,356795,325285,5445,8944,2777,3093,11251,146224,136114,870,2577,443,627,5593,129429,123475,618,885,386,125,3940,86156,78836,269,169,0,56,6826,586863,230636,40684,28073,66944,45650,44916,4369,160092,53002,22444,43897,19115,18911,2723,84181,36894,10946,21686,8345,3943,2367,60594,30789,9113,12019,4742,1706,2225,51360,32865,4971,8083,2460,1123,1858,1542410,955547,122486,101484,2257,7493,2550,1192,7510,619634,562867,8532,15900,5025,5074,22236,213427,186780,3803,5213,3546,4822,9263,586863,261073,73943,36362,79126,40705,26621,4316,263840,105811,33398,63616,30810,22150,8055,61950,14480,5787,9887,8797,21828,1171,1542410,955547,122486,10501,13744,20682,20873,22682,8414,10855,3819,10916,619634,22680,55081,135066,105049,125779,54900,55927,17653,47499,213427,5817,11593,29440,25519,49838,35503,32128,7486,16103,586863,261073,15459,22315,35695,45475,61067,29754,20822,7078,23408,263840,10100,18101,33495,41461,63292,35629,28661,10123,22978,61950,4019,3834,8677,11578,11679,9527,5881,2428,4327
ACSSF,2010e1,co,000,0154,0000003,418175,337245,63525,52553,1584,1415,327,119,7527,141247,131794,1431,1410,186,140,6286,49035,46237,220,266,49,0,2263,52564,49606,125,135,0,0,2698,30874,29128,157,81,0,0,1508,80930,23976,10724,2496,4150,1869,1798,2939,24918,13101,2320,4028,2473,542,2454,13432,7876,1178,2538,508,255,1077,10118,7422,556,738,485,113,804,8486,5979,294,928,202,0,1083,418175,337245,43717,38765,1093,1152,447,0,2260,229780,212699,2035,1786,66,73,13121,63748,57854,389,369,49,186,4901,80930,27989,12590,2773,6305,3088,583,2650,45529,28191,3596,5236,2262,1359,4885,7412,4321,475,841,187,766,822,418175,337245,43717,16116,12561,4988,2517,3068,680,1034,995,1758,229780,42527,57649,45773,25917,28089,7624,4930,4331,12940,63748,5219,9197,11578,8578,12726,4360,3523,1714,6853,80930,27989,4560,6871,3888,2390,4995,1520,457,401,2907,45529,6627,7633,6630,4732,7996,2783,1777,1568,5783,7412,994,1006,887,756,1273,430,334,566,1166
ACSSF,2010e1,co,000,0154,0000004,1797592,1178396,268532,215522,8206,16579,7777,7245,13203,449845,414929,6096,9351,2890,3049,13530,181081,170359,1063,2566,425,627,6041,168791,161542,637,941,386,125,5160,110147,102291,367,169,0,56,7264,619196,238218,44730,27795,68773,45719,45873,5328,170264,59114,22028,44643,21264,19453,3762,90735,40960,11136,23294,8674,4014,2657,64187,34236,8601,11729,5227,1819,2575,55792,35661,5246,8560,2662,1023,2640,1797592,1178396,155784,132892,3070,7840,2924,1081,7977,776423,713654,9469,16553,5024,5074,26649,246189,218097,3830,5213,3530,4947,10572,619196,270950,79003,35673,80549,43341,26905,5479,285205,119639,33943,66511,31909,22927,10276,63041,16059,5190,9939,8296,22350,1207,1797592,1178396,155784,25250,24910,23672,22155,23632,8560,11554,4412,11639,776423,60509,104415,165818,121764,140325,57476,56231,18953,50932,246189,10025,18686,36391,29774,57091,37299,32658,7392,16873,619196,270950,18429,28247,36570,45969,61946,29686,19978,6960,23165,285205,15416,24874,37296,42115,65286,36503,28387,10602,24726,63041,4815,4813,8072,11541,11503,9320,5954,2493,4530
ACSSF,2010e1,co,000,0154,0000005,1692086,1106343,251803,203366,6982,15587,7319,7041,11508,418662,387735,5289,8777,2761,2811,11289,172541,163320,796,2401,381,627,5016,159598,153528,637,869,386,125,4053,103739,97439,210,59,0,56,5975,585743,227211,40282,25758,66657,45051,45475,3988,159466,54089,20493,42254,20590,19204,2836,84611,37890,9744,22355,8303,4014,2305,60523,32642,8183,11022,4833,1819,2024,53932,34628,5149,8339,2662,1023,2131,1692086,1106343,146296,126031,2436,7530,2693,1081,6525,730737,675722,7896,15308,4676,4725,22410,229310,203635,3582,4855,3478,4854,8906,585743,257964,73387,33669,77027,42384,26815,4682,268412,111548,30964,64456,30927,22927,7590,59367,14596,4694,9144,8128,21793,1012,1692086,1106343,146296,24165,23675,21772,21418,21019,8299,11235,4399,10314,730737,56960,98798,154961,114011,131124,56009,53950,18314,46610,229310,9343,17098,32820,27647,54087,35906,30874,7008,14527,585743,257964,17400,27287,34799,43675,58426,28750,19090,6513,22024,268412,14311,23433,34982,40127,61397,34814,26306,9610,23432,59367,4646,4351,7512,10765,11171,8734,5714,2173,4301
ACSSF,2010e1,co,000,0154,0000006,793669,445592,120800,94109,4215,8460,4753,5992,3271,164007,148900,2198,5096,2099,2046,3668,63857,59709,276,1368,381,487,1636,58256,56777,266,395,269,80,469,38672,36600,116,0,0,56,1900,348077,145014,22505,18151,40796,28905,33394,1263,93727,29485,12153,24041,11425,15651,972,49476,21775,6646,12502,4826,3025,702,31628,14758,5368,6952,2757,1188,605,28232,19078,3205,3802,1080,940,127,793669,445592,65321,56155,958,3884,1546,903,1875,282307,255752,4298,8602,3116,4026,6513,97964,84188,1815,2833,2840,3732,2556,348077,163354,42201,24147,48144,25608,21860,1394,149938,58557,18565,35277,18384,17124,2031,34785,6843,2811,4672,5001,15214,244,793669,445592,65321,9649,8783,6151,9643,8795,4143,7144,2770,8243,282307,19715,32778,43539,41917,50014,22896,27741,10468,33239,97964,3721,7073,9895,10603,22494,15579,16037,4161,8401,348077,163354,10284,14161,17584,25777,36207,20510,14450,5672,18709,149938,8643,11180,15142,19978,33263,21399,16753,6784,16796,34785,2589,1962,3882,6042,6954,4974,4041,1446,2895
ACSSF,2010e1,co,000,0154,0000007,898417,660751,131003,109257,2767,7127,2566,1049,8237,254655,238835,3091,3681,662,765,7621,108684,103611,520,1033,0,140,3380,101342,96751,371,474,117,45,3584,65067,60839,94,59,0,0,4075,237666,82197,17777,7607,25861,16146,12081,2725,65739,24604,8340,18213,9165,3553,1864,35135,16115,3098,9853,3477,989,1603,28895,17884,2815,4070,2076,631,1419,25700,15550,1944,4537,1582,83,2004,898417,660751,80975,69876,1478,3646,1147,178,4650,448430,419970,3598,6706,1560,699,15897,131346,119447,1767,2022,638,1122,6350,237666,94610,31186,9522,28883,16776,4955,3288,118474,52991,12399,29179,12543,5803,5559,24582,7753,1883,4472,3127,6579,768,898417,660751,80975,14516,14892,15621,11775,12224,4156,4091,1629,2071,448430,37245,66020,111422,72094,81110,33113,26209,7846,13371,131346,5622,10025,22925,17044,31593,20327,14837,2847,6126,237666,94610,7116,13126,17215,17898,22219,8240,4640,841,3315,118474,5668,12253,19840,20149,28134,13415,9553,2826,6636,24582,2057,2389,3630,4723,4217,3760,1673,727,1406
ACSSF,2010e1,co,000,0154,0000008,105506,72053,16729,12156,1224,992,458,204,1695,31183,27194,807,574,129,238,2241,8540,7039,267,165,44,0,1025,9193,8014,0,72,0,0,1107,6408,4852,157,110,0,0,1289,33453,11007,4448,2037,2116,668,398,1340,10798,5025,1535,2389,674,249,926,6124,3070,1392,939,371,0,352,3664,1594,418,707,394,0,551,1860,1033,97,221,0,0,509,105506,72053,9488,6861,634,310,231,0,1452,45686,37932,1573,1245,348,349,4239,16879,14462,248,358,52,93,1666,33453,12986,5616,2004,3522,957,90,797,16793,8091,2979,2055,982,0,2686,3674,1463,496,795,168,557,195,105506,72053,9488,1085,1235,1900,737,2613,261,319,13,1325,45686,3549,5617,10857,7753,9201,1467,2281,639,4322,16879,682,1588,3571,2127,3004,1393,1784,384,2346,33453,12986,1029,960,1771,2294,3520,936,888,447,1141,16793,1105,1441,2314,1988,3889,1689,2081,992,1294,3674,169,462,560,776,332,586,240,320,229
ACSSF,2010e1,co,000,0154,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34954,19820,2896,2042,171,220,35,0,428,11278,9412,135,545,0,0,1186,5646,5058,59,193,0,0,336,15134,5282,2405,964,1595,228,90,0,7242,3983,1701,783,315,0,460,2610,938,385,483,130,557,117,34954,19820,2896,384,270,404,112,889,252,99,0,486,11278,679,1162,2529,1751,1857,449,802,236,1813,5646,303,900,937,330,570,390,1096,255,865,15134,5282,665,321,775,811,881,440,675,245,469,7242,763,543,1086,764,1195,705,1341,452,393,2610,169,391,406,479,250,586,158,113,58
ACSSF,2010e1,co,000,0154,0000010,70552,52233,11248,7778,859,575,423,204,1409,23798,20701,807,270,129,238,1653,5946,4971,267,0,44,0,664,5968,5300,0,0,0,0,668,5273,3993,157,110,0,0,1013,18319,6299,2744,1220,1095,155,0,1085,6429,2714,905,1300,584,0,926,2869,1530,131,485,371,0,352,1865,301,133,556,324,0,551,857,555,40,75,0,0,187,70552,52233,6592,4819,463,90,196,0,1024,34408,28520,1438,700,348,349,3053,11233,9404,189,165,52,93,1330,18319,7704,3211,1040,1927,729,0,797,9551,4108,1278,1272,667,0,2226,1064,525,111,312,38,0,78,70552,52233,6592,701,965,1496,625,1724,9,220,13,839,34408,2870,4455,8328,6002,7344,1018,1479,403,2509,11233,379,688,2634,1797,2434,1003,688,129,1481,18319,7704,364,639,996,1483,2639,496,213,202,672,9551,342,898,1228,1224,2694,984,740,540,901,1064,0,71,154,297,82,0,82,207,171
