ACSSF,2010e1,co,000,0118,0000001,33577,39719,27380,67321,35343,45632,42148,22356,46640,43829,55726,50627,45113,48258,37738,41481,56078,64853,22052,32763,32375,33123,15408,20394,14307,23138,51774,40394,41019,28731,66958,35638,50195,44898,26892,49629,46370,58733,60365,54506,65623,42479,50523,67597,74017,24551,40606,36936,49319,18077,24770,16590,31582,59446,28313,32217,24031,75430,31217,36331,39339,19370,39053,35496,51530,41543,38982,40847,33291,32264,44144,42398,19771,31105,30623,31310,12628,15589,12287,16704,45669,2446674,1297984,42777,22747,20030,166107,131755,45662,146256,82271,64881,17390,39903,80394,49178,31216,181745,118869,1043,61833,130105,68799,61306,126570,35095,91475,54216,70223,1148690,11131,6314,4817,19416,49348,19140,132679,27207,21296,5911,33403,94916,66161,28755,137615,88263,740,48612,368502,140420,228082,134106,34069,100037,67898,53329
ACSSF,2010e1,co,000,0118,0000002,32046,47535,27920,70567,32228,42265,41187,21863,45745,42266,58135,49636,42528,46432,36576,40587,55062,64807,21657,31927,32002,31891,15234,17429,14582,22246,51191,37421,49877,27292,70176,32392,46247,42032,25442,47107,45241,57720,58295,52304,63043,40427,47356,64781,73917,23147,37950,35990,42409,17310,22255,16603,30841,59030,27436,38057,30047,75442,30753,34842,39389,19290,40264,35363,60973,40658,37749,39843,33564,31880,44521,42398,19736,30563,30312,30651,12532,13954,12412,16528,45876,1893464,996868,18250,5597,12653,123782,102315,35429,116686,62490,49465,13025,32915,60354,37104,23250,145853,93421,947,51485,104617,56400,48217,102539,26962,75577,42345,49293,896596,5871,2305,3566,14431,38895,14698,104245,19549,15258,4291,27979,73537,51957,21580,106672,67071,740,38861,288593,108960,179633,107352,24935,82417,54312,40462
ACSSF,2010e1,co,000,0118,0000003,38901,35417,27270,64898,40672,57462,50235,26024,48690,46624,53178,56168,50178,57494,41285,47203,60773,150147,25245,36759,34661,39114,16786,25650,12322,26697,54670,47122,36706,30154,64369,41180,61484,51739,35017,52082,50234,60561,65630,61635,68632,51022,61815,80175,150147,30670,53506,46165,63464,22277,30578,16373,36384,60108,30706,27357,22521,75379,31910,42466,39293,19808,36702,35974,37218,46989,41244,45337,32525,34290,42272,.,20006,33918,31261,36042,13167,21466,11338,17194,43714,553210,301116,24527,17150,7377,42325,29440,10233,29570,19781,15416,4365,6988,20040,12074,7966,35892,25448,96,10348,25488,12399,13089,24031,8133,15898,11871,20930,252094,5260,4009,1251,4985,10453,4442,28434,7658,6038,1620,5424,21379,14204,7175,30943,21192,0,9751,79909,31460,48449,26754,9134,17620,13586,12867
ACSSF,2010e1,co,000,0118,0000004,34448,42390,28933,70105,35488,46086,42315,22420,46672,43895,57226,50933,45520,49148,37754,42030,56949,64853,22411,33428,32498,33944,15344,19675,14377,23923,53240,40743,46189,28223,68883,35730,50654,45303,27165,49349,46411,58541,61151,54753,65559,42443,50862,69073,74017,24865,40897,37104,50299,17404,24256,16340,31603,60939,29152,38243,30108,75938,31681,36802,40131,19388,40617,36534,53380,41605,39689,41374,32686,33005,45189,42398,20357,31397,30813,31631,12771,15376,12429,17213,47012,2252682,1192734,28382,12394,15988,148281,126271,43608,134659,74038,59246,14792,38328,75963,47265,28698,174056,115395,1043,57618,120954,63439,57515,113578,30274,83304,50088,64528,1059948,8984,4426,4558,17616,47947,18190,122046,24550,19193,5357,31914,88633,62684,25949,129299,84123,740,44436,338676,128060,210616,122031,31703,90328,62395,47667
ACSSF,2010e1,co,000,0118,0000005,35035,50701,29175,74292,35542,46954,42223,22512,46695,43937,57409,51171,45756,49055,38543,42325,57460,64853,22334,33592,32565,34151,14965,18782,13935,23472,55163,41092,51875,29891,72251,35712,51863,45152,27285,49671,46479,58737,61376,55364,65575,42213,51014,70374,74017,24611,40576,36915,49334,17137,25029,16069,31098,62218,29559,42299,27080,76280,32132,37197,40027,19437,40277,36403,52673,41999,40224,41530,34960,33459,45464,42398,20197,31532,30966,31757,12352,13787,12228,17516,47534,2117192,1118857,22434,8513,13921,136630,120642,41683,128265,69852,56238,13614,37481,71632,44991,26641,168190,112049,1043,55098,116062,61246,54816,100208,26622,73586,46119,59659,998335,7392,2913,4479,16348,47129,17350,114852,23091,18024,5067,31058,84011,60581,23430,122968,80153,740,42075,320149,122021,198128,110870,27623,83247,59243,43874
ACSSF,2010e1,co,000,0118,0000006,31067,62407,24694,75825,30289,41409,38856,21114,41306,40268,48817,47452,41142,44301,34674,38505,52158,63989,20993,31381,30349,31865,14447,15165,14323,22325,51663,35821,71246,23816,80505,30376,44662,38852,24562,41414,40407,48010,57963,50458,63234,35674,45055,61737,64205,21248,37152,35059,42287,16724,20119,16406,30030,61299,26741,36882,30646,60556,28840,32358,38860,18391,40832,38957,50856,36817,37064,38460,33482,32462,45560,39539,20565,30306,27652,30849,12114,11218,12283,17477,45787,952533,495904,6585,1753,4832,58328,48209,17317,56410,28123,22093,6030,15550,31018,20030,10988,76827,47407,677,28743,60281,33312,26969,51899,11794,40105,21641,23716,456629,2874,986,1888,5753,19335,6037,52211,8753,7274,1479,13822,34850,24012,10838,55717,35649,242,19826,151284,57864,93420,57270,12359,44911,27729,20994
ACSSF,2010e1,co,000,0118,0000007,37925,47653,30046,72372,40181,53004,46142,25036,50348,47236,65213,52363,48799,51346,41783,46857,61540,85333,24762,35935,35709,36122,15467,21762,13329,25200,57090,45807,47746,30509,67405,40547,59982,50816,30588,52693,51046,67603,64108,60091,67766,50237,59055,76607,151471,29320,46554,40341,54705,18627,25780,15244,31705,63680,31140,46830,25875,82010,36437,41734,40115,20388,39619,35488,54315,46364,42060,45231,36177,34577,45398,60408,19883,33041,33173,32980,13017,17919,12134,17567,50413,1164659,622953,15849,6760,9089,78302,72433,24366,71855,41729,34145,7584,21931,40614,24961,15653,91363,64642,366,26355,55781,27934,27847,48309,14828,33481,24478,35943,541706,4518,1927,2591,10595,27794,11313,62641,14338,10750,3588,17236,49161,36569,12592,67251,44504,498,22249,168865,64157,104708,53600,15264,38336,31514,22880
ACSSF,2010e1,co,000,0118,0000008,30266,31298,27404,50025,35052,25886,46336,20902,46151,43417,53300,38714,37126,50880,32088,33525,45655,.,26842,31494,31838,31335,20130,21984,18921,30259,41270,34373,31590,27005,50790,35882,26461,51314,25192,47531,45167,51000,54214,52283,62355,50794,36693,55799,.,31013,53103,42534,66932,22452,23524,20042,40284,42014,24865,30849,30700,46090,22374,21708,45689,18913,44285,40607,68651,15192,31301,35406,30929,29920,36978,.,21770,27925,26246,28771,18386,19299,17376,11666,39333,135490,73877,5948,3881,2067,11651,5629,1925,6394,4186,3008,1178,847,4331,2274,2057,5866,3346,0,2520,4892,2193,2699,13370,3652,9718,3969,4869,61613,1592,1513,79,1268,818,840,7194,1459,1169,290,856,4622,2103,2519,6331,3970,0,2361,18527,6039,12488,11161,4080,7081,3152,3793
ACSSF,2010e1,co,000,0118,0000009,27138,31191,31016,31250,36954,26748,39100,18204,40321,30457,50571,19570,30880,35295,30457,22219,25988,.,20470,27939,35892,24640,19648,30871,16787,21379,44730,33190,31105,31023,31133,37168,26806,36813,27093,40391,21784,48929,.,44983,42700,91200,24188,50029,.,2499,42415,45685,41475,21407,57571,19720,37842,46856,21290,46223,2499,.,26858,26404,45895,16895,40036,31250,90196,18359,25975,27166,21495,21999,22995,.,21521,24727,30211,23458,18736,22456,14797,11066,32536,41867,21272,1450,468,982,3269,2907,821,1927,1083,757,326,62,834,407,427,1105,825,0,280,2101,1005,1096,3437,1089,2348,1025,1251,20595,158,111,47,278,315,217,2220,257,163,94,386,1609,788,821,2448,1262,0,1186,6658,2205,4453,3747,1640,2107,1213,1089
ACSSF,2010e1,co,000,0118,0000010,31209,31391,27225,57469,30825,21974,50831,22354,47992,47555,65096,39627,41583,60930,32407,36657,50060,.,31039,32602,30099,35483,20582,20642,20535,32113,40876,34788,35855,26824,61350,31932,22946,60759,24110,49561,48518,66827,55338,52288,68426,41417,36947,60559,.,31777,61680,39250,95734,22672,22958,21192,46419,41233,27088,30749,30702,32105,19812,21197,45352,21627,44804,44241,46964,9192,32140,37413,31667,35885,46017,.,24583,30680,25517,31790,17862,16156,20401,12195,40085,93623,52605,4498,3413,1085,8382,2722,1104,4467,3103,2251,852,785,3497,1867,1630,4761,2521,0,2240,2791,1188,1603,9933,2563,7370,2944,3618,41018,1434,1402,32,990,503,623,4974,1202,1006,196,470,3013,1315,1698,3883,2708,0,1175,11869,3834,8035,7414,2440,4974,1939,2704
