ACSSF,2010e1,co,000,0022,0000001,5049071,1129,241,116,243886,16333,728,1313,951,4282,2343,795,1383,1918,3406,4220,250,2873,23429,1711,7007,1768,28859,2486,1377,19044,0,1717,8141,231,40942,6682,45505,92816,7474,546865,1875,111207,12318,155790,28740,1083815,217,18331,56,21284,959,6658,613526,1241,251493,1269,9701,365,379,166,232,12493,112098,2072,125929,9733,5489,55723,16560,65306,129386,2326,4295,8594,6314,0,33611,0,8128,1519,0,384,1012,481,0,4114,898,2708,57,0,13031,1974,131292,24786,1421,10234,46566,6879,40,65,358,79,181,85,953,4789,39,0,487,0,5841,1759288,550746,5049071,4498325,2870343,1627982,550746,48235,502511,5049071,243886,16333,28859,40942,45505,92816,546865,111207,155790,28740,1083815,18331,21284,613526,251493,9701,112098,125929,9733,55723,65306,129386,8594,33611,131292,24786,10234,46566,6879,1919838,550746,5049071,4498325,2870343,1627982,550746
ACSSF,2010e1,co,000,0022,0000002,3923892,1129,241,55,180846,14083,369,1313,951,3494,2162,56,1254,1918,3352,3535,250,2400,18976,1291,4548,1501,22514,1489,880,12711,0,1421,6513,147,31065,5150,32252,68277,6378,405160,1334,88631,9406,118132,20868,790805,217,14321,56,15248,487,6069,461135,1115,195568,702,7710,365,313,166,158,10484,86406,1377,100979,5983,4428,44510,11525,46732,95022,2141,3396,6829,4797,0,30654,0,7709,1405,0,384,1012,481,0,4114,755,2708,57,0,11550,1060,99630,18266,1408,7881,34056,5433,40,65,60,79,58,48,817,4075,39,0,206,0,4472,1459589,411842,3923892,3512050,2280339,1231711,411842,38104,373738,3923892,180846,14083,22514,31065,32252,68277,405160,88631,118132,20868,790805,14321,15248,461135,195568,7710,86406,100979,5983,44510,46732,95022,6829,30654,99630,18266,7881,34056,5433,1583699,411842,3923892,3512050,2280339,1231711,411842
ACSSF,2010e1,co,000,0022,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125179,986275,590004,396271,138904,10131,128773,1125179,63040,2250,6345,9877,13253,24539,141705,22576,37658,7872,293010,4010,6036,152391,55925,1991,25692,24950,3750,11213,18574,34364,1765,2957,31662,6520,2353,12510,1446,336139,138904,1125179,986275,590004,396271,138904
ACSSF,2010e1,co,000,0022,0000004,4642008,1129,241,61,224014,15569,728,1313,951,3772,2343,795,1183,1918,3352,4220,250,2391,21801,1089,6580,1600,27885,2293,1085,18059,0,1704,7944,231,38773,6484,40342,84321,6989,498959,1875,104105,11643,143640,26600,992545,199,17708,56,19908,959,6658,558255,1115,235167,1207,9423,365,313,117,158,11710,102481,1788,118584,9001,5335,52928,14529,58857,118003,2312,3894,8406,6236,0,33450,0,8120,1519,0,384,1012,481,0,4053,806,2708,57,0,13031,1974,121680,22160,1421,9992,42672,6879,40,65,358,79,181,85,953,4789,39,0,487,0,5393,1630145,492868,4642008,4149140,2650226,1498914,492868,43836,449032,4642008,224014,15569,27885,38773,40342,84321,498959,104105,143640,26600,992545,17708,19908,558255,235167,9423,102481,118584,9001,52928,58857,118003,8406,33450,121680,22160,9992,42672,6879,1781088,492868,4642008,4149140,2650226,1498914,492868
ACSSF,2010e1,co,000,0022,0000005,4365335,1129,241,61,214571,15104,728,1258,915,3497,2343,739,1140,1918,3352,4023,250,1920,20438,1089,6364,1600,26723,2293,1085,17306,0,1599,7609,147,35651,5933,37187,77893,6857,466347,1851,101867,11371,134949,24583,922095,199,16938,56,19074,780,6391,522587,1115,223851,1088,9213,365,313,117,158,11205,95860,1602,112110,8832,5027,49975,13762,54014,111875,2247,3492,7757,5957,0,30805,0,7299,1519,0,384,1012,481,0,2385,806,2708,57,0,12875,1974,113634,20904,1421,9844,40548,6497,40,65,358,79,181,48,953,4444,39,0,487,0,5264,1544380,455633,4365335,3909702,2500140,1409562,455633,41734,413899,4365335,214571,15104,26723,35651,37187,77893,466347,101867,134949,24583,922095,16938,19074,522587,223851,9213,95860,112110,8832,49975,54014,111875,7757,30805,113634,20904,9844,40548,6497,1688183,455633,4365335,3909702,2500140,1409562,455633
ACSSF,2010e1,co,000,0022,0000006,1974647,890,74,0,78387,9148,474,1055,749,1778,1938,739,645,892,1611,2122,250,632,8065,383,2577,593,11761,842,722,6499,0,360,2571,0,14306,2273,15130,31844,3042,188046,1173,45656,3955,55591,10954,361519,199,6722,56,8089,452,2707,215504,638,92102,614,4695,365,189,67,0,5509,40115,503,46609,3949,2464,21526,4433,20596,44858,998,1149,2903,2887,0,21231,0,6563,657,0,0,667,399,0,1419,286,2319,0,0,8257,1029,47484,8334,435,5089,16967,4587,40,65,303,79,181,0,661,3170,39,0,103,0,2435,810256,197689,1974647,1776958,1184024,592934,197689,17377,180312,1974647,78387,9148,11761,14306,15130,31844,188046,45656,55591,10954,361519,6722,8089,215504,92102,4695,40115,46609,3949,21526,20596,44858,2903,21231,47484,8334,5089,16967,4587,870206,197689,1974647,1776958,1184024,592934,197689
ACSSF,2010e1,co,000,0022,0000007,2390688,239,167,61,136184,5956,254,203,166,1719,405,0,495,1026,1741,1901,0,1288,12373,706,3787,1007,14962,1451,363,10807,0,1239,5038,147,21345,3660,22057,46049,3815,278301,678,56211,7416,79358,13629,560576,0,10216,0,10985,328,3684,307083,477,131749,474,4518,0,124,50,158,5696,55745,1099,65501,4883,2563,28449,9329,33418,67017,1249,2343,4854,3070,0,9574,0,736,862,0,384,345,82,0,966,520,389,57,0,4618,945,66150,12570,986,4755,23581,1910,0,0,55,0,0,48,292,1274,0,0,384,0,2829,734124,257944,2390688,2132744,1316116,816628,257944,24357,233587,2390688,136184,5956,14962,21345,22057,46049,278301,56211,79358,13629,560576,10216,10985,307083,131749,4518,55745,65501,4883,28449,33418,67017,4854,9574,66150,12570,4755,23581,1910,817977,257944,2390688,2132744,1316116,816628,257944
ACSSF,2010e1,co,000,0022,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276673,239438,150086,89352,37235,2102,35133,276673,9443,465,1162,3122,3155,6428,32612,2238,8691,2017,70450,770,834,35668,11316,210,6621,6474,169,2953,4843,6128,649,2645,8046,1256,148,2124,382,92905,37235,276673,239438,150086,89352,37235
ACSSF,2010e1,co,000,0022,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92982,80994,55647,25347,11988,942,11046,92982,3320,92,60,905,1267,2041,9424,1119,2623,1250,22312,143,125,9411,3898,77,1756,1762,51,225,728,2239,360,2545,2658,403,0,717,0,33395,11988,92982,80994,55647,25347,11988
ACSSF,2010e1,co,000,0022,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183691,158444,94439,64005,25247,1160,24087,183691,6123,373,1102,2217,1888,4387,23188,1119,6068,767,48138,627,709,26257,7418,133,4865,4712,118,2728,4115,3889,289,100,5388,853,148,1407,382,59510,25247,183691,158444,94439,64005,25247
ACSSF,2010e1,co,000,0022,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407063,349185,220117,129068,57878,4399,53479,407063,19872,764,974,2169,5163,8495,47906,7102,12150,2140,91270,623,1376,55271,16326,278,9617,7345,732,2795,6449,11383,188,161,9612,2626,242,3894,0,138750,57878,407063,349185,220117,129068,57878
ACSSF,2010e1,co,000,0022,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683736,588623,370203,218420,95113,6501,88612,683736,29315,1229,2136,5291,8318,14923,80518,9340,20841,4157,161720,1393,2210,90939,27642,488,16238,13819,901,5748,11292,17511,837,2806,17658,3882,390,6018,382,231655,95113,683736,588623,370203,218420,95113
ACSSF,2010e1,co,000,0022,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443715,403753,301006,102747,39962,2975,36987,443715,31491,407,1365,2573,1577,4997,28224,5509,9629,2206,74660,660,953,32783,18390,163,6017,7309,407,2820,3969,6632,660,2855,7045,1497,426,2089,438,233826,39962,443715,403753,301006,102747,39962
ACSSF,2010e1,co,000,0022,0000014,575022,810,0,0,34104,3358,120,0,69,831,1244,0,283,264,773,515,0,399,2063,119,671,196,3043,62,0,2205,0,206,453,147,4232,195,5359,8905,1003,55285,0,10719,678,15614,3690,95314,147,2271,56,2679,0,1253,63994,185,23878,66,1101,0,0,0,0,822,11270,50,14923,919,510,8021,1848,6539,14200,224,527,894,466,0,10861,0,3841,293,0,384,356,82,0,1206,52,436,0,0,3054,1287,15256,2513,476,1823,3311,1635,0,0,0,32,0,0,299,1218,39,0,47,0,674,228082,48995,575022,526027,364403,161624,48995,3960,45035,575022,34104,3358,3043,4232,5359,8905,55285,10719,15614,3690,95314,2271,2679,63994,23878,1101,11270,14923,919,8021,6539,14200,894,10861,15256,2513,1823,3311,1635,244342,48995,575022,526027,364403,161624,48995
