ACSSF,2010m1,co,000,0113,0000032,5011,5729,6977,14780,20660,11205,14593,8632,14268,21154,33172,59050,28536,32852,25375,164169,221735,32232,21688,.,3760,43166,4339,25797,47891,24525,8017,17154,20072,18364,.,18374,28113,28638,55036,32047,33012,3355,6860,5723,17636,21659,8647,6327,21071,128431,8626,20022,72353,7807,10892,12877,23649,24322,5875,18039,.,.,.,3399,28363,1187,5395,9079,7685,77324,.,77324,.,152591,63123,.,.
ACSSF,2010m1,co,000,0113,0000033,1962,3524,8912,11824,15744,13279,12834,20436,15636,50401,23165,40115,150284,21311,11403,40572,64087,.,4555,14184,48745,8052,5811,6370,2475,25118,3592,3162,15879,8142,.,10857,14927,6304,8203,14649,8623,2924,4005,7986,6611,18533,13804,23251,66247,27272,7523,9544,17006,11506,28991,19163,17521,14557,5061,6645,23890,36198,180244,8507,14218,3531,3624,9179,2650,35496,.,49437,.,5730,6748,11962,23725
ACSSF,2010m1,co,000,0113,0000034,2918,2912,7305,12697,33085,30940,12299,43791,8570,4626,14191,10530,199905,30480,69091,33627,33627,.,6516,2059,25187,25187,.,8510,6895,46360,7570,14755,13514,8666,.,10479,20148,2865,7944,1659,9324,3266,8440,14519,10901,28629,15684,26059,20084,54089,9868,97375,98772,6981,46568,21537,20069,26163,5084,14158,1637,1637,.,6583,9863,9730,3420,6489,6257,.,.,.,.,10131,27670,3753,.
ACSSF,2010m1,co,000,0113,0000035,3077,4715,19199,21588,9234,29436,22289,28837,20893,.,9804,22085,.,14825,35732,64424,64424,.,9814,.,1312,.,6629,16370,20263,41276,16554,5903,27799,3268,16223,6611,7252,5675,7489,9756,29315,1865,2381,8977,31925,12065,29252,43119,.,17639,10999,7291,.,14341,23090,18220,15372,5789,11579,4370,.,.,.,2676,40061,14326,3768,16402,3107,14518,.,14519,.,5535,9662,194806,.
ACSSF,2010m1,co,000,0113,0000036,2041,3109,7457,8171,11918,11525,56732,.,21602,.,6164,6065,.,29074,90585,184224,184224,.,3452,13696,9717,28999,9727,2367,13104,21449,4706,10214,4149,4633,.,7605,14642,5542,15012,26619,4806,2664,7033,12029,12053,49295,32394,.,.,56567,11981,6493,.,9586,.,9087,22146,13968,3173,3256,17309,.,17309,2811,17372,7889,4174,4496,3748,91657,.,.,.,16977,30297,41729,14428
ACSSF,2010m1,co,000,0113,0000037,2059,2491,8091,15163,22324,16090,15032,35307,10373,92250,27102,46870,.,22592,85619,49029,41547,53879,5998,.,6281,13519,15353,10201,8502,17196,4567,10151,2739,7591,.,11296,13440,5478,4146,14170,4319,3342,3247,8866,15579,3395,3571,16696,.,6724,5658,13237,22244,7848,17675,5222,5978,28526,2090,6002,53916,53916,.,9216,2508,2821,3550,12850,6159,26992,.,75208,69499,21924,14580,14581,48996
ACSSF,2010m1,co,000,0113,0000038,2967,3606,8379,20653,29795,38341,10450,16467,13068,36520,5274,1954,148457,24739,7402,63138,26759,6414,5406,.,17779,65766,23388,9006,5985,43134,10478,10034,14998,6047,.,6790,9497,6385,7682,13616,11199,3672,11082,6135,10953,5637,28127,14295,36250,18638,7896,7349,23267,2797,25029,13933,22308,14517,3902,19228,33047,72034,19795,6325,10578,9815,6618,6352,9395,18284,.,.,.,6755,16100,11385,24006
ACSSF,2010m1,co,000,0113,0000039,2998,2418,9149,13391,22612,24089,16054,3533,21090,22037,5640,19542,234687,2037,36196,35314,14837,42345,5034,38785,27954,.,27954,5062,12260,33822,4487,13880,7495,47735,.,36300,37752,4864,5389,35555,25154,3955,4446,15733,22765,28179,20714,11556,51253,10688,5592,15980,41087,5522,14108,35402,58980,4691,3749,24176,.,.,.,5588,7193,18345,6605,6055,12147,.,.,.,.,87172,.,172905,.
ACSSF,2010m1,co,000,0113,0000040,1908,1636,4452,8194,9822,13141,10658,14401,14534,57934,6746,12858,47707,20121,18678,19920,13755,40682,1774,1932,25931,55291,15025,1955,3522,6617,4497,6859,4893,6038,1638,7460,7886,3393,6635,11225,4317,1367,2142,4697,11188,3791,7867,9812,12296,11926,3678,4001,12749,8615,8662,5916,4094,9763,2628,2737,8681,3131,.,1601,6742,3472,1880,4693,2341,15502,.,36332,17379,1745,3275,11207,1763
ACSSF,2010m1,co,000,0113,0000041,808,2903,5193,8950,9086,4445,11216,28106,11217,18057,10257,27447,71763,15008,19154,15970,43158,9912,2952,32064,18144,19953,7201,5106,4584,6608,4194,12133,9932,6924,.,6287,5147,3235,6769,8834,7399,2155,3235,5196,7209,7410,10918,18011,490,12165,7728,12166,9273,6822,5672,5544,16984,9305,2110,3055,11184,27270,5785,3193,2698,3923,2328,4494,3456,8898,.,21165,31045,4825,4191,9927,14014
ACSSF,2010m1,co,000,0113,0000042,1808,2136,1293,4722,4854,3227,4352,4459,19512,36297,5701,38104,32814,6507,9541,15204,55762,47027,1647,20961,15736,5061,25372,2031,2008,3814,3841,7532,3598,2579,35716,2900,6752,5196,8232,9780,5909,935,2855,3604,3486,5352,5005,7425,6429,14684,3817,2357,13671,3756,6885,4719,3808,10177,1870,2096,25201,24773,59649,2042,1682,2320,1755,4556,2607,4378,.,7540,33116,2788,3684,7300,12719
ACSSF,2010m1,co,000,0113,0000043,2614,4465,6527,17091,15881,11895,16611,15261,13154,17697,16069,20329,87846,15642,24129,75981,92213,12908,6916,6290,46271,21844,89086,8350,10166,15005,11328,12766,16173,9085,208954,1708,16788,12819,10178,37950,2548,1646,4744,9260,13038,13821,35910,6224,103920,18517,5248,20886,18408,9280,21986,2693,4477,4778,1816,4088,.,.,.,2712,5491,2482,2620,4404,1808,174488,.,.,.,2745,2352,26170,9832
ACSSF,2010m1,co,000,0113,0000044,3077,4715,19199,21588,9234,29436,22289,28837,20893,.,9804,22085,.,14825,35732,64424,64424,.,9814,.,1312,.,6629,16370,20263,41276,16554,5903,27799,3268,16223,6611,7252,5675,7489,9756,29315,1865,2381,8977,31925,12065,29252,43119,.,17639,10999,7291,.,14341,23090,18220,15372,5789,11579,4370,.,.,.,2676,40061,14326,3768,16402,3107,14518,.,14519,.,5535,9662,194806,.
ACSSF,2010m1,co,000,0113,0000045,2644,3373,8227,21098,34532,26706,36756,77743,40662,.,7952,28462,53681,14687,50827,69795,182472,.,1134,.,100922,.,.,1238,4138,18755,8980,21441,12536,5403,37123,5321,30322,5625,13991,9743,10307,3654,5835,3057,1976,9378,27889,11828,26681,42227,4711,9967,2071,11581,13796,8070,10483,23357,3280,28118,1383,.,1303,2301,.,12942,6936,3173,6776,6717,.,2230,.,9479,7171,2214,23068
ACSSF,2010m1,co,000,0113,0000046,2041,3109,7457,8171,11918,11525,56732,.,21602,.,6164,6065,.,29074,90585,184224,184224,.,3452,13696,9717,28999,9727,2367,13104,21449,4706,10214,4149,4633,.,7605,14642,5542,15012,26619,4806,2664,7033,12029,12053,49295,32394,.,.,56567,11981,6493,.,9586,.,9087,22146,13968,3173,3256,17309,.,17309,2811,17372,7889,4174,4496,3748,91657,.,.,.,16977,30297,41729,14428
ACSSF,2010m1,co,000,0113,0000047,1894,1480,1158,4690,4439,3968,3530,2790,17910,43204,5693,30771,30584,6116,6995,9730,44324,41949,1630,20961,10314,4491,25372,1614,1930,4679,3836,7058,3435,1839,35716,2809,5004,4203,7348,9682,5799,875,2699,3573,3187,3840,4779,14545,6429,14684,3791,2376,14137,4315,6893,4406,4415,8057,1863,1655,28865,28997,59649,1794,2251,2105,1685,4197,2785,4378,.,7540,33116,1901,2279,6709,12719
ACSSF,2010m1,co,000,0113,0000048,844,1065,2948,6950,8047,11929,5424,12056,5357,10945,6643,12668,37881,10711,11782,25181,11292,9029,3208,5773,8821,6276,7943,3289,5744,6822,3536,5265,2642,3375,18466,4625,4976,2756,2693,7465,5019,831,2850,833,6695,6921,11001,5258,12750,16039,3877,4612,10164,6155,8930,5905,12015,4152,1276,2253,13127,18229,7325,2410,1959,2088,2153,3150,2140,13230,14000,26522,18195,3316,5810,12540,22335
ACSSF,2010m1,co,000,0113,0000049,1224,1081,3125,7227,10357,6614,6056,9197,13620,24737,3877,5075,67496,3652,7592,12645,25163,25731,1962,3453,2695,2953,6319,3147,4682,16965,3704,4349,8412,2896,5173,3500,5321,4658,5558,5706,7593,1106,2926,5451,5139,8660,10875,14614,47231,18551,3128,8963,18315,5505,8424,4215,5911,5460,1160,1865,10738,19802,32008,1944,2881,2263,828,4653,2120,6804,6277,7161,40810,5978,4417,5069,14868
ACSSF,2010m1,co,000,0113,0000050,577,900,4580,6890,5610,4902,7531,8822,5324,26719,2219,5748,27760,5473,33972,9418,13040,26116,2067,6004,4833,24699,11955,3452,3913,16291,2685,4944,7391,3836,1154,5149,6119,1505,3481,2545,3364,1477,2461,3241,7164,3044,7754,19201,9706,7508,2759,7911,21804,3788,40690,3555,9108,4746,1516,4446,37916,7263,10118,1404,5585,2437,1381,1674,1440,6161,11125,11911,23930,3353,4047,13347,22245
ACSSF,2010m1,co,000,0113,0000051,689,1104,2396,6635,7969,10375,5642,10417,11036,45382,8153,10313,42151,13765,9987,6835,16799,20429,1872,1574,9051,37201,7505,2325,3328,6784,4416,7268,3496,3379,1933,8487,2772,3882,4766,6022,3360,833,3305,5244,7244,4172,7222,10730,17270,9024,3968,6530,21713,4550,7666,5107,4386,4925,2210,1712,27199,17348,27390,1358,3049,2979,1594,3694,1719,12118,20403,15742,17707,4697,5948,10110,2340
ACSSF,2010m1,co,000,0113,0000052,1137,2928,3636,5059,6952,7999,4933,5156,6784,14297,7605,15607,26800,9814,13441,20006,37706,24402,5943,7378,9550,15924,10237,2191,12538,5183,5347,5795,3694,4265,12770,1334,5001,4534,3339,9955,11359,1104,1146,4885,4254,6773,7072,11107,21201,17746,3116,5518,20400,4694,7766,5275,4534,2914,1566,3642,32861,33124,15392,3574,4171,3557,1930,2360,1439,20943,.,15856,60297,2623,3075,7330,13399
ACSSF,2010m1,co,000,0113,0000053,634,1126,4377,4520,5458,4846,4478,6064,4807,32684,5540,7131,53216,17878,10367,18503,32738,11410,2162,11031,10582,12259,14964,4108,3517,5538,1867,1869,3728,3356,22956,2724,3436,2171,7602,6603,3743,1409,1641,4226,6643,3335,10420,11567,7739,11130,6006,8823,12074,7968,21102,5418,7062,4520,1913,2361,12542,18806,9128,1341,2670,1198,1799,3118,1274,10645,.,16258,12037,3211,3477,6643,8913
ACSSF,2010m1,co,000,0113,0000054,2496,3664,3937,13391,13061,24265,23109,36755,18968,55879,7910,19985,94872,5410,42887,18273,18273,.,10159,49846,19242,22859,9256,8746,10834,10463,24529,23217,25567,6538,14291,6897,16252,9686,18475,24909,18074,2009,4331,5153,7816,9906,64994,589,13902,50895,12297,26302,132492,22773,2035,11908,6708,36846,2128,13483,12857,11937,.,5920,3700,12542,2583,5961,4108,16116,4845,16540,45331,16482,7246,35343,.
ACSSF,2010m1,co,000,0113,0000055,2378,4815,2910,4573,10353,5567,9479,35887,3954,105771,13005,15216,78208,19061,5173,13170,31323,96303,10551,.,29073,37138,32338,27930,18270,31671,8788,6408,9384,5638,51039,5947,9977,4267,5662,12318,25213,1802,1808,13055,25540,7963,22897,44056,119202,35448,8659,43742,.,6987,42965,9547,13392,4559,8728,9404,17844,.,40843,1900,11129,9513,2356,9447,1761,9633,.,18149,20393,13165,12667,50159,.
ACSSF,2010m1,co,000,0113,0000056,2638,5448,5880,16491,14867,31926,18890,23534,37801,64214,11808,8552,111371,15044,16090,19873,22408,.,5652,.,9521,11686,39226,6115,13724,16116,7448,7134,35840,7154,12962,14713,7478,15901,11531,33450,25375,2752,11408,5075,31147,41074,26147,44531,.,11567,6533,14007,.,21915,25181,11662,9635,34187,2388,13655,.,.,.,5137,7472,4492,3063,5836,4129,82808,.,82808,.,5947,8393,.,4978
ACSSF,2010m1,co,000,0113,0000057,3075,4419,5653,17018,18425,12088,16986,18126,11482,17697,16046,4451,87846,15642,24129,41765,86417,12908,7149,6290,32828,21844,17650,8350,11467,15005,9581,10343,19918,21613,208954,11738,16788,13688,10178,33135,2283,1819,4654,9168,12189,13973,34003,12797,103920,29209,6676,21981,18408,8724,21986,2383,3894,4778,1972,4088,.,.,.,2628,5491,2321,2740,4334,2047,174488,.,.,.,7150,8796,26170,9832
ACSSF,2010m1,co,000,0113,0000058,1053,2432,11927,6848,10974,7391,9000,6856,16318,17038,6553,38078,32279,11511,25943,4855,14462,35246,2267,2075,3507,28305,4867,7418,6052,42775,7021,6570,17888,6941,4524,10753,6720,3309,4905,5595,7238,1502,2359,4332,5069,5865,7475,14176,6989,31418,3309,7172,20011,6134,39389,9085,7820,4617,2077,11585,33811,3673,58731,1876,10894,5094,3915,3590,1574,11891,5338,17272,27496,6435,8182,20481,21544
