ACSSF,2010e1,co,000,0166,0000001,46179,30885,2577,1977,98.9,96.3,96.1,96.6,,,,,,,,,98.1,1.9,1.1,0.0,0.2,0.1,0.0,0.3,0.2,98.9,1.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,4.7
ACSSF,2010e1,co,000,0166,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0166,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0166,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0166,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0166,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0166,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0166,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0166,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0166,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0166,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0166,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0166,0000013,3032,2045,,,,,,,,,,,,,,,98.6,1.4,0.8,0.0,0.0,0.1,0.0,0.2,0.2,,,,,,,,,,,,
ACSSF,2010e1,co,000,0166,0000014,4656,3288,,,,,,,,,,,,,,,97.5,2.5,1.8,0.0,0.3,0.2,0.0,0.2,0.0,,,,,,,,,,,,
ACSSF,2010e1,co,000,0166,0000015,2465,1828,,,,,,,,,,,,,,,98.6,1.4,1.3,0.0,0.0,0.0,0.0,0.1,0.0,,,,,,,,,,,,
ACSSF,2010e1,co,000,0166,0000016,5341,3675,,,,,,,,,,,,,,,97.5,2.5,1.6,0.1,0.2,0.1,0.0,0.3,0.3,,,,,,,,,,,,
ACSSF,2010e1,co,000,0166,0000017,1786,1352,,,,,,,,,,,,,,,97.7,2.3,1.8,0.0,0.0,0.2,0.0,0.2,0.0,,,,,,,,,,,,
ACSSF,2010e1,co,000,0166,0000018,4712,3274,,,,,,,,,,,,,,,98.6,1.4,0.7,0.0,0.1,0.2,0.0,0.4,0.1,,,,,,,,,,,,
ACSSF,2010e1,co,000,0166,0000019,4360,3375,,,,,,,,,,,,,,,98.1,1.9,0.8,0.0,0.5,0.1,0.0,0.3,0.3,,,,,,,,,,,,
ACSSF,2010e1,co,000,0166,0000020,2345,1691,,,,,,,,,,,,,,,99.0,1.0,0.5,0.0,0.0,0.2,0.0,0.3,0.0,,,,,,,,,,,,
ACSSF,2010e1,co,000,0166,0000021,1161,795,,,,,,,,,,,,,,,97.0,3.0,1.2,0.0,0.0,0.0,0.0,1.3,0.6,,,,,,,,,,,,
ACSSF,2010e1,co,000,0166,0000022,1392,947,,,,,,,,,,,,,,,99.5,0.5,0.2,0.0,0.0,0.0,0.0,0.3,0.0,,,,,,,,,,,,
ACSSF,2010e1,co,000,0166,0000023,2079,1335,,,,,,,,,,,,,,,97.8,2.2,0.5,0.0,0.9,0.2,0.0,0.5,0.3,,,,,,,,,,,,
ACSSF,2010e1,co,000,0166,0000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
