ACSSF,2010e1,co,000,0122,0000001,2446674,53908,185523,181103,64802,278935,109478,73306,175310,319360,498607,260676,122114,123552,970249,22652,38082,70198,13040,28372,18322,42890,80458,190304,329714,51877,27925,56415,418111,2091,1459,2173,637,11263,1939,1127,4247,51507,94566,165166,47481,34455,607053,3791,12746,29864,35874,196379,28508,21709,84303,60467,59828,32546,17070,23968,229678,21697,125967,9548,3338,11771,11133,5113,3553,7572,4343,3320,16789,5534,221583,3677,7269,69320,11913,31150,49576,2467,2749,9510,10156,7767,12849,3180
ACSSF,2010e1,co,000,0122,0000002,1893464,24121,138213,141210,50127,220931,82039,60894,133891,252525,393210,209891,96657,89755,738391,9909,27638,51670,10154,23102,14446,34413,58191,147179,258135,39826,21455,42273,336961,440,932,1923,575,9347,1753,1120,3081,42058,77859,135149,39350,23374,476760,2000,9585,23856,27878,154133,21062,19350,67072,48731,46465,25943,12735,17950,166933,10566,94488,7321,1989,8574,8098,3746,3104,5999,3568,2426,12834,4220,174419,1206,5570,56440,9531,25775,36680,2265,2443,8558,7183,6547,10283,1938
ACSSF,2010e1,co,000,0122,0000003,553210,29787,47310,39893,14675,58004,27439,12412,41419,66835,105397,50785,25457,33797,231858,12743,10444,18528,2886,5270,3876,8477,22267,43125,71579,12051,6470,14142,81150,1651,527,250,62,1916,186,7,1166,9449,16707,30017,8131,11081,130293,1791,3161,6008,7996,42246,7446,2359,17231,11736,13363,6603,4335,6018,62745,11131,31479,2227,1349,3197,3035,1367,449,1573,775,894,3955,1314,47164,2471,1699,12880,2382,5375,12896,202,306,952,2973,1220,2566,1242
ACSSF,2010e1,co,000,0122,0000004,2252682,37366,165897,174218,61798,256705,98588,70242,164596,303355,459630,235609,112483,112195,905242,15684,35486,68724,12756,26904,17113,40955,75976,182096,304761,46697,25666,52424,379361,1610,1173,2040,621,10031,1686,1076,3724,46689,86742,149617,43188,31164,563498,2977,11649,28878,34436,180723,25790,21124,78901,58332,54492,29284,15947,20965,199535,14624,111418,8889,2774,10391,8599,4897,3249,7174,4165,2935,15322,5098,205046,2471,6171,65687,11211,28656,45400,2190,2746,9064,9470,7076,12360,2544
ACSSF,2010e1,co,000,0122,0000005,2117192,29826,152978,167771,59033,243117,92943,68539,155643,291158,436211,211078,105362,103533,861776,13088,33317,68071,12218,25842,16197,40591,71781,175396,289884,41518,24152,49721,348097,1371,1095,1834,581,8863,1649,954,3200,44309,81546,133125,40630,28940,533190,2656,10717,28262,32975,171144,24516,20191,74817,55883,51372,27066,15342,18249,180097,10711,102018,8620,2445,9477,8056,4613,3099,6850,4113,2434,13568,4093,194032,2000,5831,60984,10814,27791,42525,2190,2746,8720,9296,6935,11670,2530
ACSSF,2010e1,co,000,0122,0000006,952533,9459,64081,67544,23354,108621,36876,29372,65868,132544,211565,109169,49370,44710,374781,4327,10481,23164,4483,12014,6703,15999,28367,75495,140260,20268,10739,22481,175302,356,450,672,112,4853,923,613,1756,22753,42010,70166,20219,10419,233687,1092,3326,11535,12631,75006,9354,10087,33204,26088,23457,12418,6593,8896,78754,3254,46716,3824,1218,4031,3179,1758,1025,2798,1849,1463,5751,1888,90009,430,3108,28349,4910,12717,16717,915,1516,5410,3989,4854,6068,1026
ACSSF,2010e1,co,000,0122,0000007,1164659,20367,88897,100227,35679,134496,56067,39167,89775,158614,224646,101909,55992,58823,486995,8761,22836,44907,7735,13828,9494,24592,43414,99901,149624,21250,13413,27240,172795,1015,645,1162,469,4010,726,341,1444,21556,39536,62959,20411,18521,299503,1564,7391,16727,20344,96138,15162,10104,41613,29795,27915,14648,8749,9353,101343,7457,55302,4796,1227,5446,4877,2855,2074,4052,2264,971,7817,2205,104023,1570,2723,32635,5904,15074,25808,1275,1230,3310,5307,2081,5602,1504
ACSSF,2010e1,co,000,0122,0000008,135490,7540,12919,6447,2765,13588,5645,1703,8953,12197,23419,24531,7121,8662,43466,2596,2169,653,538,1062,916,364,4195,6700,14877,5179,1514,2703,31264,239,78,206,40,1168,37,122,524,2380,5196,16492,2558,2224,30308,321,932,616,1461,9579,1274,933,4084,2449,3120,2218,605,2716,19438,3913,9400,269,329,914,543,284,150,324,52,501,1754,1005,11014,471,340,4703,397,865,2875,0,0,344,174,141,690,14
ACSSF,2010e1,co,000,0122,0000009,41867,1608,3547,3222,1038,4147,1340,448,2443,3553,8759,7184,2238,2340,13242,448,402,394,244,205,157,134,1070,1745,5023,1854,624,942,10113,56,78,206,40,341,0,122,210,499,2362,4684,861,654,9067,0,252,253,471,2970,226,130,1128,1110,1321,613,209,384,5433,1039,2767,0,119,188,146,62,35,191,0,33,493,360,4012,65,48,2369,164,443,811,0,0,8,53,0,51,0
ACSSF,2010e1,co,000,0122,0000010,93623,5932,9372,3225,1727,9441,4305,1255,6510,8644,14660,17347,4883,6322,30224,2148,1767,259,294,857,759,230,3125,4955,9854,3325,890,1761,21151,183,0,0,0,827,37,0,314,1881,2834,11808,1697,1570,21241,321,680,363,990,6609,1048,803,2956,1339,1799,1605,396,2332,14005,2874,6633,269,210,726,397,222,115,133,52,468,1261,645,7002,406,292,2334,233,422,2064,0,0,336,121,141,639,14
