ACSSF,2010e1,co,000,0113,0000038,35545,41091,74854,72309,62370,76883,86969,89063,82438,103724,39162,38098,41383,50925,36374,100154,101023,42138,14100,.,55941,75047,55911,12685,9750,4583,25808,19159,35558,35028,.,30915,45831,41362,40486,50739,31144,30132,40214,48635,61099,33250,56875,69758,61719,25175,28713,42893,60405,23602,21921,30770,60410,26065,14577,16827,54067,43212,55649,12385,12815,13638,30134,27181,31426,50881,.,.,.,26242,27189,24547,20027
ACSSF,2010e1,co,000,0113,0000039,27431,31220,46114,60648,60452,61511,49605,45310,60354,66026,26885,15625,177064,26367,11155,100131,100767,45099,14949,32420,34450,.,34450,15282,12673,20259,22862,25857,21755,31471,.,44363,11816,22500,24457,25698,5000,23628,31132,50492,51830,39263,36709,64435,30740,28537,18811,19798,65299,15365,22889,44295,60601,30973,12023,22650,2499,2499,.,10947,13649,20226,17826,15716,22492,.,.,.,.,63750,.,81250,.
ACSSF,2010e1,co,000,0113,0000040,29193,35560,61670,62497,66634,56707,78670,81341,79707,65120,50324,49005,69981,46068,37431,65931,85476,20865,17563,19401,61594,40675,70392,15012,19111,8636,28381,28569,28357,27770,10951,22662,35667,22119,29018,22173,13515,24877,36458,40171,42571,39276,60997,67271,60216,26017,26793,25132,46021,29170,25612,46497,48460,35030,14109,24494,11777,11550,.,10830,15078,11787,24156,18344,27031,9659,.,25390,9729,15982,15490,21042,15761
ACSSF,2010e1,co,000,0113,0000041,31097,33774,55785,59707,63810,51342,60199,65706,47645,49714,50809,41094,137527,57675,41844,45806,75176,31238,21128,21154,42702,15524,55661,17401,20060,27000,31918,37493,25831,27419,.,22167,41887,31856,33451,32513,21804,27370,42330,49463,50822,46293,56277,55567,61234,37382,29766,36188,68688,26006,17198,41560,50447,39234,15111,21148,44677,41470,49196,12986,11944,12119,30013,20699,32474,26520,.,19620,40038,23774,21380,26317,24487
ACSSF,2010e1,co,000,0113,0000042,34194,37301,61804,65237,68575,60713,66719,66543,66495,67933,46593,37820,98478,37711,43278,70246,100318,37643,18203,27091,27018,21343,72162,16129,17131,20640,33602,36504,31500,30694,17345,29043,37157,27151,34346,30422,22803,31388,49261,55744,61316,50715,58062,75451,55507,40159,35763,28066,51378,36443,35328,57190,60362,44470,13006,21572,20521,17277,38917,12575,11127,13509,26799,24140,27702,30695,.,24762,42401,21101,20639,27293,8516
ACSSF,2010e1,co,000,0113,0000043,27113,32835,50549,63178,71878,56395,50012,61930,56813,10938,32883,35034,100212,28130,14281,91420,140560,44317,15637,27832,45539,19708,67827,8231,20507,6988,26488,26892,26250,31715,120298,30983,48260,30895,36543,27637,12571,20808,34017,41510,40200,45020,35588,51260,50303,16430,21307,22063,60207,19904,12519,36563,36866,35988,12098,18595,2499,2499,.,10008,10498,13585,18803,11625,21281,75098,2499,.,.,22214,21694,30246,27500
ACSSF,2010e1,co,000,0113,0000044,35263,38198,54945,72558,73142,52465,52234,51432,71519,.,42248,62218,.,42298,41349,71361,71361,.,26240,.,71272,.,71582,25383,11955,14888,37353,40850,24529,31685,32579,36639,27431,32179,31963,35763,20325,31043,44176,50723,51507,50317,71582,80613,.,56419,36672,42536,.,35557,18511,50233,58277,36386,20451,26010,.,.,.,10921,73438,15482,26189,27083,26094,11019,.,11019,.,30101,30644,120231,2499
ACSSF,2010e1,co,000,0113,0000045,26755,31174,50114,63305,66250,63305,73533,80621,72790,.,38595,50636,51433,38410,12301,63800,64127,.,20634,.,47481,.,.,20415,23467,10833,24570,31033,16739,30172,26533,27714,47168,31882,29764,39894,26153,24176,41523,40018,36675,46904,72039,94008,71053,12161,34365,35765,27384,33284,41380,51026,52237,48783,10601,13526,51442,2499,51755,8468,2499,17480,19410,13259,23435,4233,.,2896,.,26735,30925,10123,16974
ACSSF,2010e1,co,000,0113,0000046,25778,30873,51578,60171,61403,56164,48882,.,48158,.,37066,36495,250001,40254,7415,62484,62484,.,19455,23080,47804,48896,44310,17139,12121,18059,24346,25366,24089,29559,.,27835,40740,30847,30182,26683,31189,21903,40295,41102,40643,61563,39795,.,.,38886,31987,41115,.,30225,.,41113,41973,31366,13333,20368,31572,.,31572,12576,14396,5636,17533,14240,19667,60649,.,2499,.,26354,7228,27219,28317
ACSSF,2010e1,co,000,0113,0000047,33757,36947,61536,65455,69211,60425,64907,65281,63837,47247,45705,37729,100193,37500,40561,71045,76931,22428,18028,27091,25055,20797,72162,16639,17219,19853,32654,36190,30355,31117,17345,29691,36830,27122,32530,30450,22738,31260,48688,55756,60939,51261,57259,71016,55507,40159,35530,28490,50051,35825,35427,56257,59806,41458,13243,21489,21979,18226,38917,12414,11540,13471,26855,24531,27964,30695,.,24762,42401,21278,21038,26972,8516
