ACSSF,2010m1,co,000,0010,0000001,15881,5309,11996,16262,15171,17606,2849,9794,13416,14421,10452,1650,5276,5738,6733,4536,2139,2894,2504,1982,5093,2480,2613,2427,2116,3908,1381,1850,2380,2305,7528,684,2869,5292,4032,16499,16169,17445,10488,8776,3245,1743,2552,988,4737,4144,442,1456,865,273,102,1177,2690,5454,2600,7501,17040,4233,3797,4605,6527,7183,9635,10335,8771,7043,6731,4698,2973,6043,6323,17040,5102,10043,9506,8824,9695,6282,10191,3622,5071,6761,5468,3675,15881,5309,11996,16262,15171,17606,2849,9794,13416,14421,10452,1650,5276,5738,6733,4536,2139,2894,2504,1982,6202,2978,3160,3440,3198,7528,684,2869,5292,4032,16499,16169,17445,10488,8776,3245,3350,4737,5454,3931,7501,17040,4233,3797,4605,6527,7183,9635,10335,8771,7043,11989,17040,12307,9506,8824,9695,6282,10191,6673,6761,6792
ACSSF,2010m1,co,000,0010,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0010,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0010,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0010,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0010,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0010,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0010,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0010,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0010,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0010,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0010,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0010,0000013,7494,1302,3085,4601,4369,6293,570,2449,4398,3601,2326,471,1295,1419,1351,955,212,568,413,623,1315,1038,620,300,311,693,213,370,428,473,1551,199,479,583,1394,7526,6831,6318,2326,2232,793,370,151,130,955,912,273,273,142,273,100,314,507,1315,451,1551,7373,1638,922,1433,1810,1786,2549,1918,2198,1421,1720,1186,617,1395,2059,7373,606,1774,2290,2336,2669,1574,2653,992,1543,1905,1305,737,7494,1302,3085,4601,4369,6293,570,2449,4398,3601,2326,471,1295,1419,1351,955,212,568,413,623,1462,1056,719,494,557,1551,199,479,583,1394,7526,6831,6318,2326,2232,793,453,955,1315,693,1551,7373,1638,922,1433,1810,1786,2549,1918,2198,1421,3680,7373,1783,2290,2336,2669,1574,2653,1826,1905,1567
ACSSF,2010m1,co,000,0010,0000014,6059,1411,3799,5633,4942,6525,857,3436,5309,4594,2903,590,1057,1848,1931,1334,674,669,630,501,899,664,445,302,360,668,235,394,370,539,1789,225,884,1128,958,6082,6441,6518,2903,2828,605,323,577,208,1334,1123,222,180,489,273,18,276,603,1148,303,1791,6496,1446,1064,1541,2240,3053,2681,3489,2612,2300,2932,1405,1019,2305,1879,6496,1018,2531,2979,2884,3534,2815,3714,1434,1606,2362,1843,1324,6059,1411,3799,5633,4942,6525,857,3436,5309,4594,2903,590,1057,1848,1931,1334,674,669,630,501,1085,762,594,546,653,1789,225,884,1128,958,6082,6441,6518,2903,2828,605,666,1334,1148,668,1791,6496,1446,1064,1541,2240,3053,2681,3489,2612,2300,4496,6496,2647,2979,2884,3534,2815,3714,2169,2362,2401
ACSSF,2010m1,co,000,0010,0000015,5520,1048,3497,4849,4794,5056,337,2154,3756,3692,2082,543,1511,1201,1350,1133,469,646,810,493,1871,284,1516,756,687,1599,371,692,950,1142,2111,168,925,1782,1152,5314,5366,4991,2082,1846,574,479,252,557,1174,1174,273,273,273,273,273,427,1453,1829,358,2075,5482,913,734,996,1152,1502,1912,2661,1833,2176,2049,1156,677,1642,1945,5482,1288,2108,3220,2566,2398,1991,2088,1190,1379,2226,1389,731,5520,1048,3497,4849,4794,5056,337,2154,3756,3692,2082,543,1511,1201,1350,1133,469,646,810,493,2677,486,1846,1127,1377,2111,168,925,1782,1152,5314,5366,4991,2082,1846,574,793,1174,1829,1599,2075,5482,913,734,996,1152,1502,1912,2661,1833,2176,3662,5482,2522,3220,2566,2398,1991,2088,1817,2226,1602
ACSSF,2010m1,co,000,0010,0000016,9596,2449,5704,7643,7329,8555,1456,4567,6416,6615,3622,927,2166,2432,2198,2854,1276,1682,1806,1399,1637,927,1178,685,567,1786,536,810,1146,904,2187,227,1262,1668,1017,9630,9110,8534,3628,3559,1369,797,626,398,2874,2409,355,1117,647,273,273,585,1315,1671,989,2192,9594,1690,1379,2238,2547,3407,4210,4237,3671,3724,3952,1722,1127,2485,2915,9594,1337,2325,3143,4100,4228,3591,4987,2202,2651,4296,2530,1605,9596,2449,5704,7643,7329,8555,1456,4567,6416,6615,3622,927,2166,2432,2198,2854,1276,1682,1806,1399,2144,1089,1370,1376,1123,2187,227,1262,1668,1017,9630,9110,8534,3628,3559,1369,1048,2874,1671,1792,2192,9594,1690,1379,2238,2547,3407,4210,4237,3671,3724,5466,9594,2698,3143,4100,4228,3591,4987,3350,4296,2998
ACSSF,2010m1,co,000,0010,0000017,5467,797,2554,3865,3291,4261,483,2083,3321,2796,1747,277,894,1348,891,744,378,500,381,176,351,78,273,258,223,486,131,79,345,337,1966,172,875,1676,1030,5467,4921,4261,1747,1523,629,169,130,294,744,588,273,437,89,273,273,337,229,351,292,1966,5144,804,522,658,1419,1443,1563,1605,1588,1711,1684,925,699,1476,1312,5144,799,1765,1742,1956,1972,1462,2219,604,906,1555,932,624,5467,797,2554,3865,3291,4261,483,2083,3321,2796,1747,277,894,1348,891,744,378,500,381,176,514,151,79,397,387,1966,172,875,1676,1030,5467,4921,4261,1747,1523,629,338,744,351,486,1966,5144,804,522,658,1419,1443,1563,1605,1588,1711,2588,5144,1961,1742,1956,1972,1462,2219,1095,1555,1184
