ACSSF,2010m1,co,000,0026,0000001,13504,5438,2952,1503,2603,2968,2537,1415,1422,1174,748,2539,2200,1002,4277,3895,1892,3775,2934,2508,1501,2411,2035,941,2037,1930,505,10735,1617,1166,276,1122,760,566,488,390,331,214,981,872,360,10940,10762,7580,1975,6997,7154,2531,6579,3020,1689,2484,2711,1963,1741,3967,2938,539,2857,2150,919,1844,1540,1191,1033,674,525,480,2393,1635,314,1612,1141,651,892,1275,562,1135,616,617,112,4592,3862,847,3611,1816,1337,1270,1234,814,812,1401,1304,744,13504,5438,2952,2968,2537,1415,1422,1174,748,2539,2200,1002,4277,3895,2934,2508,1501,2411,2035,941,2037,1930,505,10735,10762,7580,7154,2531,6579,3020,1689,2484,2711,1963,1741,4645,3408,2554,1393,2112,1852,1183,1392,1321,1199,508,4592,3862,1816,1337,1270,1234,814,812,1401,1304,744
ACSSF,2010m1,co,000,0026,0000002,12530,4845,2679,900,2339,2564,2181,1299,1176,987,632,2457,2180,763,4378,3794,1649,3765,2427,1983,1393,2221,1814,954,1940,1810,518,10433,1359,1037,69,1029,718,566,449,390,331,214,854,745,300,10750,10219,7183,1920,6611,6899,2369,6283,3316,1579,2522,2679,1857,1765,3819,2826,542,2740,2085,822,1833,1525,1142,1024,687,541,480,2142,1491,289,1451,835,515,625,1257,547,1135,548,521,112,4292,3489,775,3203,1602,1120,1177,1041,732,669,1303,1171,674,12530,4845,2679,2564,2181,1299,1176,987,632,2457,2180,763,4378,3794,2427,1983,1393,2221,1814,954,1940,1810,518,10433,10219,7183,6899,2369,6283,3316,1579,2522,2679,1857,1765,4404,3366,2327,1200,1963,1835,1157,1386,1217,1068,456,4292,3489,1602,1120,1177,1041,732,669,1303,1171,674
ACSSF,2010m1,co,000,0026,0000003,5495,2286,1490,1217,1308,1020,811,561,804,775,330,1361,999,629,2718,1441,727,1071,1678,1413,765,1169,1144,224,945,951,113,4417,803,462,263,388,195,279,195,279,279,279,562,532,189,4293,4388,2140,579,2145,2626,906,2263,1316,1041,802,1224,608,1056,1145,631,135,619,523,481,152,407,399,104,60,60,279,848,456,107,459,683,376,575,139,139,279,363,363,279,1789,1414,292,1389,900,661,668,603,466,372,674,557,309,5495,2286,1490,1020,811,561,804,775,330,1361,999,629,2718,1441,1678,1413,765,1169,1144,224,945,951,113,4417,4388,2140,2626,906,2263,1316,1041,802,1224,608,1056,1536,782,870,609,626,432,418,104,663,639,189,1789,1414,900,661,668,603,466,372,674,557,309
ACSSF,2010m1,co,000,0026,0000004,13248,5492,2881,1503,2519,2982,2523,1427,1306,1132,624,2545,2211,986,4261,3790,1891,3619,2950,2511,1541,2419,2055,934,1905,1805,505,9922,1598,1164,276,1119,760,566,488,390,331,214,983,874,360,10078,10173,7034,1945,6478,6730,2377,6161,3184,1704,2582,2763,1963,1771,3633,2850,285,2804,1945,802,1761,1493,1140,1010,686,531,480,2055,1533,278,1538,894,649,581,666,562,272,616,617,112,4540,3857,810,3627,1797,1332,1257,1235,815,810,1360,1255,714,13248,5492,2881,2982,2523,1427,1306,1132,624,2545,2211,986,4261,3790,2950,2511,1541,2419,2055,934,1905,1805,505,9922,10173,7034,6730,2377,6161,3184,1704,2582,2763,1963,1771,4459,3347,2285,1273,1923,1566,1172,1032,1327,1203,508,4540,3857,1797,1332,1257,1235,815,810,1360,1255,714
ACSSF,2010m1,co,000,0026,0000005,12687,5359,2840,1502,2456,2869,2444,1415,1306,1132,624,2484,2174,970,4109,3733,1856,3555,2618,2252,1541,2432,2046,925,1915,1811,505,9835,1484,1164,276,1119,608,389,488,390,331,214,984,874,360,9937,9857,6677,2006,6136,6709,2328,6114,3026,1588,2484,2700,1910,1544,3616,2840,285,2787,1926,802,1747,1467,1105,998,618,531,422,2008,1470,278,1479,894,649,581,664,559,272,616,617,112,4542,3828,810,3614,1761,1329,1187,1239,815,795,1371,1261,714,12687,5359,2840,2869,2444,1415,1306,1132,624,2484,2174,970,4109,3733,2618,2252,1541,2432,2046,925,1915,1811,505,9835,9857,6677,6709,2328,6114,3026,1588,2484,2700,1910,1544,4416,3325,2197,1221,1917,1538,1151,1019,1277,1202,460,4542,3828,1761,1329,1187,1239,815,795,1371,1261,714
ACSSF,2010m1,co,000,0026,0000006,11199,3308,2531,1497,1926,1619,1498,583,1039,763,608,1677,1516,667,4131,3393,1544,2831,2380,1991,1240,1625,1356,694,1447,1372,382,8482,1285,1051,131,1026,569,369,443,187,279,187,688,561,300,8461,8484,6102,1574,5582,5458,1458,4995,2074,1154,1678,2392,1746,1347,2848,2216,217,2192,1246,652,1136,1358,1055,902,545,451,405,1649,1017,163,1026,845,582,602,478,407,234,454,423,96,4026,3391,762,3159,1103,858,694,824,573,572,933,863,634,11199,3308,2531,1619,1498,583,1039,763,608,1677,1516,667,4131,3393,2380,1991,1240,1625,1356,694,1447,1372,382,8482,8484,6102,5458,1458,4995,2074,1154,1678,2392,1746,1347,3623,2607,1601,994,1362,1405,1077,919,927,798,390,4026,3391,1103,858,694,824,573,572,933,863,634
ACSSF,2010m1,co,000,0026,0000007,9106,4055,2318,919,1919,2174,1689,1314,895,868,289,1701,1511,746,4081,2892,1110,2701,1809,1376,1022,1732,1520,624,1653,1607,289,6806,1012,458,238,394,237,117,213,344,331,96,725,701,189,6676,6121,4038,969,3998,4238,1660,3785,2244,1168,1834,1493,1182,889,2001,1640,183,1613,1581,533,1447,587,376,452,358,346,115,1054,816,216,809,271,245,122,365,346,120,495,492,58,2705,1334,299,1287,1405,1017,968,848,618,544,954,855,373,9106,4055,2318,2174,1689,1314,895,868,289,1701,1511,746,4081,2892,1809,1376,1022,1732,1520,624,1653,1607,289,6806,6121,4038,4238,1660,3785,2244,1168,1834,1493,1182,889,2445,1954,1563,594,1453,771,639,493,954,960,241,2705,1334,1405,1017,968,848,618,544,954,855,373
ACSSF,2010m1,co,000,0026,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0026,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0026,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
