ACSSF,2010e1,co,000,0108,0000001,1148690,483223,183047,106607,10404,8744,11172,4977,8976,1306,61028,76440,8677,28337,39426,27421,12005,42339,21182,20160,3831,8124,2842,5363,1022,9739,1281,5920,2538,11418,4518,4165,2735,163167,24815,21585,3230,16036,5725,451,9860,95428,11554,56562,7752,40805,5527,2478,4200,23112,26888,9831,6136,10921,94670,69378,5019,10194,41809,2032,10324,25292,239387,41184,22123,958,18103,12103,354,78,651,95,3542,7383,78411,7710,22248,26941,11527,9985,41067,1651,325,37528,1563,66622,2538,18618,1605,21180,22681,366751,127814,22491,6942,30232,31155,13657,6184,17153,238937,16922,969,18920,20623,38576,32696,22065,54610,33556,10774,2285,132,1839,314,5226,321,613,900,240,1444,161,339,1036,172,3263,563,199,2501,48555,29327,2094,3814,5651,1249,902,4792,360,262,10203,10628,507,4292,0,2335,2335,216,943,8600,8264,336
ACSSF,2010e1,co,000,0108,0000002,896596,372887,137885,78935,8215,6350,8185,3909,6749,53,45474,58950,7116,21729,30105,20739,9366,34504,17122,16327,3343,6448,2092,4444,795,8219,1168,5006,2045,9163,3691,3369,2103,128296,19156,16758,2398,12661,4527,433,7701,75045,9689,43516,6721,30588,4365,1842,3399,18441,21434,8616,4740,8078,72202,52844,4087,7768,31324,1393,8272,19358,194948,33932,18339,762,14831,8654,303,0,333,84,2365,5569,65826,6678,18720,21899,9738,8791,33429,1177,253,30876,1123,53107,1544,14595,1004,17356,18608,283356,97994,15815,5044,23679,24032,11038,5079,13307,185362,12916,843,14985,15197,30345,26698,16637,40288,27453,7383,1402,49,1109,244,3628,268,234,644,82,1028,161,149,890,172,2353,403,199,1751,38022,23766,1420,3309,4835,831,883,4234,135,205,7914,7140,325,2806,0,1524,1598,119,768,7116,6780,336
ACSSF,2010e1,co,000,0108,0000003,252094,110336,45162,27672,2189,2394,2987,1068,2227,1253,15554,17490,1561,6608,9321,6682,2639,7835,4060,3833,488,1676,750,919,227,1520,113,914,493,2255,827,796,632,34871,5659,4827,832,3375,1198,18,2159,20383,1865,13046,1031,10217,1162,636,801,4671,5454,1215,1396,2843,22468,16534,932,2426,10485,639,2052,5934,44439,7252,3784,196,3272,3449,51,78,318,11,1177,1814,12585,1032,3528,5042,1789,1194,7638,474,72,6652,440,13515,994,4023,601,3824,4073,83395,29820,6676,1898,6553,7123,2619,1105,3846,53575,4006,126,3935,5426,8231,5998,5428,14322,6103,3391,883,83,730,70,1598,53,379,256,158,416,0,190,146,0,910,160,0,750,10533,5561,674,505,816,418,19,558,225,57,2289,3488,182,1486,0,811,737,97,175,1484,1484,0
ACSSF,2010e1,co,000,0108,0000004,1059948,450193,170906,97749,9562,8405,10847,4453,8884,744,54854,73157,8605,27373,37179,25843,11336,41126,20842,19820,3660,8103,2842,5215,1022,9364,1166,5845,2353,10920,4485,3883,2552,150228,22305,19446,2859,15260,5392,364,9504,87294,11430,51192,6787,37097,5022,2286,3946,20726,25369,9276,5735,10358,87933,64956,4856,9345,38641,1940,10174,22977,216910,37786,19754,848,17184,11082,354,0,485,95,3255,6893,70621,7427,20114,23561,10217,9302,35830,1581,306,32740,1203,61591,2388,17227,1159,19872,20945,337722,117899,19916,6187,26827,29609,13121,6033,16206,219823,15791,969,17472,17988,35343,31326,19691,49270,31973,9221,1625,132,1179,314,4577,297,613,870,240,1088,161,265,871,172,3019,563,199,2257,45902,27923,1894,3708,5376,1160,883,4594,360,262,9686,10061,428,4242,0,2145,2148,216,882,7918,7582,336
ACSSF,2010e1,co,000,0108,0000005,998335,426918,161089,90427,8832,8250,10025,4283,8420,341,50276,70662,8249,26487,35926,24767,11159,39763,20422,19400,3533,7892,2800,5175,1022,9114,1166,5713,2235,10227,4149,3767,2311,143341,21381,18522,2859,14657,5275,364,9018,83172,11169,48539,6174,35591,4796,1978,3597,19867,24131,8542,5381,10208,82725,61183,4682,8674,36621,1940,9266,21542,200894,36121,18899,848,16374,10744,303,0,450,95,3114,6782,65451,6410,18666,22251,9556,8568,32158,1430,207,29374,1147,56420,2184,15732,907,17792,19805,318187,110679,18287,5686,24992,27955,12885,5783,15091,207508,14504,911,17041,16183,33382,30256,18738,45684,30809,7976,1194,132,748,314,3793,268,613,770,183,859,161,192,575,172,2989,563,199,2227,44360,27169,1894,3708,5241,1160,883,4469,360,262,9192,9487,322,3963,0,2145,1959,216,882,7704,7368,336
ACSSF,2010e1,co,000,0108,0000006,456629,187211,66691,37516,3522,3949,3311,1570,2895,0,22269,29175,3474,11552,14149,9425,4724,17635,8036,7741,1629,3233,844,2035,295,4036,511,2397,1128,5563,2547,1701,1315,66299,11002,10106,896,6783,2817,190,3776,37820,7442,18849,2248,14109,2116,376,1636,9893,10694,3838,2131,4725,36586,28357,3039,4407,16860,905,3146,8229,103431,18162,9988,530,7644,4412,109,0,0,0,1417,2886,34989,3025,11353,13019,3754,3838,17862,982,0,16473,407,28006,641,7556,476,9697,9636,140848,48243,8948,1834,12502,11363,4990,2043,6563,92605,6046,387,7538,6361,15591,14708,7572,18939,15463,4277,528,49,371,108,2304,73,315,470,0,785,161,0,379,121,1445,159,199,1087,20862,12776,537,1654,2864,333,587,2815,0,105,3881,3559,168,1635,0,630,895,119,112,4527,4391,136
ACSSF,2010e1,co,000,0108,0000007,541706,239707,94398,52911,5310,4301,6714,2713,5525,341,28007,41487,4775,14935,21777,15342,6435,22128,12386,11659,1904,4659,1956,3140,727,5078,655,3316,1107,4664,1602,2066,996,77042,10379,8416,1963,7874,2458,174,5242,45352,3727,29690,3926,21482,2680,1602,1961,9974,13437,4704,3250,5483,46139,32826,1643,4267,19761,1035,6120,13313,97463,17959,8911,318,8730,6332,194,0,450,95,1697,3896,30462,3385,7313,9232,5802,4730,14296,448,207,12901,740,28414,1543,8176,431,8095,10169,177339,62436,9339,3852,12490,16592,7895,3740,8528,114903,8458,524,9503,9822,17791,15548,11166,26745,15346,3699,666,83,377,206,1489,195,298,300,183,74,0,192,196,51,1544,404,0,1140,23498,14393,1357,2054,2377,827,296,1654,360,157,5311,5928,154,2328,0,1515,1064,97,770,3177,2977,200
ACSSF,2010e1,co,000,0108,0000008,61613,23275,9817,7322,730,155,822,170,464,403,4578,2495,356,886,1253,1076,177,1363,420,420,127,211,42,40,0,250,0,132,118,693,336,116,241,6887,924,924,0,603,117,0,486,4122,261,2653,613,1506,226,308,349,859,1238,734,354,150,5208,3773,174,671,2020,0,908,1435,16016,1665,855,0,810,338,51,0,35,0,141,111,5170,1017,1448,1310,661,734,3672,151,99,3366,56,5171,204,1495,252,2080,1140,19535,7220,1629,501,1835,1654,236,250,1115,12315,1287,58,431,1805,1961,1070,953,3586,1164,1245,431,0,431,0,784,29,0,100,57,229,0,73,296,0,30,0,0,30,1542,754,0,0,135,0,0,125,0,0,494,574,106,279,0,0,189,0,0,214,214,0
ACSSF,2010e1,co,000,0108,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0108,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
