ACSSF,2010e1,co,000,0121,0000001,2446674,53908,29061,24847,185523,181103,64802,278935,109478,86177,23301,73306,175310,115339,59971,319360,207132,1783,110445,498607,209219,289388,260676,69164,191512,122114,123552,970249,22652,12770,9882,38082,70198,13040,28372,18322,9470,8852,42890,80458,60598,19860,190304,167015,1412,21877,329714,163615,166099,51877,23736,28141,27925,56415,418111,2091,2060,31,1459,2173,637,11263,1939,1719,220,1127,4247,238,4009,51507,1382,0,50125,94566,18525,76041,165166,30416,134750,47481,34455,607053,3791,1813,1978,12746,29864,35874,196379,28508,25094,3414,21709,84303,53931,30372,60467,34868,285,25314,59828,20119,39709,32546,11548,20998,17070,23968,229678,21697,11258,10439,125967,9548,3338,11771,11133,5475,5658,5113,3553,161,3392,7572,2244,45,5283,4343,2387,1956,3320,2191,1129,16789,5534,221583,3677,1160,2517,7269,69320,11913,31150,49576,44419,5157,2467,2749,411,2338,9510,1623,41,7846,10156,4573,5583,7767,1273,6494,12849,3180
ACSSF,2010e1,co,000,0121,0000002,1893464,24121,7902,16219,138213,141210,50127,220931,82039,64723,17316,60894,133891,89061,44830,252525,160492,1687,90346,393210,165360,227850,209891,51897,157994,96657,89755,738391,9909,2777,7132,27638,51670,10154,23102,14446,6945,7501,34413,58191,44422,13769,147179,129030,1361,16788,258135,129631,128504,39826,17898,21928,21455,42273,336961,440,440,0,932,1923,575,9347,1753,1533,220,1120,3081,203,2878,42058,851,0,41207,77859,14530,63329,135149,22692,112457,39350,23374,476760,2000,626,1374,9585,23856,27878,154133,21062,18880,2182,19350,67072,43864,23208,48731,27444,285,21002,46465,15897,30568,25943,8860,17083,12735,17950,166933,10566,3813,6753,94488,7321,1989,8574,8098,4383,3715,3746,3104,161,2943,5999,1567,0,4432,3568,2054,1514,2426,1512,914,12834,4220,174419,1206,246,960,5570,56440,9531,25775,36680,32982,3698,2265,2443,411,2032,8558,1600,41,6917,7183,3248,3935,6547,935,5612,10283,1938
ACSSF,2010e1,co,000,0121,0000003,553210,29787,21159,8628,47310,39893,14675,58004,27439,21454,5985,12412,41419,26278,15141,66835,46640,96,20099,105397,43859,61538,50785,17267,33518,25457,33797,231858,12743,9993,2750,10444,18528,2886,5270,3876,2525,1351,8477,22267,16176,6091,43125,37985,51,5089,71579,33984,37595,12051,5838,6213,6470,14142,81150,1651,1620,31,527,250,62,1916,186,186,0,7,1166,35,1131,9449,531,0,8918,16707,3995,12712,30017,7724,22293,8131,11081,130293,1791,1187,604,3161,6008,7996,42246,7446,6214,1232,2359,17231,10067,7164,11736,7424,0,4312,13363,4222,9141,6603,2688,3915,4335,6018,62745,11131,7445,3686,31479,2227,1349,3197,3035,1092,1943,1367,449,0,449,1573,677,45,851,775,333,442,894,679,215,3955,1314,47164,2471,914,1557,1699,12880,2382,5375,12896,11437,1459,202,306,0,306,952,23,0,929,2973,1325,1648,1220,338,882,2566,1242
ACSSF,2010e1,co,000,0121,0000004,2252682,37366,16820,20546,165897,174218,61798,256705,98588,78439,20149,70242,164596,109949,54647,303355,199518,1783,102054,459630,191499,268131,235609,61977,173632,112483,112195,905242,15684,6647,9037,35486,68724,12756,26904,17113,9034,8079,40955,75976,58452,17524,182096,160566,1412,20118,304761,150389,154372,46697,21354,25343,25666,52424,379361,1610,1610,0,1173,2040,621,10031,1686,1536,150,1076,3724,210,3514,46689,1243,0,45446,86742,16633,70109,149617,27232,122385,43188,31164,563498,2977,1161,1816,11649,28878,34436,180723,25790,22977,2813,21124,78901,50827,28074,58332,33856,285,24191,54492,17829,36663,29284,10473,18811,15947,20965,199535,14624,6546,8078,111418,8889,2774,10391,8599,3926,4673,4897,3249,49,3200,7174,2230,45,4899,4165,2222,1943,2935,1855,1080,15322,5098,205046,2471,856,1615,6171,65687,11211,28656,45400,40966,4434,2190,2746,411,2335,9064,1623,41,7400,9470,4426,5044,7076,1063,6013,12360,2544
ACSSF,2010e1,co,000,0121,0000005,2117192,29826,11426,18400,152978,167771,59033,243117,92943,74262,18681,68539,155643,105572,50071,291158,192202,1783,97173,436211,183267,252944,211078,54245,156833,105362,103533,861776,13088,4501,8587,33317,68071,12218,25842,16197,8490,7707,40591,71781,56007,15774,175396,155351,1412,18633,289884,144514,145370,41518,19093,22425,24152,49721,348097,1371,1371,0,1095,1834,581,8863,1649,1499,150,954,3200,203,2997,44309,1243,0,43066,81546,15484,66062,133125,23442,109683,40630,28940,533190,2656,840,1816,10717,28262,32975,171144,24516,21886,2630,20191,74817,48902,25915,55883,31869,285,23729,51372,16740,34632,27066,9188,17878,15342,18249,180097,10711,4155,6556,102018,8620,2445,9477,8056,3698,4358,4613,3099,49,3050,6850,2139,45,4666,4113,2184,1929,2434,1525,909,13568,4093,194032,2000,559,1441,5831,60984,10814,27791,42525,38689,3836,2190,2746,411,2335,8720,1600,41,7079,9296,4345,4951,6935,997,5938,11670,2530
ACSSF,2010e1,co,000,0121,0000006,952533,9459,2739,6720,64081,67544,23354,108621,36876,29367,7509,29372,65868,44042,21826,132544,83056,919,48569,211565,91176,120389,109169,24153,85016,49370,44710,374781,4327,659,3668,10481,23164,4483,12014,6703,3474,3229,15999,28367,21881,6486,75495,66245,804,8446,140260,73191,67069,20268,9806,10462,10739,22481,175302,356,356,0,450,672,112,4853,923,876,47,613,1756,128,1628,22753,507,0,22246,42010,7157,34853,70166,9763,60403,20219,10419,233687,1092,287,805,3326,11535,12631,75006,9354,8564,790,10087,33204,21865,11339,26088,14424,115,11549,23457,8129,15328,12418,3285,9133,6593,8896,78754,3254,1323,1931,46716,3824,1218,4031,3179,1027,2152,1758,1025,49,976,2798,938,0,1860,1849,1056,793,1463,814,649,5751,1888,90009,430,114,316,3108,28349,4910,12717,16717,15426,1291,915,1516,119,1397,5410,942,0,4468,3989,1643,2346,4854,485,4369,6068,1026
ACSSF,2010e1,co,000,0121,0000007,1164659,20367,8687,11680,88897,100227,35679,134496,56067,44895,11172,39167,89775,61530,28245,158614,109146,864,48604,224646,92091,132555,101909,30092,71817,55992,58823,486995,8761,3842,4919,22836,44907,7735,13828,9494,5016,4478,24592,43414,34126,9288,99901,89106,608,10187,149624,71323,78301,21250,9287,11963,13413,27240,172795,1015,1015,0,645,1162,469,4010,726,623,103,341,1444,75,1369,21556,736,0,20820,39536,8327,31209,62959,13679,49280,20411,18521,299503,1564,553,1011,7391,16727,20344,96138,15162,13322,1840,10104,41613,27037,14576,29795,17445,170,12180,27915,8611,19304,14648,5903,8745,8749,9353,101343,7457,2832,4625,55302,4796,1227,5446,4877,2671,2206,2855,2074,0,2074,4052,1201,45,2806,2264,1128,1136,971,711,260,7817,2205,104023,1570,445,1125,2723,32635,5904,15074,25808,23263,2545,1275,1230,292,938,3310,658,41,2611,5307,2702,2605,2081,512,1569,5602,1504
ACSSF,2010e1,co,000,0121,0000008,135490,7540,5394,2146,12919,6447,2765,13588,5645,4177,1468,1703,8953,4377,4576,12197,7316,0,4881,23419,8232,15187,24531,7732,16799,7121,8662,43466,2596,2146,450,2169,653,538,1062,916,544,372,364,4195,2445,1750,6700,5215,0,1485,14877,5875,9002,5179,2261,2918,1514,2703,31264,239,239,0,78,206,40,1168,37,37,0,122,524,7,517,2380,0,0,2380,5196,1149,4047,16492,3790,12702,2558,2224,30308,321,321,0,932,616,1461,9579,1274,1091,183,933,4084,1925,2159,2449,1987,0,462,3120,1089,2031,2218,1285,933,605,2716,19438,3913,2391,1522,9400,269,329,914,543,228,315,284,150,0,150,324,91,0,233,52,38,14,501,330,171,1754,1005,11014,471,297,174,340,4703,397,865,2875,2277,598,0,0,0,0,344,23,0,321,174,81,93,141,66,75,690,14
ACSSF,2010e1,co,000,0121,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0121,0000010,93623,5932,4815,1117,9372,3225,1727,9441,4305,3257,1048,1255,6510,3182,3328,8644,5229,0,3415,14660,5022,9638,17347,5003,12344,4883,6322,30224,2148,1787,361,1767,259,294,857,759,527,232,230,3125,1876,1249,4955,3935,0,1020,9854,3268,6586,3325,1109,2216,890,1761,21151,183,183,0,0,0,0,827,37,37,0,0,314,7,307,1881,0,0,1881,2834,838,1996,11808,2519,9289,1697,1570,21241,321,321,0,680,363,990,6609,1048,956,92,803,2956,1299,1657,1339,1271,0,68,1799,797,1002,1605,1012,593,396,2332,14005,2874,2227,647,6633,269,210,726,397,125,272,222,115,0,115,133,0,0,133,52,38,14,468,297,171,1261,645,7002,406,297,109,292,2334,233,422,2064,1612,452,0,0,0,0,336,23,0,313,121,81,40,141,66,75,639,14
