ACSSF,2010e1,co,000,0114,0000001,1643249,945947,399363,202587,153008,28093,7490,9083,2693,17772,7324,80553,49579,3132,22323,24124,12996,11128,109000,54510,52788,6813,25127,7096,13752,1722,42345,3323,31935,7087,12145,8743,1754,1648,64833,12060,5474,6586,12453,10121,428,1904,23914,6971,12082,372,7366,4282,62,635,4226,16406,4990,4664,6752,22943,17822,6103,2085,3035,218,6381,5121,102482,4468,2243,146,2079,30385,1994,717,376,4525,15237,7536,30275,5614,15191,2866,4264,2340,26847,1085,2788,15583,7391,10507,2091,1620,452,156,6188,171679,110663,26087,13739,5592,21078,15462,16935,11770,61016,8929,500,3511,1295,5008,10340,24581,1595,5257,148387,6788,645,5814,329,86986,14774,11241,15693,7741,3979,7769,16346,5344,4099,54613,4946,22469,27198,124036,55817,6605,4963,5709,11037,2595,2155,1644,3561,17548,47020,2444,4166,1614,3466,31172,2586,1572,21199,15855,5344
ACSSF,2010e1,co,000,0114,0000002,1258278,716120,297175,143724,107331,20254,5950,6906,2183,12717,1207,58114,36393,2636,15951,17806,9980,7826,84996,41758,40463,4881,19453,5381,10748,1295,33457,2801,25173,5483,9781,6886,1505,1390,50820,8667,4221,4446,10462,8663,428,1371,19027,6068,9533,372,5716,3445,0,635,2791,12664,4002,3270,5392,17635,13195,4741,1467,2404,146,4437,4440,80696,3583,1894,62,1627,20461,1120,500,141,3312,9706,5682,26328,4560,13624,2338,3612,2194,22179,805,1842,13232,6300,8145,1501,1557,417,156,4514,135626,85246,18613,10243,4930,16964,12681,12940,8875,50380,6781,433,3006,967,4267,8733,20433,1277,4483,105755,1872,218,1518,136,62529,8903,8350,11989,5599,3654,5573,11482,4631,2348,41354,3946,16844,20564,96868,44637,5077,4362,5116,7960,2505,1852,1482,1996,14287,35351,1704,2396,1490,2858,23256,2374,1273,16880,13026,3854
ACSSF,2010e1,co,000,0114,0000003,384971,229827,102188,58863,45677,7839,1540,2177,510,5055,6117,22439,13186,496,6372,6318,3016,3302,24004,12752,12325,1932,5674,1715,3004,427,8888,522,6762,1604,2364,1857,249,258,14013,3393,1253,2140,1991,1458,0,533,4887,903,2549,0,1650,837,62,0,1435,3742,988,1394,1360,5308,4627,1362,618,631,72,1944,681,21786,885,349,84,452,9924,874,217,235,1213,5531,1854,3947,1054,1567,528,652,146,4668,280,946,2351,1091,2362,590,63,35,0,1674,36053,25417,7474,3496,662,4114,2781,3995,2895,10636,2148,67,505,328,741,1607,4148,318,774,42632,4916,427,4296,193,24457,5871,2891,3704,2142,325,2196,4864,713,1751,13259,1000,5625,6634,27168,11180,1528,601,593,3077,90,303,162,1565,3261,11669,740,1770,124,608,7916,212,299,4319,2829,1490
ACSSF,2010e1,co,000,0114,0000004,1521945,873941,374504,186608,138782,25246,7351,8788,2556,17326,3051,74464,47826,3132,21568,23126,12732,10394,105877,53462,51740,6813,24420,6991,13516,1722,41094,3290,30935,6869,11321,8414,1389,1518,60435,10714,4685,6029,11876,9716,428,1732,22428,6863,10905,372,6677,3794,62,635,4025,15417,4868,4399,6150,21584,16902,5985,1890,2900,218,5909,4682,94782,4062,1981,146,1935,28092,1829,705,376,4397,13756,7029,28458,4796,14620,2866,3937,2239,24980,1022,2650,14630,6678,9190,1829,1586,417,156,5202,161402,103569,23717,13015,4456,20154,14872,16438,10917,57833,8288,500,3365,1203,4761,10079,23126,1459,5052,128486,4193,273,3734,186,74807,11944,10262,14151,6946,3666,6957,13654,4191,3036,49486,4611,20404,24471,114767,51601,6193,4720,5426,9769,2568,2088,1525,3125,16187,43147,2102,4127,1537,3466,27913,2555,1447,20019,15333,4686
ACSSF,2010e1,co,000,0114,0000005,1434403,822278,358648,176791,130934,24081,7126,8209,2405,16881,1955,70277,45857,2746,21097,22014,12423,9591,103690,52474,50896,6665,24232,6889,13110,1578,40336,3209,30619,6508,10880,8001,1389,1490,57278,10038,4393,5645,11485,9384,428,1673,21313,6721,10093,372,6277,3382,62,635,3864,14442,4814,4012,5616,20889,16303,5761,1848,2889,218,5587,4586,86891,3814,1944,146,1724,25908,1587,690,351,4397,12133,6750,25576,4515,13189,2579,3563,1730,23300,977,2449,13452,6422,8293,1587,1586,417,58,4645,153389,98313,22426,12283,4443,19171,14133,15660,10197,55076,7846,500,3262,1203,4411,9861,21680,1437,4876,115420,2675,273,2266,136,67655,10349,9243,13143,6645,3362,6366,12096,3994,2457,45090,4210,17945,22935,107930,47900,5900,4720,3767,9316,2568,1996,1525,2843,15265,41014,2033,3875,1506,3370,26433,2425,1372,19016,14461,4555
ACSSF,2010e1,co,000,0114,0000006,632498,355428,152456,69826,49617,9111,2942,3600,848,6580,199,26337,20209,1035,10413,8761,4969,3792,42404,22035,21699,3592,10480,2521,5106,336,15724,1851,11442,2431,4645,3132,636,877,30028,4736,2179,2557,5928,5094,171,663,11705,4021,5044,372,3115,1557,0,635,2005,7659,2599,2570,2490,10198,7937,2692,902,1593,218,2532,2261,41155,2254,787,62,1405,9003,578,81,187,1568,3679,2910,15269,2098,8549,1316,2178,1128,10201,270,742,6090,3099,4428,799,1144,286,58,2141,64769,38659,9068,4461,1578,7376,6112,5662,4402,26110,3494,310,1789,713,2564,4674,9727,603,2236,48547,866,63,667,136,29840,3978,3984,6268,2640,2307,2355,5802,1839,667,17841,1920,6784,9137,48501,22766,2394,2625,1495,3906,1489,1312,572,724,8249,17127,463,1619,467,1368,11128,1661,421,8608,6538,2070
ACSSF,2010e1,co,000,0114,0000007,801905,466850,206192,106965,81317,14970,4184,4609,1557,10301,1756,43940,25648,1711,10684,13253,7454,5799,61286,30439,29197,3073,13752,4368,8004,1242,24612,1358,19177,4077,6235,4869,753,613,27250,5302,2214,3088,5557,4290,257,1010,9608,2700,5049,0,3162,1825,62,0,1859,6783,2215,1442,3126,10691,8366,3069,946,1296,0,3055,2325,45736,1560,1157,84,319,16905,1009,609,164,2829,8454,3840,10307,2417,4640,1263,1385,602,13099,707,1707,7362,3323,3865,788,442,131,0,2504,88620,59654,13358,7822,2865,11795,8021,9998,5795,28966,4352,190,1473,490,1847,5187,11953,834,2640,66873,1809,210,1599,0,37815,6371,5259,6875,4005,1055,4011,6294,2155,1790,27249,2290,11161,13798,59429,25134,3506,2095,2272,5410,1079,684,953,2119,7016,23887,1570,2256,1039,2002,15305,764,951,10408,7923,2485
ACSSF,2010e1,co,000,0114,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0114,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0114,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
