ACSSF,2010m1,co,000,0016,0000001,0,0,0,14012,3937,1483,1172,5519,1099,3115,2631,815,944,4122,74,2966,775,767,893,1250,400,279,2264,167,466,279,10660,6369,5198,2172,5914,0,0,2598,4811,2578,4100,1042,2020,6457,1755,6220,0,17106,2111,5089,715,668,15405,5787,3791,4590,0,0,0,0,0,0,14012,3937,1483,1172,5519,2966,10660,0,0,2598,4811,2578,4100,1042,2020,6457,1755,6220,0
ACSSF,2010m1,co,000,0016,0000002,18978,17584,9911,14976,3371,1348,1122,5362,1091,2844,2612,724,900,4052,74,2830,707,767,567,1164,393,279,2254,167,333,279,9258,5913,4283,1804,5335,18978,17584,17177,5777,2235,5539,1024,1387,6822,1720,6659,9911,18313,2080,4671,711,668,14492,4907,3324,3882,18978,17584,9911,18978,17584,9911,14976,3371,1348,1122,5362,2830,9258,18978,17584,17177,5777,2235,5539,1024,1387,6822,1720,6659,9911
ACSSF,2010m1,co,000,0016,0000003,18978,17582,9909,8261,1688,653,370,1193,171,828,125,361,165,582,279,1105,245,279,674,572,44,279,266,279,346,279,4834,2633,3283,1063,2037,18978,17582,17426,3534,1644,3923,678,1329,3424,336,3459,9909,9066,351,1099,126,279,4851,3661,1902,2881,18978,17582,9909,18978,17582,9909,8261,1688,653,370,1193,1105,4834,18978,17582,17426,3534,1644,3923,678,1329,3424,336,3459,9909
ACSSF,2010m1,co,000,0016,0000004,3907,3460,1964,13655,3897,1476,1166,5237,1089,2948,2640,815,864,3999,74,2482,757,762,893,1178,400,279,1566,167,400,279,10283,6317,5108,1782,5741,3907,3460,4516,4800,2214,4097,1028,1917,6391,1690,6137,1964,16545,2172,4871,700,668,14810,5531,3625,4157,3907,3460,1964,3907,3460,1964,13655,3897,1476,1166,5237,2482,10283,3907,3460,4516,4800,2214,4097,1028,1917,6391,1690,6137,1964
ACSSF,2010m1,co,000,0016,0000005,2953,2589,1254,13207,3860,1472,555,5164,1089,2943,2639,741,864,3966,74,2487,697,762,893,1168,393,279,1566,167,400,279,9936,6221,5064,1772,5587,2953,2589,2802,4463,2102,4133,1008,1793,6413,1706,6134,1254,16174,2142,4773,697,642,14824,5323,3515,4032,2953,2589,1254,2953,2589,1254,13207,3860,1472,555,5164,2487,9936,2953,2589,2802,4463,2102,4133,1008,1793,6413,1706,6134,1254
ACSSF,2010m1,co,000,0016,0000006,139,7828,7813,10082,2999,848,418,4081,221,2018,2263,655,623,3298,74,2094,334,363,864,959,261,279,1439,167,417,279,6273,3978,3352,1079,3779,139,7828,8501,6037,1594,4036,1016,1312,4694,1616,4430,7813,14656,1972,4197,585,642,12387,4314,2874,3399,139,7828,7813,139,7828,7813,10082,2999,848,418,4081,2094,6273,139,7828,8501,6037,1594,4036,1016,1312,4694,1616,4430,7813
ACSSF,2010m1,co,000,0016,0000007,2971,8451,7918,10382,2428,1202,387,2604,1099,1962,1343,295,598,1782,279,1770,592,707,274,805,293,279,930,279,221,279,7509,4224,3730,1466,4288,2971,8451,9224,4510,1462,4076,945,1236,5072,759,4935,7918,11666,870,1807,414,279,9744,2918,2404,2192,2971,8451,7918,2971,8451,7918,10382,2428,1202,387,2604,1770,7509,2971,8451,9224,4510,1462,4076,945,1236,5072,759,4935,7918
ACSSF,2010m1,co,000,0016,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2647,2538,3450,1500,644,1125,88,550,801,294,749,1368,2996,222,461,56,154,2827,1128,553,977,2647,2538,1368,2647,2538,1368,2150,497,108,1035,682,339,1991,2647,2538,3450,1500,644,1125,88,550,801,294,749,1368
ACSSF,2010m1,co,000,0016,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6704,5144,4810,763,550,330,279,279,576,222,561,3751,3432,82,167,279,126,1281,583,330,470,6704,5144,3751,,,,,,,,,,,6704,5144,4810,763,550,330,279,279,576,222,561,3751
ACSSF,2010m1,co,000,0016,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6387,5170,5146,1397,759,1095,88,550,920,178,906,3620,3714,208,448,56,88,2666,975,415,918,6387,5170,3620,6387,5170,3620,3366,499,108,279,611,323,1832,6387,5170,5146,1397,759,1095,88,550,920,178,906,3620
ACSSF,2010m1,co,000,0016,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3907,3461,3653,860,1143,1056,173,631,1019,268,1003,1964,3755,198,1056,82,279,2717,1923,1141,1555,3907,3461,1964,3907,3461,1964,3654,343,109,50,1232,1855,2414,3907,3461,3653,860,1143,1056,173,631,1019,268,1003,1964
ACSSF,2010m1,co,000,0016,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2953,2587,3016,1645,1304,1487,192,830,1348,409,1303,1255,4727,289,1131,101,154,4051,2394,1190,1961,2953,2587,1255,2953,2587,1255,4036,619,152,1044,1413,1880,3208,2953,2587,3016,1645,1304,1487,192,830,1348,409,1303,1255
ACSSF,2010m1,co,000,0016,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,221,758,720,1519,51,175,1919,598,1749,0,8061,679,1689,172,279,7871,2064,1709,979,0,0,0,0,0,0,4945,869,446,146,2702,667,4278,0,0,221,758,720,1519,51,175,1919,598,1749,0
ACSSF,2010m1,co,000,0016,0000014,0,0,0,4589,1393,622,137,3708,279,2185,2100,279,427,2298,279,1289,184,279,109,789,279,279,917,279,356,279,1929,1429,966,165,832,0,0,469,2760,699,1614,338,513,3343,640,3149,0,5950,1235,2978,171,279,5211,1984,1622,1048,0,0,0,0,0,0,4589,1393,622,137,3708,1289,1929,0,0,469,2760,699,1614,338,513,3343,640,3149,0
ACSSF,2010m1,co,000,0016,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,185,459,386,1192,81,185,1305,279,1305,0,3540,374,254,87,279,3465,1610,820,1375,0,0,0,0,0,0,2667,821,662,403,1545,960,2031,0,0,185,459,386,1192,81,185,1305,279,1305,0
ACSSF,2010m1,co,000,0016,0000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,516,1884,777,1636,317,906,2496,1394,2278,0,8974,979,1829,138,279,8632,1821,932,1608,0,0,0,0,0,0,3374,1169,330,279,800,527,3031,0,0,516,1884,777,1636,317,906,2496,1394,2278,0
ACSSF,2010m1,co,000,0016,0000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,183,570,369,1274,279,142,1414,111,1413,0,1274,149,343,111,279,1060,707,653,189,0,0,0,0,0,0,1710,450,387,279,776,1038,1354,0,0,183,570,369,1274,279,142,1414,111,1413,0
ACSSF,2010m1,co,000,0016,0000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,648,1761,836,1847,807,666,2914,545,2820,0,4582,1091,921,477,137,4058,2992,1487,2497,0,0,0,0,0,0,5238,1782,294,238,2243,1271,4134,0,0,648,1761,836,1847,807,666,2914,545,2820,0
ACSSF,2010m1,co,000,0016,0000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,781,861,509,1426,108,775,1615,180,1635,0,3317,325,855,245,279,2892,1500,570,1347,0,0,0,0,0,0,3425,857,353,96,1468,717,3115,0,0,781,861,509,1426,108,775,1615,180,1635,0
ACSSF,2010m1,co,000,0016,0000020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,491,376,521,819,92,356,980,360,939,0,2487,130,210,341,626,2514,984,465,892,0,0,0,0,0,0,2602,1082,500,279,1108,533,2484,0,0,491,376,521,819,92,356,980,360,939,0
ACSSF,2010m1,co,000,0016,0000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,267,301,181,420,412,255,822,70,811,0,2458,279,355,279,279,2435,1041,939,260,0,0,0,,,,,,,,,,,0,0,267,301,181,420,412,255,822,70,811,0
ACSSF,2010m1,co,000,0016,0000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,279,899,391,301,508,279,1065,279,1065,0,2950,256,1869,103,279,2891,1658,1289,961,0,0,0,0,0,0,3346,221,163,279,414,279,3444,0,0,279,899,391,301,508,279,1065,279,1065,0
ACSSF,2010m1,co,000,0016,0000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,663,451,589,693,124,663,1020,279,1020,0,3391,106,850,123,279,3324,1837,1273,1206,0,0,0,0,0,0,2813,1689,279,279,749,148,2059,0,0,663,451,589,693,124,663,1020,279,1020,0
ACSSF,2010m1,co,000,0016,0000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2957,2850,3275,,,,,,,,,,,2957,2850,3073,424,291,1049,279,751,745,279,745,3275
ACSSF,2010m1,co,000,0016,0000025,119,5380,5376,5969,1280,300,204,3809,279,2182,2227,279,389,2391,279,1423,279,279,109,754,279,279,1013,279,379,279,1114,788,684,279,536,119,5380,5507,4537,718,2732,526,402,3277,629,3048,5376,6697,1242,3079,279,279,5410,1733,1575,715,119,5380,5376,119,5380,5376,5969,1280,300,204,3809,1423,1114,119,5380,5507,4537,718,2732,526,402,3277,629,3048,5376
ACSSF,2010m1,co,000,0016,0000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,2379,2383,51,2379,2383,2217,126,312,160,1007,268,1490,51,2379,2626,522,255,1112,81,61,900,279,900,2383
ACSSF,2010m1,co,000,0016,0000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2277,2276,39,2277,2276,2190,187,209,279,514,246,571,39,2277,2792,447,197,1727,279,338,615,130,612,2276
ACSSF,2010m1,co,000,0016,0000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,3932,4224,2270,840,1630,559,455,3050,315,3001,3925,4504,972,892,459,137,3911,2530,1423,2130,45,3932,3925,45,3932,3925,5318,1719,226,238,2075,1258,3397,45,3932,4224,2270,840,1630,559,455,3050,315,3001,3925
ACSSF,2010m1,co,000,0016,0000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,516,1884,777,1636,317,906,2496,1394,2278,0,8974,979,1829,138,279,8632,1821,932,1608,0,0,0,0,0,0,3374,1169,330,279,800,527,3031,0,0,516,1884,777,1636,317,906,2496,1394,2278,0
ACSSF,2010m1,co,000,0016,0000030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2704,2878,468,294,874,92,291,953,360,923,2702,1878,130,92,341,279,2408,791,312,740,33,2704,2702,33,2704,2702,2522,755,538,279,668,533,982,33,2704,2878,468,294,874,92,291,953,360,923,2702
ACSSF,2010m1,co,000,0016,0000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,3362,3549,638,389,1074,73,298,604,279,604,3364,3707,99,187,123,279,2305,839,786,320,53,3362,3364,,,,,,,,,,,53,3362,3549,638,389,1074,73,298,604,279,604,3364
ACSSF,2010m1,co,000,0016,0000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4861,4850,1930,,,,,,,,,,,4861,4850,4540,705,177,1403,279,142,1680,111,1685,1930
ACSSF,2010m1,co,000,0016,0000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,3401,3797,1331,578,1156,279,162,1098,133,1105,3402,3756,144,687,185,279,1445,837,305,704,59,3401,3402,59,3401,3402,3976,167,279,96,1369,385,1744,59,3401,3797,1331,578,1156,279,162,1098,133,1105,3402
ACSSF,2010m1,co,000,0016,0000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2742,2743,623,307,889,279,176,746,279,746,2742,2970,279,279,279,279,3025,594,393,433,35,2742,2742,35,2742,2742,2741,249,217,376,293,508,1214,35,2742,2743,623,307,889,279,176,746,279,746,2742
ACSSF,2010m1,co,000,0016,0000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,2763,2760,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0016,0000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2062,2206,747,387,419,508,279,1214,279,1214,2063,3000,192,1840,103,279,2480,1584,1271,914,20,2062,2063,,,,,,,,,,,20,2062,2206,747,387,419,508,279,1214,279,1214,2063
ACSSF,2010m1,co,000,0016,0000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,4762,4768,,,,,,,,,,,67,4762,4443,1083,510,2494,311,69,837,589,612,4768
ACSSF,2010m1,co,000,0016,0000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,4532,4527,72,4532,4527,3562,220,144,279,125,493,2188,72,4532,4536,975,128,2165,279,279,847,279,847,4527
