ACSSF,2010e1,co,000,0168,0000021,115626,75560,6933,68627,40066,115626,75560,6625,68935,40066,64449,4959,59490,64449,5113,59336,64449,4491,59958,40376,3526,36850,40376,3485,36891,40376,3148,37228,62707,1265,61442,57311,3012,54299,57311,1017,56294,57311,801,56510,15087,172,14915,15770,446,15324,1268,335,933,15770,2580,13190,41541,6473,35068,57311,692,56619,710,0,710,41541,1616,39925,41541,29105,10999,18106,12436,4622,7814,41541,15621,25920,5396,0,5396,62707,2784,59923,62707,804,61903,62707,6429,56278,57311,1757,55554,62707,2110,60597,62707,882,61825,143713,16405,127308,143713,15744,127969,143713,16201,127512,143713,11671,132042,143713,11373,132340,143713,9269,134444,143713,14634,129079,143713,14940,128773,143713,14718,128995
ACSSF,2010e1,co,000,0168,0000022,124683,74766,6351,68415,49917,124683,74766,4902,69864,49917,64170,2341,61829,64170,2279,61891,64170,3261,60909,40627,1069,39558,40627,987,39640,40627,2032,38595,69579,1438,68141,62686,2683,60003,62686,1223,61463,62686,533,62153,18875,67,18808,20366,943,19423,2231,505,1726,20366,4259,16107,42320,6037,36283,62686,475,62211,1823,275,1548,42320,1800,40520,42320,28226,11885,16341,14094,3836,10258,42320,15721,26599,6893,0,6893,69579,2263,67316,69579,1087,68492,69579,11515,58064,62686,1942,60744,69579,1648,67931,69579,1075,68504,157187,17658,139529,157187,16374,140813,157187,16517,140670,157187,10251,146936,157187,12256,144931,157187,8754,148433,157187,13949,143238,157187,14988,142199,157187,14198,142989
ACSSF,2010e1,co,000,0168,0000023,190878,136444,9686,126758,54434,190878,136444,9017,127427,54434,118678,9704,108974,118678,10098,108580,118678,8137,110541,81343,6582,74761,81343,7060,74283,81343,5505,75838,96406,752,95654,89056,3084,85972,89056,1534,87522,89056,695,88361,24301,440,23861,25208,1094,24114,2103,698,1405,25208,3863,21345,63848,6635,57213,89056,965,88091,1328,0,1328,63848,1076,62772,63848,47613,13500,34113,16235,5063,11172,63848,18563,45285,7350,15,7335,96406,2087,94319,96406,682,95724,96406,8807,87599,89056,2629,86427,96406,2000,94406,96406,684,95722,250824,21246,229578,250824,20384,230440,250824,20213,230611,250824,15888,234936,250824,16192,234632,250824,13835,236989,250824,18186,232638,250824,19264,231560,250824,19121,231703
ACSSF,2010e1,co,000,0168,0000024,85138,60809,2854,57955,24329,85138,60809,3213,57596,24329,54097,3139,50958,54097,3150,50947,54097,2596,51501,38682,1783,36899,38682,1779,36903,38682,1396,37286,44936,600,44336,42551,1030,41521,42551,190,42361,42551,369,42182,11235,165,11070,11676,1118,10558,1447,454,993,11676,3086,8590,30875,1817,29058,42551,387,42164,604,144,460,30875,502,30373,30875,24014,8330,15684,6861,1695,5166,30875,10025,20850,2385,0,2385,44936,424,44512,44936,321,44615,44936,5143,39793,42551,613,41938,44936,306,44630,44936,156,44780,107435,9172,98263,107435,8846,98589,107435,8710,98725,107435,4746,102689,107435,5505,101930,107435,4319,103116,107435,8101,99334,107435,8146,99289,107435,8239,99196
ACSSF,2010e1,co,000,0168,0000025,243296,179581,10561,169020,63715,243296,179581,10961,168620,63715,155674,7185,148489,155674,7148,148526,155674,7683,147991,107053,4857,102196,107053,4639,102414,107053,4754,102299,128354,1379,126975,119559,4440,115119,119559,1119,118440,119559,941,118618,45601,620,44981,46823,2257,44566,5057,122,4935,46823,6542,40281,72736,4883,67853,119559,842,118717,1491,138,1353,72736,1083,71653,72736,60461,17620,42841,12275,3595,8680,72736,21215,51521,8795,185,8610,128354,4455,123899,128354,1973,126381,128354,11355,116999,119559,2543,117016,128354,1727,126627,128354,969,127385,323024,26316,296708,323024,24842,298182,323024,25288,297736,323024,18618,304406,323024,20213,302811,323024,15986,307038,323024,22732,300292,323024,21647,301377,323024,23178,299846
ACSSF,2010e1,co,000,0168,0000026,84677,65061,2968,62093,19616,84677,65061,2810,62251,19616,50647,1787,48860,50647,1759,48888,50647,1553,49094,27715,1148,26567,27715,999,26716,27715,899,26816,42475,514,41961,39893,1090,38803,39893,479,39414,39893,579,39314,20506,269,20237,21177,2197,18980,893,0,893,21177,3740,17437,18716,610,18106,39893,99,39794,493,91,402,18716,46,18670,18716,13651,4773,8878,5065,1059,4006,18716,5832,12884,2582,0,2582,42475,1560,40915,42475,120,42355,42475,1572,40903,39893,904,38989,42475,862,41613,42475,237,42238,96063,6876,89187,96063,6616,89447,96063,6341,89722,96063,3982,92081,96063,4536,91527,96063,3482,92581,96063,5589,90474,96063,5964,90099,96063,6030,90033
ACSSF,2010e1,co,000,0168,0000027,79502,58606,6172,52434,20896,79502,58606,5510,53096,20896,52408,4758,47650,52408,4306,48102,52408,4695,47713,36569,3349,33220,36569,3039,33530,36569,2987,33582,40392,1205,39187,38946,1680,37266,38946,1361,37585,38946,924,38022,6147,284,5863,6552,406,6146,362,0,362,6552,1378,5174,32394,2766,29628,38946,1009,37937,402,245,157,32394,1075,31319,32394,25986,10912,15074,6408,2396,4012,32394,13308,19086,1446,0,1446,40392,2192,38200,40392,954,39438,40392,2355,38037,38946,1274,37672,40392,1865,38527,40392,908,39484,100433,12418,88015,100433,12149,88284,100433,11916,88517,100433,8534,91899,100433,9656,90777,100433,7990,92443,100433,11288,89145,100433,11358,89075,100433,11292,89141
ACSSF,2010e1,co,000,0168,0000028,326632,231442,16248,215194,95190,326632,231442,14451,216991,95190,195102,10612,184490,195102,12426,182676,195102,10417,184685,128521,6574,121947,128521,8255,120266,128521,6488,122033,180535,3156,177379,167361,6999,160362,167361,2875,164486,167361,2777,164584,66192,1219,64973,69390,4830,64560,7227,1885,5342,69390,15590,53800,97971,6923,91048,167361,2062,165299,2853,502,2351,97971,1824,96147,97971,74994,27627,47367,22977,6236,16741,97971,33863,64108,13174,1173,12001,180535,7054,173481,180535,7131,173404,180535,29123,151412,167361,5989,161372,180535,5313,175222,180535,2605,177930,408032,42710,365322,408032,40989,367043,408032,40846,367186,408032,27785,380247,408032,32859,375173,408032,25014,383018,408032,35676,372356,408032,32872,375160,408032,36974,371058
ACSSF,2010e1,co,000,0168,0000029,486146,345640,31347,314293,140506,486146,345640,30778,314862,140506,301802,21561,280241,301802,23787,278015,301802,19422,282380,207685,14587,193098,207685,16607,191078,207685,12954,194731,285859,4648,281211,262093,12420,249673,262093,2637,259456,262093,2115,259978,128294,2285,126009,130303,6617,123686,9604,1640,7964,130303,28032,102271,131790,11451,120339,262093,3003,259090,5959,1247,4712,131790,2929,128861,131790,99061,33758,65303,32729,9100,23629,131790,42858,88932,23766,1009,22757,285859,12972,272887,285859,7433,278426,285859,46307,239552,262093,9141,252952,285859,8138,277721,285859,4023,281836,597294,61659,535635,597294,57542,539752,597294,57803,539491,597294,45833,551461,597294,43763,553531,597294,37277,560017,597294,50603,546691,597294,51956,545338,597294,51919,545375
ACSSF,2010e1,co,000,0168,0000030,118832,92693,5969,86724,26139,118832,92693,6135,86558,26139,75032,3866,71166,75032,3789,71243,75032,4397,70635,42544,1444,41100,42544,1494,41050,42544,1707,40837,58197,1071,57126,54989,1723,53266,54989,229,54760,54989,287,54702,23613,232,23381,24366,904,23462,1643,324,1319,24366,4604,19762,30623,1486,29137,54989,395,54594,160,0,160,30623,163,30460,30623,23190,8069,15121,7433,2406,5027,30623,10475,20148,3208,51,3157,58197,2169,56028,58197,642,57555,58197,2936,55261,54989,1189,53800,58197,1168,57029,58197,470,57727,142529,13677,128852,142529,13450,129079,142529,12703,129826,142529,9530,132999,142529,10730,131799,142529,9247,133282,142529,11495,131034,142529,12080,130449,142529,11948,130581
ACSSF,2010e1,co,000,0168,0000031,72498,49906,3776,46130,22592,72498,49906,3524,46382,22592,42331,3700,38631,42331,3789,38542,42331,3439,38892,29942,2764,27178,29942,2915,27027,29942,2698,27244,36306,431,35875,33464,810,32654,33464,627,32837,33464,431,33033,13947,349,13598,14062,545,13517,999,316,683,14062,2363,11699,19402,1750,17652,33464,552,32912,617,0,617,19402,332,19070,19402,13997,3988,10009,5405,1737,3668,19402,5725,13677,2842,0,2842,36306,769,35537,36306,322,35984,36306,4781,31525,33464,1209,32255,36306,452,35854,36306,431,35875,90876,8158,82718,90876,8062,82814,90876,7880,82996,90876,6335,84541,90876,6336,84540,90876,5598,85278,90876,7072,83804,90876,7881,82995,90876,7606,83270
ACSSF,2010e1,co,000,0168,0000032,69137,54088,2102,51986,15049,69137,54088,2653,51435,15049,48916,2014,46902,48916,1814,47102,48916,1503,47413,36565,1323,35242,36565,1253,35312,36565,1124,35441,34354,321,34033,33242,895,32347,33242,224,33018,33242,199,33043,5694,113,5581,5818,281,5537,344,0,344,5818,1307,4511,27424,1292,26132,33242,146,33096,688,277,411,27424,321,27103,27424,24063,6673,17390,3361,887,2474,27424,7560,19864,1112,59,1053,34354,837,33517,34354,210,34144,34354,1601,32753,33242,701,32541,34354,428,33926,34354,439,33915,95430,4722,90708,95430,4722,90708,95430,4583,90847,95430,2680,92750,95430,3659,91771,95430,3113,92317,95430,4150,91280,95430,4217,91213,95430,4333,91097
ACSSF,2010e1,co,000,0168,0000033,118193,78381,6674,71707,39812,118193,78381,5840,72541,39812,67710,4163,63547,67710,4396,63314,67710,3862,63848,45345,2186,43159,45345,2363,42982,45345,2110,43235,64112,514,63598,60584,2663,57921,60584,460,60124,60584,450,60134,23778,480,23298,24594,1433,23161,1993,306,1687,24594,5418,19176,35990,3279,32711,60584,423,60161,125,0,125,35990,549,35441,35990,25407,9119,16288,10583,2603,7980,35990,11722,24268,3528,0,3528,64112,1704,62408,64112,2917,61195,64112,12426,51686,60584,2122,58462,64112,1216,62896,64112,617,63495,140306,12807,127499,140306,12232,128074,140306,12707,127599,140306,8142,132164,140306,8415,131891,140306,6621,133685,140306,10886,129420,140306,11931,128375,140306,11557,128749
ACSSF,2010e1,co,000,0168,0000034,66160,49078,3493,45585,17082,66160,49078,3052,46026,17082,42205,2381,39824,42205,2388,39817,42205,2579,39626,26683,1363,25320,26683,1288,25395,26683,1539,25144,35075,128,34947,33777,1712,32065,33777,458,33319,33777,167,33610,12878,81,12797,13070,327,12743,358,0,358,13070,4133,8937,20707,1577,19130,33777,263,33514,118,0,118,20707,400,20307,20707,15551,5340,10211,5156,1668,3488,20707,7008,13699,1298,0,1298,35075,532,34543,35075,548,34527,35075,4773,30302,33777,734,33043,35075,282,34793,35075,200,34875,85522,7550,77972,85522,7405,78117,85522,7326,78196,85522,4939,80583,85522,5305,80217,85522,4480,81042,85522,6664,78858,85522,6990,78532,85522,6953,78569
