ACSSF,2010e1,co,000,0018,0000001,5049071,0,110,0,0,3550,0,0,0,1371,264,56,575,427,857,732,0,921,11290,223,3075,338,8016,495,424,4366,0,167,3774,84,19031,2490,17882,42219,1185,208440,554,12853,4953,73070,10003,325397,0,3565,0,8086,565,1117,247254,58,68206,795,4023,270,156,67,79,729,41414,598,48856,4192,1790,19794,5333,19094,46568,510,1825,3040,1735,0,2504,0,189,280,0,0,68,0,0,75,138,133,0,0,1231,390,51948,11242,453,2796,23268,1445,0,65,243,32,123,37,362,527,0,0,56,0,1180,247785,3421089,5049071,0,3550,8016,19031,17882,42219,208440,12853,73070,10003,325397,3565,8086,247254,68206,4023,41414,48856,4192,19794,19094,46568,3040,2504,51948,11242,2796,23268,1445,300226,3421089
ACSSF,2010e1,co,000,0018,0000002,3923892,0,110,0,0,3092,0,0,0,913,264,56,575,427,857,689,0,735,9239,170,2005,338,5980,385,327,3049,0,89,3245,0,14755,2050,12519,30524,872,154993,399,10704,3980,57830,6779,240504,0,2587,0,5486,256,1063,185012,58,52454,288,3637,270,90,67,79,580,31810,164,38454,2228,1431,14783,4009,13535,34299,445,1461,2499,1268,0,1766,0,181,166,0,0,68,0,0,75,65,133,0,0,845,233,38877,8074,453,1954,17692,899,0,65,0,32,0,0,362,384,0,0,56,0,1060,197261,2692181,3923892,0,3092,5980,14755,12519,30524,154993,10704,57830,6779,240504,2587,5486,185012,52454,3637,31810,38454,2228,14783,13535,34299,2499,1766,38877,8074,1954,17692,899,237985,2692181
ACSSF,2010e1,co,000,0018,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125179,0,458,2036,4276,5363,11695,53447,2149,15240,3224,84893,978,2600,62242,15752,386,9604,10402,1964,5011,5559,12269,541,738,13071,3168,842,5576,546,62241,728908
ACSSF,2010e1,co,000,0018,0000004,4642008,0,110,0,0,3228,0,0,0,1049,264,56,575,427,857,732,0,921,10769,223,3039,222,7520,463,424,4024,0,167,3696,84,17772,2459,15225,38478,957,189381,554,12258,4522,68074,9099,303909,0,3485,0,7794,565,1117,225836,58,63057,795,3968,270,90,67,79,676,37830,477,45623,3976,1737,18849,4897,17953,42570,510,1496,3011,1691,0,2423,0,181,280,0,0,68,0,0,75,65,133,0,0,1231,390,48361,9530,453,2748,21129,1445,0,65,243,32,123,37,362,527,0,0,56,0,916,225122,3143094,4642008,0,3228,7520,17772,15225,38478,189381,12258,68074,9099,303909,3485,7794,225836,63057,3968,37830,45623,3976,18849,17953,42570,3011,2423,48361,9530,2748,21129,1445,274382,3143094
ACSSF,2010e1,co,000,0018,0000005,4365335,0,110,0,0,3093,0,0,0,970,264,0,575,427,857,732,0,599,10217,223,2907,222,6889,463,424,3749,0,121,3647,0,16341,2407,14211,35652,900,173786,554,11917,4503,63352,8384,283780,0,3408,0,7497,416,1117,212786,58,60068,731,3932,270,90,67,79,676,35278,477,42745,3895,1579,16963,4841,17338,40986,445,1215,3011,1610,0,2423,0,181,280,0,0,68,0,0,75,65,133,0,0,1231,390,45326,8857,453,2685,20338,1408,0,65,243,32,123,0,362,527,0,0,56,0,872,216439,2955773,4365335,0,3093,6889,16341,14211,35652,173786,11917,63352,8384,283780,3408,7497,212786,60068,3932,35278,42745,3895,16963,17338,40986,3011,2423,45326,8857,2685,20338,1408,263213,2955773
ACSSF,2010e1,co,000,0018,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974647,0,1905,2359,7223,5791,14944,67785,5845,27859,3664,111939,1405,3349,85690,24226,2510,15702,19043,1498,7487,5755,17173,851,1747,19033,3523,1462,8935,1108,123123,1381713
ACSSF,2010e1,co,000,0018,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2390688,0,1188,4530,9118,8420,20708,106001,6072,35493,4720,171841,2003,4148,127096,35842,1422,19576,23702,2397,9476,11583,23813,2160,676,26293,5334,1223,11403,300,140090,1574060
ACSSF,2010e1,co,000,0018,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276673,0,135,631,1431,1014,2826,15595,341,4722,715,20129,77,297,13050,2989,36,2552,2878,81,1886,615,1584,0,0,3035,673,63,791,37,11169,187321
ACSSF,2010e1,co,000,0018,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92982,0,56,60,818,214,1183,5018,154,1107,384,4669,0,34,3914,1051,0,889,353,51,156,114,461,0,0,759,266,0,343,0,3293,67635
ACSSF,2010e1,co,000,0018,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183691,0,79,571,613,800,1643,10577,187,3615,331,15460,77,263,9136,1938,36,1663,2525,30,1730,501,1123,0,0,2276,407,63,448,37,7876,119686
ACSSF,2010e1,co,000,0018,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407063,0,322,496,1259,2657,3741,19059,595,4996,904,21488,80,292,21418,5149,55,3584,3233,216,945,1141,3998,29,81,3587,1712,48,2139,0,25844,277995
ACSSF,2010e1,co,000,0018,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683736,0,457,1127,2690,3671,6567,34654,936,9718,1619,41617,157,589,34468,8138,91,6136,6111,297,2831,1756,5582,29,81,6622,2385,111,2930,37,37013,465316
ACSSF,2010e1,co,000,0018,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443715,0,59,362,1099,726,2812,10359,614,4842,932,23349,210,316,13072,3984,60,2484,2119,175,736,991,2043,370,166,2192,751,281,1047,238,26358,340968
ACSSF,2010e1,co,000,0018,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575022,0,403,779,2059,1837,4438,19513,767,6595,887,29929,614,1315,24817,5410,306,3586,4876,319,2130,1849,4185,376,439,6429,857,127,1996,133,34653,413398
