ACSSF,2010e1,co,000,0039,0000001,2428102,53156,180603,178744,63724,274180,107067,72335,172165,314823,484670,255790,118927,122234,29684,1832425,34077,131878,138326,49062,216297,85037,56126,130686,218421,384291,178973,91605,99172,18474,243835,7725,33548,19354,6004,27104,10610,3935,10652,27464,44307,27905,11447,11598,2182,71917,1548,2317,2769,1222,7038,2146,2270,6451,11453,8857,17446,2440,5707,253,72320,2670,2317,2389,807,8958,1178,1665,5144,5197,14600,15624,2482,1228,8061,52473,992,2032,3647,1175,4920,3978,1554,1760,9612,10443,7072,2227,2749,312,155132,6144,8511,12259,5454,9863,4118,6785,17472,42676,22172,8770,8726,1780,402,2428102,53156,180603,178744,63724,274180,107067,244500,314823,484670,255790,118927,122234,29684,1832425,34077,131878,138326,49062,216297,85037,186812,218421,384291,178973,91605,99172,18474,243835,7725,33548,19354,6004,27104,10610,14587,27464,44307,27905,11447,11598,2182,71917,1548,2317,2769,1222,7038,2146,8721,11453,8857,17446,2440,5707,253,124793,3662,4349,6036,1982,13878,5156,10123,14809,25043,22696,4709,3977,8373,155132,6144,8511,12259,5454,9863,4118,24257,42676,22172,8770,8726,1780,402
ACSSF,2010e1,co,000,0039,0000002,1881536,23625,134893,139424,49580,216996,80316,60177,131804,248515,383209,205646,93800,88806,24745,1419166,16560,97241,109078,37212,170455,63807,46616,100361,173801,303476,141993,72414,71789,14363,189148,3926,26532,15537,5342,21742,8541,3235,7406,21507,33384,23153,9144,7650,2049,64494,1277,2183,2049,1112,6431,1932,2163,5401,10258,8261,15737,2426,5081,183,56883,393,1646,1554,530,7262,769,1305,4697,4587,11581,12510,1575,875,7599,44400,735,1654,3046,880,4044,2669,1282,1374,8374,9435,6242,2032,2391,242,107445,734,5637,8160,4504,7062,2598,5576,12565,29988,17072,6011,6209,1020,309,1881536,23625,134893,139424,49580,216996,80316,191981,248515,383209,205646,93800,88806,24745,1419166,16560,97241,109078,37212,170455,63807,146977,173801,303476,141993,72414,71789,14363,189148,3926,26532,15537,5342,21742,8541,10641,21507,33384,23153,9144,7650,2049,64494,1277,2183,2049,1112,6431,1932,7564,10258,8261,15737,2426,5081,183,101283,1128,3300,4600,1410,11306,3438,8658,12961,21016,18752,3607,3266,7841,107445,734,5637,8160,4504,7062,2598,18141,29988,17072,6011,6209,1020,309
ACSSF,2010e1,co,000,0039,0000003,546566,29531,45710,39320,14144,57184,26751,12158,40361,66308,101461,50144,25127,33428,4939,413259,17517,34637,29248,11850,45842,21230,9510,30325,44620,80815,36980,19191,27383,4111,54687,3799,7016,3817,662,5362,2069,700,3246,5957,10923,4752,2303,3948,133,7423,271,134,720,110,607,214,107,1050,1195,596,1709,14,626,70,15437,2277,671,835,277,1696,409,360,447,610,3019,3114,907,353,462,8073,257,378,601,295,876,1309,272,386,1238,1008,830,195,358,70,47687,5410,2874,4099,950,2801,1520,1209,4907,12688,5100,2759,2517,760,93,546566,29531,45710,39320,14144,57184,26751,52519,66308,101461,50144,25127,33428,4939,413259,17517,34637,29248,11850,45842,21230,39835,44620,80815,36980,19191,27383,4111,54687,3799,7016,3817,662,5362,2069,3946,5957,10923,4752,2303,3948,133,7423,271,134,720,110,607,214,1157,1195,596,1709,14,626,70,23510,2534,1049,1436,572,2572,1718,1465,1848,4027,3944,1102,711,532,47687,5410,2874,4099,950,2801,1520,6116,12688,5100,2759,2517,760,93
ACSSF,2010e1,co,000,0039,0000004,2237583,36708,161545,171859,60720,252274,96491,69271,161763,298966,446892,230868,109629,111044,29553,1703400,25266,119255,134330,46829,200521,77493,54025,123086,207864,357278,163320,85244,90546,18343,216579,4261,29366,17836,5689,24919,9532,3736,9551,26005,38841,24624,10201,9836,2182,68112,1393,2317,2769,1222,6599,2066,2270,6155,10860,8785,15578,2371,5474,253,60554,2114,1602,2005,583,7272,405,1386,4824,4684,11943,12800,1908,967,8061,47468,862,1603,3505,1153,3886,3585,1488,1688,8898,9345,6446,2117,2580,312,141470,2812,7402,11414,5244,9077,3410,6366,16459,40655,20700,8100,7788,1641,402,2237583,36708,161545,171859,60720,252274,96491,231034,298966,446892,230868,109629,111044,29553,1703400,25266,119255,134330,46829,200521,77493,177111,207864,357278,163320,85244,90546,18343,216579,4261,29366,17836,5689,24919,9532,13287,26005,38841,24624,10201,9836,2182,68112,1393,2317,2769,1222,6599,2066,8425,10860,8785,15578,2371,5474,253,108022,2976,3205,5510,1736,11158,3990,9386,13582,21288,19246,4025,3547,8373,141470,2812,7402,11414,5244,9077,3410,22825,40655,20700,8100,7788,1641,402
ACSSF,2010e1,co,000,0039,0000005,2104787,29244,149271,165483,58109,238993,90905,67568,152977,286866,423960,206812,102794,102421,29384,1609208,21133,110347,130286,45051,189602,73243,52472,116641,199984,339848,149623,79811,82993,18174,202288,3183,27223,16093,5621,24131,8811,3736,9142,25101,36384,21698,9874,9109,2182,63402,1393,2013,2732,1222,6352,2066,2185,5719,10660,8113,12849,2371,5474,253,53954,1246,1575,1607,342,6752,405,1386,4479,4159,11492,10115,1545,790,8061,45051,554,1554,3488,1153,3742,3188,1488,1658,8707,8837,5810,1980,2580,312,130884,1735,6559,11277,4720,8414,3192,6301,15338,38255,19286,6717,7213,1475,402,2104787,29244,149271,165483,58109,238993,90905,220545,286866,423960,206812,102794,102421,29384,1609208,21133,110347,130286,45051,189602,73243,169113,199984,339848,149623,79811,82993,18174,202288,3183,27223,16093,5621,24131,8811,12878,25101,36384,21698,9874,9109,2182,63402,1393,2013,2732,1222,6352,2066,7904,10660,8113,12849,2371,5474,253,99005,1800,3129,5095,1495,10494,3593,9011,12866,20329,15925,3525,3370,8373,130884,1735,6559,11277,4720,8414,3192,21639,38255,19286,6717,7213,1475,402
ACSSF,2010e1,co,000,0039,0000006,947416,9409,62660,66524,22985,107223,35966,28745,65145,130453,206291,106916,48074,44403,12622,704787,7015,42678,49575,17877,82914,28749,21694,49791,90250,160382,72756,36051,34635,10420,96958,850,15379,9487,2110,10998,3609,1614,3042,10654,17193,11527,4478,4831,1186,35738,686,1011,1181,372,4134,949,1205,2146,6444,4881,8928,1660,1997,144,30603,83,677,861,113,3858,145,973,3423,3203,8423,6798,776,625,645,26751,373,947,1735,625,1798,1161,725,1120,4434,6853,3692,1593,1559,136,52579,402,1968,3685,1888,3521,1353,2534,5623,15468,8559,3215,3516,756,91,947416,9409,62660,66524,22985,107223,35966,93890,130453,206291,106916,48074,44403,12622,704787,7015,42678,49575,17877,82914,28749,71485,90250,160382,72756,36051,34635,10420,96958,850,15379,9487,2110,10998,3609,4656,10654,17193,11527,4478,4831,1186,35738,686,1011,1181,372,4134,949,3351,6444,4881,8928,1660,1997,144,57354,456,1624,2596,738,5656,1306,6241,7637,15276,10490,2369,2184,781,52579,402,1968,3685,1888,3521,1353,8157,15468,8559,3215,3516,756,91
ACSSF,2010e1,co,000,0039,0000007,1157371,19835,86611,98959,35124,131770,54939,38823,87832,156413,217669,99896,54720,58018,16762,904421,14118,67669,80711,27174,106688,44494,30778,66850,109734,179466,76867,43760,48358,7754,105330,2333,11844,6606,3511,13133,5202,2122,6100,14447,19191,10171,5396,4278,996,27664,707,1002,1551,850,2218,1117,980,3573,4216,3232,3921,711,3477,109,23351,1163,898,746,229,2894,260,413,1056,956,3069,3317,769,165,7416,18300,181,607,1753,528,1944,2027,763,538,4273,1984,2118,387,1021,176,78305,1333,4591,7592,2832,4893,1839,3767,9715,22787,10727,3502,3697,719,311,1157371,19835,86611,98959,35124,131770,54939,126655,156413,217669,99896,54720,58018,16762,904421,14118,67669,80711,27174,106688,44494,97628,109734,179466,76867,43760,48358,7754,105330,2333,11844,6606,3511,13133,5202,8222,14447,19191,10171,5396,4278,996,27664,707,1002,1551,850,2218,1117,4553,4216,3232,3921,711,3477,109,41651,1344,1505,2499,757,4838,2287,2770,5229,5053,5435,1156,1186,7592,78305,1333,4591,7592,2832,4893,1839,13482,22787,10727,3502,3697,719,311
ACSSF,2010e1,co,000,0039,0000008,132796,7464,12274,6376,2611,13281,5586,1703,8786,12100,22932,24056,6835,8623,169,94192,4133,8908,4044,1778,10919,4250,1553,6445,7880,17430,13697,5433,7553,169,14291,1078,2143,1743,68,788,721,0,409,904,2457,2926,327,727,0,4710,0,304,37,0,247,0,85,436,200,672,2729,0,0,0,6600,868,27,398,241,520,0,0,345,525,451,2685,363,177,0,2417,308,49,17,0,144,397,0,30,191,508,636,137,0,0,10586,1077,843,137,524,663,218,65,1121,2400,1414,1383,575,166,0,132796,7464,12274,6376,2611,13281,5586,10489,12100,22932,24056,6835,8623,169,94192,4133,8908,4044,1778,10919,4250,7998,7880,17430,13697,5433,7553,169,14291,1078,2143,1743,68,788,721,409,904,2457,2926,327,727,0,4710,0,304,37,0,247,0,521,200,672,2729,0,0,0,9017,1176,76,415,241,664,397,375,716,959,3321,500,177,0,10586,1077,843,137,524,663,218,1186,2400,1414,1383,575,166,0
ACSSF,2010e1,co,000,0039,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0039,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91457,5856,8785,3154,1573,9415,4246,7676,8630,14173,17052,4597,6283,17,64590,2707,6822,1763,1275,7723,3276,5793,5515,11523,9063,3760,5353,17,9969,896,1041,1156,68,679,492,294,725,1417,2147,327,727,0,3717,0,304,37,0,105,0,286,200,341,2444,0,0,0,5817,1176,29,129,0,353,311,375,421,437,2380,169,37,0,7364,1077,589,69,230,555,167,928,1769,455,1018,341,166,0
