ACSSF,2010e1,co,000,0055,0000031,,,,,,,,,,,,,,,,,,,,55450,15898,1032,812,531,382,258,708,880,276,363,364,541,909,494,552,6790,1006,39552,29403,10557,597,595,72,382,749,1017,638,785,1106,767,614,297,490,1102,1272,74,18846,2043,1403,129,693,160,421,640,55450,15898,1844,3762,2496,7796,39552,29403,10557,1192,5516,2503,1346,18846
ACSSF,2010e1,co,000,0055,0000032,,,,,,,,,,,,,,,,,,,,77086,24727,1871,1486,1271,1834,1063,1269,1344,2005,1248,1261,1228,1430,1273,1782,2248,2114,52359,,,,,,,,,,,,,,,,,,,,,,,,,,,77086,24727,3357,11295,5713,4362,52359,6445,2630,76,1141,484,929,3815
ACSSF,2010e1,co,000,0055,0000033,,,,,,,,,,,,,,,,,,,,94568,16982,1124,1174,393,585,306,527,660,521,491,725,562,919,1053,1236,5872,834,77586,30733,11709,680,519,654,898,508,900,1273,584,289,553,943,777,438,533,1883,277,19024,3368,2450,378,933,347,792,918,94568,16982,2298,4208,3770,6706,77586,30733,11709,1199,5659,2691,2160,19024
ACSSF,2010e1,co,000,0055,0000034,,,,,,,,,,,,,,,,,,,,58022,12959,1712,682,396,520,647,800,494,1214,570,787,397,669,842,409,2371,449,45063,20494,7543,353,488,594,398,475,569,200,366,1033,375,846,32,108,989,672,45,12951,2401,1200,219,574,273,134,1201,58022,12959,2394,5428,2317,2820,45063,20494,7543,841,4010,1975,717,12951
ACSSF,2010e1,co,000,0055,0000035,,,,,,,,,,,,,,,,,,,,54351,12531,975,575,1019,883,526,931,563,853,259,685,704,363,375,697,2719,404,41820,,,,,,,,,,,,,,,,,,,,,,,,,,,54351,12531,1550,5719,2139,3123,41820,9187,4348,612,2169,741,826,4839
ACSSF,2010e1,co,000,0055,0000036,,,,,,,,,,,,,,,,,,,,47352,9246,635,710,404,683,455,432,463,93,301,435,232,319,325,350,2670,739,38106,50119,16855,1551,841,1483,966,786,753,1399,844,291,1247,641,894,568,1000,2990,601,33264,4925,2237,86,927,701,523,2688,47352,9246,1345,3266,1226,3409,38106,50119,16855,2392,7769,3103,3591,33264
ACSSF,2010e1,co,000,0055,0000037,,,,,,,,,,,,,,,,,,,,70743,17143,925,1096,475,1153,732,1029,931,1094,474,1402,1505,663,609,1226,3353,476,53600,31892,11591,738,1174,951,547,572,495,1382,906,358,433,737,783,457,366,1629,63,20301,2691,1109,40,674,318,77,1582,70743,17143,2021,7290,4003,3829,53600,31892,11591,1912,5644,2343,1692,20301
ACSSF,2010e1,co,000,0055,0000038,,,,,,,,,,,,,,,,,,,,68487,15399,950,407,588,996,676,365,1737,766,1018,508,584,1330,823,352,3176,1123,53088,24482,8913,821,591,393,636,161,826,265,423,580,199,306,97,262,707,2366,280,15569,3289,2063,183,843,636,401,1226,68487,15399,1357,6654,3089,4299,53088,24482,8913,1412,3483,1372,2646,15569
ACSSF,2010e1,co,000,0055,0000039,,,,,,,,,,,,,,,,,,,,77651,30748,1282,390,311,391,656,1102,437,750,570,318,365,205,327,481,18879,4284,46903,,,,,,,,,,,,,,,,,,,,3544,2109,178,730,116,1085,1435,77651,30748,1672,4535,1378,23163,46903,9306,3755,172,1015,950,1618,5551
ACSSF,2010e1,co,000,0055,0000040,22415,12441,537,791,710,563,1038,521,1067,252,974,1263,419,178,354,492,3125,157,9974,284402,73437,3727,2923,3116,4041,3365,2681,5289,3527,2539,3364,4644,2979,3694,3592,19250,4706,210965,64632,23250,1402,1347,1126,2654,1602,1577,1231,670,1428,1576,854,1330,1358,998,3752,345,41382,22415,12441,1328,6388,1443,3282,9974,284402,73437,6650,27922,14909,23956,210965,64632,23250,2749,11864,4540,4097,41382
ACSSF,2010e1,co,000,0055,0000041,15520,8681,624,804,763,283,436,238,687,732,246,367,447,498,477,198,1067,814,6839,141289,29091,1644,1557,2489,911,1781,1761,1647,1295,1131,1830,772,1711,1012,1343,5830,2377,112198,91538,32296,1670,1697,3138,2680,2245,2272,2147,1785,2368,1979,1463,1271,1299,2102,3776,404,59242,15520,8681,1428,3752,1620,1881,6839,141289,29091,3201,12845,4838,8207,112198,91538,32296,3367,18614,6135,4180,59242
ACSSF,2010e1,co,000,0055,0000042,17334,7387,587,294,910,336,330,716,457,807,176,341,161,390,224,105,1044,509,9947,305194,61654,5170,2749,2415,1766,2117,1765,1316,1141,993,1517,2101,1112,918,1981,21952,12641,243540,180437,59330,4833,3937,3743,3011,4775,3948,3816,3190,3109,3363,2678,3576,3180,3779,7380,1012,121107,17334,7387,881,4073,880,1553,9947,305194,61654,7919,13030,6112,34593,243540,180437,59330,8770,28955,13213,8392,121107
ACSSF,2010e1,co,000,0055,0000043,,,,,,,,,,,,,,,,,,,,117100,42906,2447,872,1035,1625,1557,982,1042,866,1069,1075,1136,1059,1786,1609,21022,3724,74194,,,,,,,,,,,,,,,,,,,,4333,2912,176,1720,625,391,1421,117100,42906,3319,9251,5590,24746,74194,12292,5669,213,1670,1325,2461,6623
ACSSF,2010e1,co,000,0055,0000044,,,,,,,,,,,,,,,,,,,,54351,12531,975,575,1019,883,526,931,563,853,259,685,704,363,375,697,2719,404,41820,,,,,,,,,,,,,,,,,,,,,,,,,,,54351,12531,1550,5719,2139,3123,41820,9187,4348,612,2169,741,826,4839
ACSSF,2010e1,co,000,0055,0000045,,,,,,,,,,,,,,,,,,,,55450,15898,1032,812,531,382,258,708,880,276,363,364,541,909,494,552,6790,1006,39552,29403,10557,597,595,72,382,749,1017,638,785,1106,767,614,297,490,1102,1272,74,18846,2043,1403,129,693,160,421,640,55450,15898,1844,3762,2496,7796,39552,29403,10557,1192,5516,2503,1346,18846
ACSSF,2010e1,co,000,0055,0000046,,,,,,,,,,,,,,,,,,,,47352,9246,635,710,404,683,455,432,463,93,301,435,232,319,325,350,2670,739,38106,50119,16855,1551,841,1483,966,786,753,1399,844,291,1247,641,894,568,1000,2990,601,33264,4925,2237,86,927,701,523,2688,47352,9246,1345,3266,1226,3409,38106,50119,16855,2392,7769,3103,3591,33264
ACSSF,2010e1,co,000,0055,0000047,18998,8356,587,294,1124,381,406,716,587,807,307,341,161,390,224,105,1417,509,10642,348616,72030,5780,3206,2702,2225,2882,1972,1431,1404,1952,1866,2451,1358,1607,2589,24984,13621,276586,189390,61570,4919,4197,3957,3011,4826,4130,4008,3378,3155,3410,2764,3730,3499,3899,7548,1139,127820,18998,8356,881,4669,880,1926,10642,348616,72030,8986,16434,8005,38605,276586,189390,61570,9116,29875,13892,8687,127820
ACSSF,2010e1,co,000,0055,0000048,17713,8995,585,392,496,583,303,653,576,435,229,665,450,291,373,592,2008,364,8718,509710,135180,8637,5268,5343,6111,6595,6952,6627,5412,5640,6492,5369,6599,4911,6033,39152,10039,374530,145038,52380,3649,3702,3898,3249,3033,2970,3461,2463,2918,2996,2399,2287,2121,3146,9263,825,92658,17713,8995,977,3940,1706,2372,8718,509710,135180,13905,49172,22912,49191,374530,145038,52380,7351,24988,9953,10088,92658
ACSSF,2010e1,co,000,0055,0000049,23888,11365,976,459,784,246,354,1011,640,640,517,860,395,334,998,719,1985,447,12523,489920,111600,6737,5196,5931,7594,4594,6534,5362,6033,4399,5644,4826,4846,6497,5410,27317,4680,378320,162952,57415,4792,3322,3183,3208,3415,3299,3778,3269,2345,3081,2956,3307,2514,3859,10239,848,105537,23888,11365,1435,5052,2446,2432,12523,489920,111600,11933,46091,21579,31997,378320,162952,57415,8114,25578,12636,11087,105537
ACSSF,2010e1,co,000,0055,0000050,17061,10022,606,457,487,633,273,597,730,985,447,625,736,747,301,742,1505,151,7039,531182,143803,10115,6123,5403,6934,6473,5691,6582,6274,4939,5857,6233,7765,6473,5797,44136,9008,387379,137058,52832,3954,2783,2723,2936,2743,3498,3167,3373,3917,2905,3590,2463,1987,4599,7594,600,84226,17061,10022,1063,4777,2526,1656,7039,531182,143803,16238,48153,26268,53144,387379,137058,52832,6737,25262,12639,8194,84226
