ACSSF,2010m1,co,000,0034,0000001,17063,5293,9977,9662,8998,9647,6271,10015,3451,5005,7117,5420,3851,12159,3642,7144,6053,6493,6329,4482,7409,2521,3815,5490,4411,3201,11686,3096,6278,6730,7038,6263,4292,6175,2839,2885,4119,2969,1783,711115,558200,401253,15630,5250,12228,16710,14147,11597,6488,10161,3230,8672,10605,9229,6879,4510,11721,3441,8109,9139,7089,5674,3231,15927,11140,10720,14811,10770,11376,10128,7616,4358,3184,3174,872,646,585,916,12080,11950,9558,11276,5371,3910,3791,1053,551,877,1108,4913,3784,3885,3155,1795,298,122,266,876,391,828,775,4900,4451,2710,3672,648,477,424,1605,957,1084,2501,5512,1236,854,991,999,805,749,5524,17063,12354,9662,8998,9647,6271,10015,6560,7117,6518,12159,8721,6053,6493,6329,4482,7409,4912,5490,5419,11686,7002,6730,7038,6263,4292,6175,4370,4119,3285,15630,5250,12228,16710,14871,10161,3230,8672,10605,9560,11721,3441,8109,9139,8501,14811,15066,13273,13469,6428,4926,4627,1424,1462,4913,5161,4168,3466,706,1697,965,1249,2403,5512,1236,854,991,999,5524
ACSSF,2010m1,co,000,0034,0000002,18288,4206,9315,8474,8006,8582,5458,8907,3267,4191,5934,4351,3199,11109,2918,6749,5369,5961,5387,4075,6944,2509,3525,4602,3784,2703,12277,2666,5830,5765,6493,5692,3868,5298,2395,2274,3521,2267,1504,634103,459354,383359,19272,4843,11545,17071,15973,9326,5545,10857,3088,8575,10482,9702,5722,4108,12852,3138,7391,8616,7935,4620,2600,16570,10471,10923,16906,10400,10908,9637,7154,4076,3100,3022,872,644,575,878,13451,12726,8410,10166,4172,3264,2941,756,411,684,878,4337,3220,3376,2931,1414,289,96,266,896,369,829,720,3786,3482,1585,3032,452,339,299,721,449,504,2191,4509,857,542,708,814,542,600,4287,18288,11097,8474,8006,8582,5458,8907,6124,5934,5334,11109,7792,5369,5961,5387,4075,6944,4685,4602,4609,12277,6562,5765,6493,5692,3868,5298,3592,3521,2683,19272,4843,11545,17071,16938,10857,3088,8575,10482,10531,12852,3138,7391,8616,9129,16906,16611,12841,13058,5353,4020,4142,1199,1228,4337,4521,3115,3221,517,1213,651,952,2132,4509,857,542,708,814,4287
ACSSF,2010m1,co,000,0034,0000003,13863,3115,3754,3486,4885,4520,2985,4554,2276,2348,3876,2896,1997,8559,2039,2484,2357,3456,3394,2144,2651,1445,1796,2770,2246,1588,7288,1851,2330,2779,2539,2441,2045,3051,1390,1430,2140,1706,959,513698,349654,251856,13637,1445,5180,8695,7727,5635,3315,8164,930,3641,5660,4407,3230,1918,7471,810,2739,5055,4467,2774,1716,13179,7625,7303,11714,4382,4382,3874,1990,1230,906,839,230,70,191,301,10355,9022,5806,6776,3965,2796,2428,640,425,459,850,3852,2062,1963,1225,1203,69,69,279,154,129,76,308,3550,3579,2145,3190,411,283,293,1362,892,858,1041,5642,947,579,728,825,758,590,5449,13863,4840,3486,4885,4520,2985,4554,3230,3876,3456,8559,3327,2357,3456,3394,2144,2651,2470,2770,2634,7288,2771,2779,2539,2441,2045,3051,1900,2140,1962,13637,1445,5180,8695,9561,8164,930,3641,5660,5316,7471,810,2739,5055,5617,11714,10470,7295,7140,4311,3068,2490,644,933,3852,3942,2588,3397,424,1320,885,833,1062,5642,947,579,728,825,5449
ACSSF,2010m1,co,000,0034,0000004,16185,4411,8793,9447,9103,9329,6282,9941,3360,4723,7000,5082,3564,10934,3112,6387,5928,6402,6021,4513,7359,2609,3569,5371,4129,2944,11805,2912,5774,6428,7083,6212,4193,6349,2718,2847,4113,2881,1771,648044,494634,405652,15273,4917,12418,16243,14386,10734,6480,9236,2847,8757,10505,9082,6439,4477,11883,3323,8265,8684,7208,5156,3103,15286,9950,10987,14811,10770,11376,10128,7616,4358,3184,3174,872,646,585,916,12080,11950,9558,11276,5371,3910,3791,1053,551,877,1108,4913,3784,3885,3155,1795,298,122,266,876,391,828,775,4900,4451,2710,3672,648,477,424,1605,957,1084,2501,,,,,,,,,16185,10157,9447,9103,9329,6282,9941,6297,7000,5968,10934,7339,5928,6402,6021,4513,7359,4799,5371,4904,11805,6256,6428,7083,6212,4193,6349,4215,4113,3288,15273,4917,12418,16243,15452,9236,2847,8757,10505,9742,11883,3323,8265,8684,8677,14811,15066,13273,13469,6428,4926,4627,1424,1462,4913,5161,4168,3466,706,1697,965,1249,2403,,,,,,
ACSSF,2010m1,co,000,0034,0000005,14546,3899,8313,8775,8783,9156,6383,9920,3379,4792,6955,4806,3428,9791,2836,5807,5601,6304,5766,4471,7289,2606,3635,5171,3697,2784,10859,2585,5338,5853,6604,6073,4228,6425,2656,2816,3975,2955,1706,639029,484310,386412,14780,4699,11563,16356,14370,10636,6481,8593,2681,8428,10204,8919,6423,4447,11300,3193,7901,8482,7130,5053,3138,14452,9080,10548,14811,10770,11376,10128,7616,4358,3184,3174,872,646,585,916,12080,11950,9558,11276,5371,3910,3791,1053,551,877,1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14546,9120,8775,8783,9156,6383,9920,6320,6955,5760,9791,6655,5601,6304,5766,4471,7289,4843,5171,4610,10859,5584,5853,6604,6073,4228,6425,4158,3975,3346,14780,4699,11563,16356,15890,8593,2681,8428,10204,9684,11300,3193,7901,8482,8842,14811,15066,13273,13469,6428,4926,4627,1424,1462,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0034,0000006,11072,2568,5194,6766,7075,6321,4263,6538,2183,3084,3661,2756,2058,7198,1889,4020,4259,4980,4133,3047,5107,1590,2297,2968,2335,1794,8547,1781,3212,4614,5232,3843,2918,3572,1411,1855,2553,1727,935,375909,296144,255041,10782,3643,8149,11909,9273,5996,4457,7089,2300,5890,7808,5745,3566,3190,8721,2446,5465,6540,5019,3230,1882,10551,6435,8326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11072,6029,6766,7075,6321,4263,6538,3722,3661,3177,7198,4537,4259,4980,4133,3047,5107,2729,2968,2771,8547,3836,4614,5232,3843,2918,3572,2487,2553,1833,10782,3643,8149,11909,11706,7089,2300,5890,7808,7209,8721,2446,5465,6540,6396,10770,11376,10128,7616,4358,3184,3174,872,916,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0034,0000007,12034,2562,5889,5890,5950,7514,5050,7498,3305,3649,5287,4124,2384,8955,1934,3693,4116,4050,4468,3779,5849,2291,2764,3799,3272,1983,7244,1624,3983,4263,3989,4895,3104,4825,2303,2369,2969,2136,1352,450926,368972,258565,11897,3034,7600,12221,11235,7727,5226,8066,1950,5161,7274,7359,4641,3080,7411,1637,5045,7188,5095,3813,2769,11848,8142,6990,12080,279,279,279,279,279,279,279,279,279,279,279,12080,11950,9558,11276,5371,3910,3791,1053,551,877,1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12034,6236,5890,5950,7514,5050,7498,5372,5287,4520,8955,4082,4116,4050,4468,3779,5849,3920,3799,3697,7244,4146,4263,3989,4895,3104,4825,3544,2969,2495,11897,3034,7600,12221,11648,8066,1950,5161,7274,8177,7411,1637,5045,7188,5585,12080,11950,9558,11276,5371,3910,3791,1053,1108,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0034,0000008,4943,2265,2761,2669,1954,2109,1298,1939,1091,854,1550,1295,1022,3296,1621,2086,1968,1431,1531,1272,1719,726,677,1211,1040,776,3320,1254,1731,1856,1368,1130,549,820,670,461,953,590,545,162170,130072,95312,5061,1027,3137,5211,4154,2180,1110,3341,816,2418,3375,2952,1251,698,3256,387,1851,2883,1894,1204,536,4633,3109,3048,,,,,,,,,,,,,,,,,,,,,,,,4913,3784,3885,3155,1795,298,122,266,876,391,828,775,4900,4451,2710,3672,648,477,424,1605,957,1084,2501,,,,,,,,,4943,3836,2669,1954,2109,1298,1939,1520,1550,1718,3296,2886,1968,1431,1531,1272,1719,1086,1211,1295,3320,1963,1856,1368,1130,549,820,889,953,796,5061,1027,3137,5211,4417,3341,816,2418,3375,3123,3256,387,1851,2883,2032,,,,,,,,,,4913,5161,4168,3466,706,1697,965,1249,2403,,,,,,
ACSSF,2010m1,co,000,0034,0000009,3707,1127,2099,1651,1287,943,383,456,417,339,515,745,766,2527,693,1398,1143,943,786,343,437,219,285,434,740,569,2189,655,1406,1194,785,604,193,177,348,171,230,106,327,98365,80804,47320,3784,788,1588,3132,2502,933,520,2464,633,1048,1938,1734,683,366,2256,255,1148,2041,1132,419,193,3224,2254,1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3707,2205,1651,1287,943,383,456,491,515,1032,2527,1541,1143,943,786,343,437,296,434,898,2189,1392,1194,785,604,193,177,382,230,347,3784,788,1588,3132,2610,2464,633,1048,1938,1871,2256,255,1148,2041,1183,,,,,,,,,,3784,3885,3155,1795,298,876,391,828,775,,,,,,
ACSSF,2010m1,co,000,0034,0000010,4974,1962,1919,2305,1767,2004,1215,1865,879,736,1529,1131,757,3287,1425,1373,1799,1328,1366,1224,1656,673,607,1132,794,517,2737,1154,1337,1416,1109,1035,521,798,549,426,875,595,480,160770,125859,82805,4712,588,2636,4377,3217,2034,998,3094,457,2085,2712,2114,1087,603,2671,280,1420,2313,1643,1156,509,4326,2847,2557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4974,3001,2305,1767,2004,1215,1865,1258,1529,1390,3287,2127,1799,1328,1366,1224,1656,985,1132,985,2737,1777,1416,1109,1035,521,798,722,875,701,4712,588,2636,4377,3492,3094,457,2085,2712,2228,2671,280,1420,2313,1823,,,,,,,,,,4900,4451,2710,3672,648,1605,957,1084,2501,,,,,,
