ACSSF,2010e1,co,000,0058,0000001,3328045,24450,163,354,1423,4397,8644,6229,7650,37045,13623,37928,45006,49679,58072,48769,629426,129900,221119,532205,260733,779055,312761,69802,49612,1211230,54813,83389,45246,67722,96466,102737,8924,100953,240308,137906,51754,59087,49526,48113,64286,1211230,601861,185270,82299,7159,43298,6551,45963,322479,154613,16007,76408,18750,56701,94112,43703,4645,20805,12066,12893,609369,218002,74008,22173,37429,20763,63629,319090,91476,40916,57409,52501,76788,72277,13198,10053,4959,27275,16792,1330194,63148,88776,52190,76918,113506,106096,10623,109261,252701,147848,61158,66222,56279,53771,71697,3328045,24450,21210,44695,51551,45006,49679,58072,48769,629426,129900,221119,532205,260733,779055,312761,69802,49612,1211230,459297,100953,240308,137906,272766,1113210,416772,92877,220260,129740,253561,23826,8146,2095,6029,2032,5524,4395,2008,110,756,635,886,39565,21286,3786,7188,1605,5700,,,,,,,13007,4264,508,3345,1787,3103,16869,6591,1512,2667,2107,3992,1062707,398350,88785,210013,124695,240864,65770,23248,4738,13679,7442,16663
ACSSF,2010e1,co,000,0058,0000002,2561084,21477,163,354,1287,3902,7736,4472,6204,32267,11922,32203,38110,41099,49133,40815,473996,108363,170592,405486,190166,588017,239757,55509,38054,921337,40798,62288,34444,50781,76399,80092,7414,76110,178396,101686,41220,46892,38905,38654,47258,921337,456517,145313,66489,5773,32437,5155,35459,240202,115473,10806,55951,14026,43946,71002,33195,3507,15725,9051,9524,464820,167084,56822,17099,27620,14384,51159,241130,69242,31619,42861,37674,59734,56606,10995,7306,3802,21396,13107,1015049,47385,66295,39321,58618,90087,82375,8814,82876,188541,109129,49306,52652,44374,42952,52324,2561084,21477,17914,38471,44125,38110,41099,49133,40815,473996,108363,170592,405486,190166,588017,239757,55509,38054,921337,352216,76110,178396,101686,212929,841302,316871,69052,162681,95265,197433,20767,7042,1805,5221,1947,4752,3213,1513,0,415,530,755,32505,17677,3369,5558,1275,4626,,,,,,,10676,3702,508,2776,1244,2446,12549,5214,1311,1682,1425,2917,800563,302519,65946,155164,90782,186152,53791,18660,3666,10466,6359,14640
ACSSF,2010e1,co,000,0058,0000003,766961,2973,0,0,136,495,908,1757,1446,4778,1701,5725,6896,8580,8939,7954,155430,21537,50527,126719,70567,191038,73004,14293,11558,289893,14015,21101,10802,16941,20067,22645,1510,24843,61912,36220,10534,12195,10621,9459,17028,289893,145344,39957,15810,1386,10861,1396,10504,82277,39140,5201,20457,4724,12755,23110,10508,1138,5080,3015,3369,144549,50918,17186,5074,9809,6379,12470,77960,22234,9297,14548,14827,17054,15671,2203,2747,1157,5879,3685,315145,15763,22481,12869,18300,23419,23721,1809,26385,64160,38719,11852,13570,11905,10819,19373,766961,2973,3296,6224,7426,6896,8580,8939,7954,155430,21537,50527,126719,70567,191038,73004,14293,11558,289893,107081,24843,61912,36220,59837,271908,99901,23825,57579,34475,56128,3059,1104,290,808,85,772,,,,,,,7060,3609,417,1630,330,1074,,,,,,,2331,562,0,569,543,657,4320,1377,201,985,682,1075,262144,95831,22839,54849,33913,54712,11979,4588,1072,3213,1083,2023
ACSSF,2010e1,co,000,0058,0000004,3048959,22712,163,354,1423,4168,7839,5791,6938,34505,12644,33111,40716,45253,51948,44567,568756,116127,200286,482343,236796,725270,293762,65696,47791,1132519,53132,76670,41954,63660,90191,98309,8180,94931,227929,123516,48213,55239,44419,45386,60790,1132519,563851,177117,79539,6872,41546,5959,43201,300275,145216,14707,71096,16539,52717,86459,40654,4187,19688,10650,11280,568668,207021,69611,21294,36251,19431,60434,296024,84901,38607,54733,46882,70901,65623,12175,9264,4615,24055,15514,1245466,61098,81688,48450,72367,106555,101621,9809,102824,239625,132809,57019,62020,50935,50928,67718,3048959,22712,19738,41443,45755,40716,45253,51948,44567,568756,116127,200286,482343,236796,725270,293762,65696,47791,1132519,432096,94931,227929,123516,254047,1037954,390409,86982,208371,116195,235997,23775,8103,2095,6029,2024,5524,3561,1594,0,684,533,750,38384,21161,3769,7033,1605,4816,,,,,,,12472,4098,508,3215,1564,3087,16015,6501,1512,2534,1595,3873,990752,373474,82914,198699,111663,224002,61679,21595,4714,12931,6630,15809
ACSSF,2010e1,co,000,0058,0000005,2857223,22102,163,354,1232,3599,6916,4741,6376,31013,11655,29544,37424,41402,49103,41836,527965,105076,188030,453505,221514,685222,279842,62490,46119,1073673,51646,71455,39786,60063,85810,95163,8136,90157,214377,115832,45121,52428,42854,43418,57427,1073673,535204,169399,76696,6333,39462,5411,41497,285667,138935,14310,66168,15524,50730,80138,38024,3833,17999,10063,10219,538469,197360,66128,20158,34636,18560,57878,280042,80922,36597,51911,43751,66861,61067,11354,8926,4201,22523,14063,1179980,59367,76090,46035,68349,100337,98475,9679,97943,225526,124341,53359,58650,49023,48901,63905,2857223,22102,17005,37389,41199,37424,41402,49103,41836,527965,105076,188030,453505,221514,685222,279842,62490,46119,1073673,412059,90157,214377,115832,241248,981203,370869,82267,195702,108708,223657,23512,8012,2095,5948,2024,5433,3364,1552,0,644,533,635,38099,21161,3769,6921,1432,4816,,,,,,,11378,3848,508,2565,1564,2893,15792,6420,1453,2534,1571,3814,935261,354441,78281,186322,104336,211881,59594,21014,4632,12106,6446,15396
ACSSF,2010e1,co,000,0058,0000006,1274992,10918,78,284,343,2243,3774,2966,4152,19186,6655,16892,18906,21849,24917,19642,227388,47520,82236,199039,98047,292504,121980,31557,21916,467957,20587,31413,16905,28790,41795,36670,4236,39137,85467,47206,23292,26730,21928,20675,23126,467957,230407,84661,37767,3344,19867,2756,20927,111467,54028,5305,22420,5674,24040,34279,15612,1497,7663,4900,4607,237550,99147,34187,10759,16706,7126,30369,110950,33217,14999,17053,17188,28493,27453,5585,3233,1758,9562,7315,517171,23880,33538,19295,32664,49266,38179,4677,42185,90727,50490,27247,29781,25588,23224,26430,1274992,10918,9688,23338,23547,18906,21849,24917,19642,227388,47520,82236,199039,98047,292504,121980,31557,21916,467957,180396,39137,85467,47206,115751,415794,156822,34796,75218,43540,105418,16517,5850,1563,3957,1359,3788,1669,659,0,248,339,423,18423,10618,1679,3378,597,2151,,,,,,,6522,2725,261,919,722,1895,8906,3659,838,1684,649,2076,395881,149746,33059,71446,40877,100753,28269,9952,2050,4967,3981,7319
ACSSF,2010e1,co,000,0058,0000007,1582231,11184,85,70,889,1356,3142,1775,2224,11827,5000,12652,18518,19553,24186,22194,300577,57556,105794,254466,123467,392718,157862,30933,24203,605716,31059,40042,22881,31273,44015,58493,3900,51020,128910,68626,21829,25698,20926,22743,34301,605716,304797,84738,38929,2989,19595,2655,20570,174200,84907,9005,43748,9850,26690,45859,22412,2336,10336,5163,5612,300919,98213,31941,9399,17930,11434,27509,169092,47705,21598,34858,26563,38368,33614,5769,5693,2443,12961,6748,662809,35487,42552,26740,35685,51071,60296,5002,55758,134799,73851,26112,28869,23435,25677,37475,1582231,11184,7317,14051,17652,18518,19553,24186,22194,300577,57556,105794,254466,123467,392718,157862,30933,24203,605716,231663,51020,128910,68626,125497,565409,214047,47471,120484,65168,118239,6995,2162,532,1991,665,1645,1695,893,0,396,194,212,19676,10543,2090,3543,835,2665,,,,,,,4856,1123,247,1646,842,998,6886,2761,615,850,922,1738,539380,204695,45222,114876,63459,111128,31325,11062,2582,7139,2465,8077
ACSSF,2010e1,co,000,0058,0000008,191736,610,0,0,191,569,923,1050,562,3492,989,3567,3292,3851,2845,2731,40791,11051,12256,28838,15282,40048,13920,3206,1672,58846,1486,5215,2168,3597,4381,3146,44,4774,13552,7684,3092,2811,1565,1968,3363,58846,28647,7718,2843,539,2084,548,1704,14608,6281,397,4928,1015,1987,6321,2630,354,1689,587,1061,30199,9661,3483,1136,1615,871,2556,15982,3979,2010,2822,3131,4040,4556,821,338,414,1532,1451,65486,1731,5598,2415,4018,6218,3146,130,4881,14099,8468,3660,3370,1912,2027,3813,191736,610,2733,4054,4556,3292,3851,2845,2731,40791,11051,12256,28838,15282,40048,13920,3206,1672,58846,20037,4774,13552,7684,12799,56751,19540,4715,12669,7487,12340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55491,19033,4633,12377,7327,12121,2085,581,82,825,184,413
ACSSF,2010e1,co,000,0058,0000009,62310,190,0,0,191,569,248,207,427,792,332,1818,1287,1106,957,1034,13531,4210,4086,9455,4436,11167,4431,1120,716,17434,366,1547,805,942,1144,819,44,886,3430,2840,982,1506,695,403,1025,17434,8309,3214,867,66,1129,282,870,3179,1920,141,483,313,322,1916,758,79,385,70,624,9125,3315,1111,0,523,527,1154,4169,775,462,812,941,1179,1641,236,138,98,707,462,19558,366,1647,902,1196,1597,819,102,886,3519,3028,1298,1776,925,403,1094,62310,190,1215,1219,2150,1287,1106,957,1034,13531,4210,4086,9455,4436,11167,4431,1120,716,17434,5667,886,3430,2840,4611,16834,5561,827,3152,2778,4516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16344,5290,827,3152,2778,4297,,,,,,
ACSSF,2010e1,co,000,0058,0000010,129426,420,0,0,0,0,675,843,135,2700,657,1749,2005,2745,1888,1697,27260,6841,8170,19383,10846,28881,9489,2086,956,41412,1120,3668,1363,2655,3237,2327,0,3888,10122,4844,2110,1305,870,1565,2338,41412,20338,4504,1976,473,955,266,834,11429,4361,256,4445,702,1665,4405,1872,275,1304,517,437,21074,6346,2372,1136,1092,344,1402,11813,3204,1548,2010,2190,2861,2915,585,200,316,825,989,45928,1365,3951,1513,2822,4621,2327,28,3995,10580,5440,2362,1594,987,1624,2719,129426,420,1518,2835,2406,2005,2745,1888,1697,27260,6841,8170,19383,10846,28881,9489,2086,956,41412,14370,3888,10122,4844,8188,39917,13979,3888,9517,4709,7824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39147,13743,3806,9225,4549,7824,,,,,,
