ACSSF,2010m1,co,000,0122,0000001,15959,4431,8203,7407,4097,9917,5919,4414,6311,7755,11862,9989,5985,6210,14311,2430,2932,4681,1721,2537,1996,3338,4317,5836,8914,3417,2644,3997,11760,711,605,703,411,1709,786,477,1141,4776,6080,8473,4215,2887,12444,893,1788,2532,3049,8392,2946,2249,4244,3353,3993,3022,2087,2181,8452,2523,6700,2051,962,1754,1896,1028,1003,1419,1182,1005,2102,1274,8201,1089,1572,4914,1738,3486,3498,742,846,1638,1827,1794,1574,938
ACSSF,2010m1,co,000,0122,0000002,19123,2797,6742,6566,3574,8878,5553,3537,5285,7514,10779,9120,5365,5177,12894,1577,2565,4098,1636,2356,1907,2745,3716,5754,7994,2855,2298,3422,10936,362,495,678,410,1763,752,476,813,3966,5235,7684,3946,2501,10086,665,1655,2376,2698,7171,2722,2197,3877,3266,3380,2665,1758,2033,7065,1899,5527,1831,742,1469,1735,944,904,1268,1032,821,1880,1186,7731,587,1422,4406,1738,3115,3069,743,817,1461,1468,1669,1512,709
ACSSF,2010m1,co,000,0122,0000003,13561,3280,3848,3619,2110,4654,2816,1936,3636,4622,5492,4027,2937,3180,7550,1696,1554,2459,656,1210,847,1553,2630,3093,4280,1890,1615,1922,4881,620,336,217,83,793,149,14,649,2352,2161,3043,1283,1625,7025,681,906,1206,1419,3850,1527,664,1704,1532,2045,1464,957,1170,4468,1871,3041,797,634,929,765,526,340,591,485,468,1142,480,4165,860,609,2293,747,1356,1890,217,224,493,925,671,910,524
ACSSF,2010m1,co,000,0122,0000004,15331,3846,7469,7158,3786,9556,5718,4407,5974,7765,11152,9055,5369,6253,14076,2107,2902,4584,1728,2450,1891,3288,4374,5801,8392,3251,2573,4159,10804,585,561,678,418,1567,740,478,972,4444,6029,7641,4004,2776,12114,769,1707,2523,2846,7839,2876,2292,4106,3263,3897,2942,1974,2112,8301,2294,6316,1927,800,1606,1473,1018,992,1404,1174,893,2016,1226,8254,971,1440,4861,1716,3377,3637,696,846,1615,1819,1805,1543,877
ACSSF,2010m1,co,000,0122,0000005,14586,3126,6922,6950,3730,9368,5458,4363,5411,7601,10369,8098,5175,6068,13645,1863,2788,4652,1659,2341,1864,3297,4106,5824,7897,2923,2548,3928,10457,508,544,606,413,1503,741,449,851,4293,5828,7027,3838,2732,11253,770,1603,2527,2737,7624,2818,2284,3971,3286,3739,2678,1929,1956,7635,1752,5915,1912,744,1560,1469,1047,984,1362,1175,812,1766,1248,7956,880,1461,4284,1636,3329,3552,696,846,1524,1829,1810,1534,877
ACSSF,2010m1,co,000,0122,0000006,10355,1598,4633,4756,2552,5639,3085,2948,3783,5733,8159,6162,3170,4044,9307,1056,1581,2425,1080,1881,1157,2131,2375,3898,5996,2134,1682,2701,7237,287,369,376,178,1337,524,393,686,2890,3767,5608,2516,1859,7459,442,976,1447,1884,4738,1563,1568,2808,2463,2385,2107,1280,1538,5239,1002,4024,1504,593,1028,986,687,528,890,802,667,1250,825,4951,425,1052,2965,1186,2266,2049,523,677,1286,981,1587,1296,501
ACSSF,2010m1,co,000,0122,0000007,11228,2286,5016,4783,2824,6767,3835,3579,4412,5587,7574,5909,3989,4493,11185,1555,2299,3520,1362,1523,1510,2755,3673,4618,6335,2387,2105,2661,7139,492,409,498,389,839,483,260,510,2649,3854,4910,2781,2273,8963,571,1233,2199,2268,5993,2250,1677,2800,2357,2855,1864,1434,1298,5279,1200,4133,1040,489,1081,1164,892,833,1008,733,492,1382,919,5894,679,813,3326,1170,2291,2720,495,488,932,1462,776,1170,614
ACSSF,2010m1,co,000,0122,0000008,4841,1911,1889,1858,882,2264,1093,666,1690,2224,2058,3532,1497,1993,2951,857,711,384,433,530,386,248,1251,1389,1780,1413,678,1025,2795,230,126,208,74,653,62,192,439,924,1165,2838,1050,760,3318,273,535,444,684,1826,674,533,1026,926,891,1021,366,1033,2475,1394,1707,166,235,517,305,232,136,341,54,361,813,517,2017,305,241,1739,385,415,799,279,279,288,172,148,388,25
ACSSF,2010m1,co,000,0122,0000009,3885,978,1181,1401,534,1058,477,319,1016,1069,1522,1802,832,888,1929,398,304,355,277,184,130,172,638,679,1155,1038,399,667,2010,93,126,208,74,289,279,192,238,367,876,1398,652,401,1645,279,278,227,348,969,191,151,575,633,643,325,194,307,1627,880,1017,279,181,232,171,107,60,310,279,55,347,361,1672,113,78,1441,305,301,389,279,279,25,87,279,88,279
ACSSF,2010m1,co,000,0122,0000010,4822,1515,1752,1378,675,1806,1019,613,1283,1719,1850,3136,1183,1614,2892,776,682,183,276,503,352,180,938,1187,1504,1067,534,712,2621,201,279,279,279,552,62,279,370,846,939,2571,784,719,2885,273,447,365,570,1443,650,530,874,654,584,975,318,980,1966,1050,1549,166,188,489,253,220,151,138,54,357,738,367,1506,283,223,1215,180,299,704,279,279,287,140,148,375,25
ACSSF,2010m1,co,000,0122,0000011,5576,2238,2437,1504,942,2421,1869,843,1547,2267,3100,2721,1563,1750,3324,1307,790,760,228,592,503,807,977,1526,2479,1058,781,1133,3092,303,215,199,26,571,191,85,462,1283,1069,2246,993,858,2871,388,498,433,684,2222,898,337,964,760,861,941,465,721,2707,1462,1988,480,398,526,1197,201,257,243,190,306,507,274,1926,498,591,1126,284,668,933,247,19,312,358,408,260,381
ACSSF,2010m1,co,000,0122,0000012,6784,2757,3459,2373,1373,2958,2196,1156,2675,3074,3644,4742,2284,2782,4347,1434,933,840,470,750,624,870,1678,1929,2858,1885,1052,1433,4619,401,262,299,80,778,201,216,637,1573,1555,3833,1569,1180,4344,541,787,613,939,2972,1237,664,1430,1220,1260,1306,668,1237,3760,2025,2857,511,523,792,1250,286,292,425,200,471,976,581,2417,589,671,1949,464,740,1220,247,19,418,391,415,477,382
ACSSF,2010m1,co,000,0122,0000013,4159,920,2427,2440,1904,3138,2096,1329,1816,2880,2514,2194,2070,1652,3187,428,835,1448,662,618,563,827,1236,1810,1753,923,564,1025,3265,56,147,206,271,460,189,167,340,1600,1453,1870,1607,885,3701,391,509,897,1281,2486,1180,725,1310,1419,1246,762,625,663,2921,693,2322,494,383,550,448,607,443,783,246,197,669,444,3193,89,568,1748,950,1116,1634,126,215,592,468,221,587,191
ACSSF,2010m1,co,000,0122,0000014,4558,604,2508,2289,1595,3412,2178,1868,2554,3076,3613,3362,1911,1651,4839,507,999,955,734,901,740,1430,1640,2648,3000,1183,636,1005,4026,26,86,101,84,552,537,126,286,1107,1965,2979,1125,981,3594,409,519,774,979,3011,1099,1173,1658,1419,1397,960,743,635,2867,278,2268,553,278,694,663,397,294,538,380,457,655,584,2785,279,440,1697,829,1276,1352,189,567,553,885,570,714,228
ACSSF,2010m1,co,000,0122,0000015,3511,498,1262,2025,867,1813,1189,985,1308,2426,3448,2062,1703,1056,3033,275,666,1549,494,465,649,847,737,2283,3345,1126,864,849,2409,286,279,123,247,243,128,279,121,1048,1056,1765,1135,433,2534,123,157,954,653,1519,409,482,1048,853,884,601,456,388,1214,233,1033,209,92,338,279,90,137,174,86,279,266,279,1816,186,125,859,266,663,705,156,109,351,184,292,311,279
