ACSSF,2010e1,co,000,0026,0000001,497105,68670,19583,4092,15491,15314,9523,5791,6698,4485,2213,27075,22975,4100,105946,42697,9264,33433,26035,18619,7416,17617,14489,3128,19597,18279,1318,274786,6692,1813,241,1572,1407,775,632,645,337,308,2827,2459,368,255732,232085,95772,6044,89728,82971,13324,69647,31023,11437,19586,22319,12834,9485,23647,10296,628,9668,7189,2376,4813,4612,2739,1873,1550,1086,464,12362,5172,581,4591,3069,1378,1691,2333,1280,1053,1788,1670,118,47703,24219,2878,21341,10335,4604,5731,4202,2125,2077,8947,6824,2123,497105,68670,19583,15314,9523,5791,6698,4485,2213,27075,22975,4100,105946,42697,26035,18619,7416,17617,14489,3128,19597,18279,1318,274786,232085,95772,82971,13324,69647,31023,11437,19586,22319,12834,9485,42701,17281,11665,4529,7136,7590,4356,3234,6165,5215,950,47703,24219,10335,4604,5731,4202,2125,2077,8947,6824,2123
ACSSF,2010e1,co,000,0026,0000002,427581,54415,15143,2360,12783,12480,7954,4526,4714,2891,1823,22078,19108,2970,89940,37990,7906,30084,20667,14927,5740,14835,12007,2828,16448,15225,1223,243501,5381,1320,40,1280,1278,775,503,645,337,308,2138,1908,230,227843,206034,86852,5213,81639,73268,11363,61905,26720,9185,17535,19194,11075,8119,21809,9516,516,9000,6677,2009,4668,4102,2311,1791,1514,1050,464,10277,4550,520,4030,2102,894,1208,2157,1104,1053,1468,1350,118,39725,21174,2503,18671,7948,3410,4538,3375,1693,1682,7228,5648,1580,427581,54415,15143,12480,7954,4526,4714,2891,1823,22078,19108,2970,89940,37990,20667,14927,5740,14835,12007,2828,16448,15225,1223,243501,206034,86852,73268,11363,61905,26720,9185,17535,19194,11075,8119,37467,15386,10057,3678,6379,6904,3752,3152,5120,4308,812,39725,21174,7948,3410,4538,3375,1693,1682,7228,5648,1580
ACSSF,2010e1,co,000,0026,0000003,69524,14255,4440,1732,2708,2834,1569,1265,1984,1594,390,4997,3867,1130,16006,4707,1358,3349,5368,3692,1676,2782,2482,300,3149,3054,95,31285,1311,493,201,292,129,0,129,0,0,0,689,551,138,27889,26051,8920,831,8089,9703,1961,7742,4303,2252,2051,3125,1759,1366,1838,780,112,668,512,367,145,510,428,82,36,36,0,2085,622,61,561,967,484,483,176,176,0,320,320,0,7978,3045,375,2670,2387,1194,1193,827,432,395,1719,1176,543,69524,14255,4440,2834,1569,1265,1984,1594,390,4997,3867,1130,16006,4707,5368,3692,1676,2782,2482,300,3149,3054,95,31285,26051,8920,9703,1961,7742,4303,2252,2051,3125,1759,1366,5234,1895,1608,851,757,686,604,82,1045,907,138,7978,3045,2387,1194,1193,827,432,395,1719,1176,543
ACSSF,2010e1,co,000,0026,0000004,469345,65688,19100,4092,15008,14859,9281,5578,6109,4207,1902,25620,21843,3777,103393,41424,9187,32237,25695,18603,7092,17316,14243,3073,18958,17660,1298,253724,6619,1757,241,1516,1407,775,632,645,337,308,2810,2442,368,236619,214961,87546,5837,81709,77276,12472,64804,29144,10786,18358,20995,12167,8828,21658,9468,403,9065,6488,2049,4439,4219,2491,1728,1483,1019,464,10486,4611,511,4100,2441,1334,1107,1646,1280,366,1788,1670,118,46540,24048,2778,21270,10001,4442,5559,4038,2032,2006,8453,6465,1988,469345,65688,19100,14859,9281,5578,6109,4207,1902,25620,21843,3777,103393,41424,25695,18603,7092,17316,14243,3073,18958,17660,1298,253724,214961,87546,77276,12472,64804,29144,10786,18358,20995,12167,8828,38763,15836,10336,4158,6178,6510,4108,2402,6081,5131,950,46540,24048,10001,4442,5559,4038,2032,2006,8453,6465,1988
ACSSF,2010e1,co,000,0026,0000005,441924,63705,18765,4068,14697,14437,9067,5370,6109,4207,1902,24394,20749,3645,101652,40492,8941,31551,25251,18159,7092,17026,14115,2911,18883,17585,1298,233400,6269,1757,241,1516,1116,484,632,645,337,308,2751,2383,368,216908,195962,79912,5427,74485,72114,11506,60608,24765,8838,15927,19171,11936,7235,20946,9187,403,8784,6411,2049,4362,4004,2313,1691,1344,1019,325,10223,4363,511,3852,2441,1334,1107,1631,1265,366,1788,1670,118,43167,21254,2778,18476,9685,4351,5334,3944,2032,1912,8284,6296,1988,441924,63705,18765,14437,9067,5370,6109,4207,1902,24394,20749,3645,101652,40492,25251,18159,7092,17026,14115,2911,18883,17585,1298,233400,195962,79912,72114,11506,60608,24765,8838,15927,19171,11936,7235,37438,15307,9968,3867,6101,6280,3915,2365,5883,5072,811,43167,21254,9685,4351,5334,3944,2032,1912,8284,6296,1988
ACSSF,2010e1,co,000,0026,0000006,250265,29528,9334,2293,7041,5810,4412,1398,2888,1649,1239,11496,9923,1573,53356,22802,5380,17422,13988,9701,4287,8416,6692,1724,8150,7504,646,141690,3888,1303,105,1198,864,413,451,249,0,249,1472,1242,230,131937,119222,50234,3194,47040,43706,5717,37989,13713,4676,9037,11569,6794,4775,12715,5948,130,5818,3163,1022,2141,2744,1636,1108,860,602,258,5865,2123,196,1927,2040,1009,1031,936,642,294,766,684,82,25691,15353,2338,13015,4374,2206,2168,1975,1020,955,3989,2768,1221,250265,29528,9334,5810,4412,1398,2888,1649,1239,11496,9923,1573,53356,22802,13988,9701,4287,8416,6692,1724,8150,7504,646,141690,119222,50234,43706,5717,37989,13713,4676,9037,11569,6794,4775,22468,9374,6067,2444,3623,3929,2278,1651,3098,2528,570,25691,15353,4374,2206,2168,1975,1020,955,3989,2768,1221
ACSSF,2010e1,co,000,0026,0000007,191659,34177,9431,1775,7656,8627,4655,3972,3221,2558,663,12898,10826,2072,48296,17690,3561,14129,11263,8458,2805,8610,7423,1187,10733,10081,652,91710,2381,454,136,318,252,71,181,396,337,59,1279,1141,138,84971,76740,29678,2233,27445,28408,5789,22619,11052,4162,6890,7602,5142,2460,8231,3239,273,2966,3248,1027,2221,1260,677,583,484,417,67,4358,2240,315,1925,401,325,76,695,623,72,1022,986,36,17476,5901,440,5461,5311,2145,3166,1969,1012,957,4295,3528,767,191659,34177,9431,8627,4655,3972,3221,2558,663,12898,10826,2072,48296,17690,11263,8458,2805,8610,7423,1187,10733,10081,652,91710,76740,29678,28408,5789,22619,11052,4162,6890,7602,5142,2460,14970,5933,3901,1423,2478,2351,1637,714,2785,2544,241,17476,5901,5311,2145,3166,1969,1012,957,4295,3528,767
ACSSF,2010e1,co,000,0026,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0026,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0026,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0026,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27760,2982,483,455,242,213,589,278,311,1455,1132,323,2553,1273,340,16,324,301,246,55,639,619,20,21062,17124,8226,5695,852,4843,1879,651,1228,1324,667,657,3938,1445,1329,371,958,1080,248,832,84,84,0,1163,171,334,162,172,164,93,71,494,359,135
ACSSF,2010e1,co,000,0026,0000012,55181,4965,818,24,794,877,456,421,589,278,311,2681,2226,455,4294,2205,323,1882,784,460,324,591,374,217,714,694,20,41386,423,56,0,56,291,291,0,0,0,0,76,76,0,38824,36123,15860,617,15243,10857,1818,9039,6258,2599,3659,3148,898,2250,2701,1109,225,884,778,327,451,608,426,182,206,67,139,2139,809,70,739,628,44,584,702,15,687,0,0,0,4536,2965,100,2865,650,253,397,258,93,165,663,528,135,55181,4965,818,877,456,421,589,278,311,2681,2226,455,4294,2205,784,460,324,591,374,217,714,694,20,41386,36123,15860,10857,1818,9039,6258,2599,3659,3148,898,2250,5263,1974,1697,662,1035,1310,441,869,282,143,139,4536,2965,650,253,397,258,93,165,663,528,135
ACSSF,2010e1,co,000,0026,0000013,67082,5140,2474,546,1928,282,217,65,528,471,57,1856,1631,225,10371,2432,317,2115,3371,2588,783,2007,1711,296,2561,2353,208,49122,622,136,136,0,0,0,0,64,64,0,422,422,0,47554,43596,17180,1880,15300,16403,2359,14044,5682,1788,3894,4331,2807,1524,3958,2254,0,2254,629,116,513,954,491,463,121,54,67,946,488,94,394,202,51,151,188,0,188,68,68,0,2449,809,145,664,912,482,430,199,84,115,529,449,80,67082,5140,2474,282,217,65,528,471,57,1856,1631,225,10371,2432,3371,2588,783,2007,1711,296,2561,2353,208,49122,43596,17180,16403,2359,14044,5682,1788,3894,4331,2807,1524,5526,2878,831,167,664,1206,555,651,611,544,67,2449,809,912,482,430,199,84,115,529,449,80
ACSSF,2010e1,co,000,0026,0000014,89696,10605,2670,454,2216,2680,1894,786,1274,796,478,3981,3506,475,24703,8818,1834,6984,5924,3563,2361,4480,3868,612,5481,5154,327,41445,2187,282,40,242,827,416,411,362,155,207,716,486,230,36698,30218,14000,1221,12779,11480,1478,10002,3152,1237,1915,1586,1165,421,6480,2362,0,2362,2162,277,1885,1577,693,884,379,121,258,2560,1104,199,905,1112,487,625,211,211,0,133,133,0,12943,6444,1103,5341,4078,1911,2167,968,714,254,1453,1012,441,89696,10605,2670,2680,1894,786,1274,796,478,3981,3506,475,24703,8818,5924,3563,2361,4480,3868,612,5481,5154,327,41445,30218,14000,11480,1478,10002,3152,1237,1915,1586,1165,421,11227,3748,4101,1180,2921,2150,1059,1091,1228,740,488,12943,6444,4078,1911,2167,968,714,254,1453,1012,441
ACSSF,2010e1,co,000,0026,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30085,6194,2608,1726,1132,594,171,116,55,1689,1446,243,9218,4790,1580,1541,39,1771,1609,162,1077,1021,56,12358,9720,2956,4279,1061,3218,1128,417,711,1357,666,691,2638,1914,143,143,0,273,102,171,308,308,0,2315,914,592,263,329,233,178,55,576,350,226
