ACSSF,2010e1,co,000,0016,0000001,5049071,4001371,1047700,811192,23192,5121,1869,34184,1830,8865,6726,1414,2178,13128,43,15857,1752,859,1376,4382,574,0,5884,103,927,0,156285,57436,40870,6935,51044,5049071,4001371,3528477,189658,26890,131852,4313,6092,114089,4947,109142,1047700,679888,8459,22718,1944,609,275934,58148,27810,30338,5049071,4001371,1047700,5049071,4001371,1047700,811192,23192,5121,1869,34184,15857,156285,5049071,4001371,3528477,189658,26890,131852,4313,6092,114089,4947,109142,1047700
ACSSF,2010e1,co,000,0016,0000002,3923892,3023673,900219,707304,18415,4200,1605,31675,1658,7928,6608,1105,2023,12310,43,13810,1502,859,964,3632,549,0,5624,103,577,0,123210,45936,30635,5140,41499,3923892,3023673,2626856,171842,19195,109005,3584,3741,89450,4540,84910,900219,574522,8081,20264,1849,609,250769,44125,21398,22727,3923892,3023673,900219,3923892,3023673,900219,707304,18415,4200,1605,31675,13810,123210,3923892,3023673,2626856,171842,19195,109005,3584,3741,89450,4540,84910,900219
ACSSF,2010e1,co,000,0016,0000003,1125179,977698,147481,103888,4777,921,264,2509,172,937,118,309,155,818,0,2047,250,0,412,750,25,0,260,0,350,0,33075,11500,10235,1795,9545,1125179,977698,901621,17816,7695,22847,729,2351,24639,407,24232,147481,105366,378,2454,95,0,25165,14023,6412,7611,1125179,977698,147481,1125179,977698,147481,103888,4777,921,264,2509,2047,33075,1125179,977698,901621,17816,7695,22847,729,2351,24639,407,24232,147481
ACSSF,2010e1,co,000,0016,0000004,4642008,3683731,958277,748576,22590,5035,1841,31836,1715,8063,6656,1414,1871,12074,43,13872,1685,807,1376,4153,574,0,4447,103,727,0,134527,49995,36247,4547,43738,4642008,3683731,3227666,186960,22168,129059,4178,5582,108118,4614,103504,958277,612674,8328,20656,1901,609,263956,50153,25033,25120,4642008,3683731,958277,4642008,3683731,958277,748576,22590,5035,1841,31836,13872,134527,4642008,3683731,3227666,186960,22168,129059,4178,5582,108118,4614,103504,958277
ACSSF,2010e1,co,000,0016,0000005,4365335,3462970,902365,703295,21935,4976,1070,30879,1715,7934,6461,1171,1871,11684,43,13599,1491,807,1376,4099,549,0,4447,103,727,0,126611,48189,34381,4502,39539,4365335,3462970,3023559,179516,18530,127167,4113,5165,104920,4327,100593,902365,570305,8096,19984,1872,485,253746,47877,24359,23518,4365335,3462970,902365,4365335,3462970,902365,703295,21935,4976,1070,30879,13599,126611,4365335,3462970,3023559,179516,18530,127167,4113,5165,104920,4327,100593,902365
ACSSF,2010e1,co,000,0016,0000006,1974647,1481196,493451,390407,13998,2238,775,19301,294,4327,4519,930,1003,8185,43,7324,393,217,981,2201,230,0,2637,103,562,0,59408,22785,15211,1389,20023,1974647,1481196,1210339,139602,8813,63734,2758,2722,53228,3061,50167,493451,294004,6244,13070,1066,485,151387,27195,12923,14272,1974647,1481196,493451,1974647,1481196,493451,390407,13998,2238,775,19301,7324,59408,1974647,1481196,1210339,139602,8813,63734,2758,2722,53228,3061,50167,493451
ACSSF,2010e1,co,000,0016,0000007,2390688,1981774,408914,312888,7937,2738,295,11578,1421,3607,1942,241,868,3499,0,6275,1098,590,395,1898,319,0,1810,0,165,0,67203,25404,19170,3113,19516,2390688,1981774,1813220,39914,9717,63433,1355,2443,51692,1266,50426,408914,276301,1852,6914,806,0,102359,20682,11436,9246,2390688,1981774,408914,2390688,1981774,408914,312888,7937,2738,295,11578,6275,67203,2390688,1981774,1813220,39914,9717,63433,1355,2443,51692,1266,50426,408914
ACSSF,2010e1,co,000,0016,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276673,220761,204107,7444,3638,1892,65,417,3198,287,2911,55912,42369,232,672,29,124,10210,2276,674,1602,276673,220761,55912,276673,220761,55912,45281,655,59,771,957,273,7916,276673,220761,204107,7444,3638,1892,65,417,3198,287,2911,55912
ACSSF,2010e1,co,000,0016,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92982,72431,65365,4569,1015,425,0,0,1057,142,915,20551,17096,60,134,0,71,2179,1011,287,724,92982,72431,20551,,,,,,,,,,,92982,72431,65365,4569,1015,425,0,0,1057,142,915,20551
ACSSF,2010e1,co,000,0016,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183691,148330,138742,2875,2623,1467,65,417,2141,145,1996,35361,25273,172,538,29,53,8031,1265,387,878,183691,148330,35361,183691,148330,35361,29324,573,59,0,780,219,4406,183691,148330,138742,2875,2623,1467,65,417,2141,145,1996,35361
