ACSSF,2010e1,co,000,0019,0000001,6126307,1129,241,116,243886,17119,728,1313,951,4282,2343,795,1383,1918,3406,4220,250,2873,23429,1711,7007,1768,28859,2486,1377,19044,0,1717,8141,231,41152,6682,45505,92816,7474,546902,1875,111207,12318,155790,28740,1084080,217,18331,56,21284,959,6658,613597,1241,251804,1269,9701,365,379,166,232,12493,112098,2072,125929,9733,5489,55723,16560,65306,129386,2326,4295,8594,6314,0,34440,0,8128,1519,0,384,1012,481,0,4114,898,2708,57,0,13031,2108,131292,24786,1421,10234,46566,7076,40,65,358,79,181,85,953,4789,39,0,487,0,5841,1881929,6126307,243886,17119,28859,41152,45505,92816,546902,111207,155790,28740,1084080,18331,21284,613597,251804,9701,112098,125929,9733,55723,65306,129386,8594,34440,131292,24786,10234,46566,7076,2054371
ACSSF,2010e1,co,000,0019,0000002,4743761,1129,241,55,180846,14869,369,1313,951,3494,2162,56,1254,1918,3352,3535,250,2400,18976,1291,4548,1501,22514,1489,880,12711,0,1421,6513,147,31275,5150,32252,68277,6378,405197,1334,88631,9406,118132,20868,790997,217,14321,56,15248,487,6069,461206,1115,195687,702,7710,365,313,166,158,10484,86406,1377,100979,5983,4428,44510,11525,46732,95022,2141,3396,6829,4797,0,31369,0,7709,1405,0,384,1012,481,0,4114,755,2708,57,0,11550,1194,99630,18266,1408,7881,34056,5487,40,65,60,79,58,48,817,4075,39,0,206,0,4472,1559550,4743761,180846,14869,22514,31275,32252,68277,405197,88631,118132,20868,790997,14321,15248,461206,195687,7710,86406,100979,5983,44510,46732,95022,6829,31369,99630,18266,7881,34056,5487,1692581
ACSSF,2010e1,co,000,0019,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1382546,63040,2250,6345,9877,13253,24539,141705,22576,37658,7872,293083,4010,6036,152391,56117,1991,25692,24950,3750,11213,18574,34364,1765,3071,31662,6520,2353,12510,1589,361790
ACSSF,2010e1,co,000,0019,0000004,5648054,1129,241,61,224014,16355,728,1313,951,3772,2343,795,1183,1918,3352,4220,250,2391,21801,1089,6580,1600,27885,2293,1085,18059,0,1704,7944,231,38983,6484,40342,84321,6989,498996,1875,104105,11643,143640,26600,992793,199,17708,56,19908,959,6658,558326,1115,235286,1207,9423,365,313,117,158,11710,102481,1788,118584,9001,5335,52928,14529,58857,118003,2312,3894,8406,6236,0,34279,0,8120,1519,0,384,1012,481,0,4053,806,2708,57,0,13031,2108,121680,22160,1421,9992,42672,7076,40,65,358,79,181,85,953,4789,39,0,487,0,5393,1741816,5648054,224014,16355,27885,38983,40342,84321,498996,104105,143640,26600,992793,17708,19908,558326,235286,9423,102481,118584,9001,52928,58857,118003,8406,34279,121680,22160,9992,42672,7076,1903250
ACSSF,2010e1,co,000,0019,0000005,5319264,1129,241,61,214571,15890,728,1258,915,3497,2343,739,1140,1918,3352,4023,250,1920,20438,1089,6364,1600,26723,2293,1085,17306,0,1599,7609,147,35861,5933,37187,77893,6857,466384,1851,101867,11371,134949,24583,922343,199,16938,56,19074,780,6391,522658,1115,223918,1088,9213,365,313,117,158,11205,95860,1602,112110,8832,5027,49975,13762,54014,111875,2247,3492,7757,5957,0,31634,0,7299,1519,0,384,1012,481,0,2385,806,2708,57,0,12875,2108,113634,20904,1421,9844,40548,6694,40,65,358,79,181,48,953,4444,39,0,487,0,5264,1651806,5319264,214571,15890,26723,35861,37187,77893,466384,101867,134949,24583,922343,16938,19074,522658,223918,9213,95860,112110,8832,49975,54014,111875,7757,31634,113634,20904,9844,40548,6694,1805531
ACSSF,2010e1,co,000,0019,0000006,2369892,890,74,0,78387,9881,474,1055,749,1778,1938,739,645,892,1611,2122,250,632,8065,383,2577,593,11761,842,722,6499,0,360,2571,0,14516,2273,15130,31844,3042,188046,1173,45656,3955,55591,10954,361711,199,6722,56,8089,452,2707,215575,638,92102,614,4695,365,189,67,0,5509,40115,503,46609,3949,2464,21526,4433,20596,44858,998,1149,2903,2887,0,21730,0,6563,657,0,0,667,399,0,1419,286,2319,0,0,8257,1163,47484,8334,435,5089,16967,4641,40,65,303,79,181,0,661,3170,39,0,103,0,2435,871308,2369892,78387,9881,11761,14516,15130,31844,188046,45656,55591,10954,361711,6722,8089,215575,92102,4695,40115,46609,3949,21526,20596,44858,2903,21730,47484,8334,5089,16967,4641,934431
ACSSF,2010e1,co,000,0019,0000007,2949372,239,167,61,136184,6009,254,203,166,1719,405,0,495,1026,1741,1901,0,1288,12373,706,3787,1007,14962,1451,363,10807,0,1239,5038,147,21345,3660,22057,46049,3815,278338,678,56211,7416,79358,13629,560632,0,10216,0,10985,328,3684,307083,477,131816,474,4518,0,124,50,158,5696,55745,1099,65501,4883,2563,28449,9329,33418,67017,1249,2343,4854,3070,0,9904,0,736,862,0,384,345,82,0,966,520,389,57,0,4618,945,66150,12570,986,4755,23581,2053,0,0,55,0,0,48,292,1274,0,0,384,0,2829,780498,2949372,136184,6009,14962,21345,22057,46049,278338,56211,79358,13629,560632,10216,10985,307083,131816,4518,55745,65501,4883,28449,33418,67017,4854,9904,66150,12570,4755,23581,2053,871100
ACSSF,2010e1,co,000,0019,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328790,9443,465,1162,3122,3155,6428,32612,2238,8691,2017,70450,770,834,35668,11368,210,6621,6474,169,2953,4843,6128,649,2645,8046,1256,148,2124,382,97719
ACSSF,2010e1,co,000,0019,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106341,3320,92,60,905,1267,2041,9424,1119,2623,1250,22312,143,125,9411,3898,77,1756,1762,51,225,728,2239,360,2545,2658,403,0,717,0,34830
ACSSF,2010e1,co,000,0019,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222449,6123,373,1102,2217,1888,4387,23188,1119,6068,767,48138,627,709,26257,7470,133,4865,4712,118,2728,4115,3889,289,100,5388,853,148,1407,382,62889
ACSSF,2010e1,co,000,0019,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478253,19872,764,974,2169,5163,8495,47906,7102,12150,2140,91287,623,1376,55271,16518,278,9617,7345,732,2795,6449,11383,188,161,9612,2626,242,3894,0,151121
