ACSSF,2010e1,co,000,0017,0000001,5049071,1129,131,116,243886,13569,728,1313,951,2911,2079,739,808,1491,2549,3488,250,1952,12139,1488,3932,1430,20843,1991,953,14678,0,1550,4367,147,22121,4192,27623,50597,6289,338462,1321,98354,7365,82720,18737,758683,217,14766,56,13198,394,5541,366343,1183,183598,474,5678,95,223,99,153,11764,70684,1474,77073,5541,3699,35929,11227,46212,82818,1816,2470,5554,4579,0,31936,0,7939,1239,0,384,944,481,0,4039,760,2575,57,0,11800,1718,79344,13544,968,7438,23298,5631,40,0,115,47,58,48,591,4262,39,0,431,0,4661,1634144,550746,5049071,243886,13569,20843,22121,27623,50597,338462,98354,82720,18737,758683,14766,13198,366343,183598,5678,70684,77073,5541,35929,46212,82818,5554,31936,79344,13544,7438,23298,5631,1754145,550746
ACSSF,2010e1,co,000,0017,0000002,3923892,1129,131,55,180846,11777,369,1313,951,2581,1898,0,679,1491,2495,2846,250,1665,9737,1121,2543,1163,16534,1104,553,9662,0,1332,3268,147,16520,3100,19733,37753,5506,250204,935,77927,5426,60302,14089,550493,217,11734,56,9762,231,5006,276194,1057,143233,414,4073,95,223,99,79,9904,54596,1213,62525,3755,2997,29727,7516,33197,60723,1696,1935,4330,3529,0,29603,0,7528,1239,0,384,944,481,0,4039,690,2575,57,0,10705,961,60753,10192,955,5927,16364,4588,40,0,60,47,58,48,455,3691,39,0,150,0,3412,1362289,411842,3923892,180846,11777,16534,16520,19733,37753,250204,77927,60302,14089,550493,11734,9762,276194,143233,4073,54596,62525,3755,29727,33197,60723,4330,29603,60753,10192,5927,16364,4588,1454596,411842
ACSSF,2010e1,co,000,0017,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125179,63040,1792,4309,5601,7890,12844,88258,20427,22418,4648,208190,3032,3436,90149,40365,1605,16088,14548,1786,6202,13015,22095,1224,2333,18591,3352,1511,6934,1043,299549,138904
ACSSF,2010e1,co,000,0017,0000004,4642008,1129,131,61,224014,13127,728,1313,951,2723,2079,739,608,1491,2495,3488,250,1470,11032,866,3541,1378,20365,1830,661,14035,0,1537,4248,147,21211,4025,25117,45843,6032,309615,1321,91847,7121,75566,17501,688884,199,14223,56,12114,394,5541,332490,1057,172229,412,5455,95,223,50,79,11034,64651,1311,72961,5025,3598,34079,9632,40904,75433,1802,2398,5395,4545,0,31856,0,7939,1239,0,384,944,481,0,3978,741,2575,57,0,11800,1718,73319,12630,968,7244,21543,5631,40,0,115,47,58,48,591,4262,39,0,431,0,4477,1516694,492868,4642008,224014,13127,20365,21211,25117,45843,309615,91847,75566,17501,688884,14223,12114,332490,172229,5455,64651,72961,5025,34079,40904,75433,5395,31856,73319,12630,7244,21543,5631,1628868,492868
ACSSF,2010e1,co,000,0017,0000005,4365335,1129,131,61,214571,12797,728,1258,915,2527,2079,739,565,1491,2495,3291,250,1321,10221,866,3457,1378,19834,1830,661,13557,0,1478,3962,147,19520,3526,22976,42241,5957,292598,1297,89950,6868,71597,16199,638563,199,13530,56,11577,364,5274,309872,1057,163850,357,5281,95,223,50,79,10529,60582,1125,69365,4937,3448,33012,8921,36676,70889,1802,2277,4746,4347,0,29211,0,7118,1239,0,384,944,481,0,2310,741,2575,57,0,11644,1718,68308,12047,968,7159,20210,5286,40,0,115,47,58,48,591,3917,39,0,431,0,4392,1435367,455633,4365335,214571,12797,19834,19520,22976,42241,292598,89950,71597,16199,638563,13530,11577,309872,163850,5281,60582,69365,4937,33012,36676,70889,4746,29211,68308,12047,7159,20210,5286,1542318,455633
ACSSF,2010e1,co,000,0017,0000006,1974647,890,0,0,78387,7976,474,1055,749,1172,1797,739,498,685,807,1922,250,380,3888,213,1455,478,9402,379,395,5197,0,317,1563,0,7293,1619,9339,16900,2839,120261,896,39811,2250,27732,7290,249772,199,5317,56,4740,180,2228,129885,580,67876,238,2185,95,151,0,0,5260,24413,449,27566,2451,1687,14039,2433,14841,27685,937,469,2052,2184,0,19983,0,6437,543,0,0,633,399,0,1419,286,2186,0,0,7150,930,28451,4811,312,3627,8032,3533,40,0,60,47,58,0,299,2887,39,0,103,0,2203,766716,197689,1974647,78387,7976,9402,7293,9339,16900,120261,39811,27732,7290,249772,5317,4740,129885,67876,2185,24413,27566,2451,14039,14841,27685,2052,19983,28451,4811,3627,8032,3533,811308,197689
ACSSF,2010e1,co,000,0017,0000007,2390688,239,131,61,136184,4821,254,203,166,1355,282,0,67,806,1688,1369,0,941,6333,653,2002,900,10432,1451,266,8360,0,1161,2399,147,12227,1907,13637,25341,3118,172337,401,50139,4618,43865,8909,388791,0,8213,0,6837,184,3046,179987,477,95974,119,3096,0,72,50,79,5269,36169,676,41799,2486,1761,18973,6488,21835,43204,865,1808,2694,2163,0,9228,0,681,696,0,384,311,82,0,891,455,389,57,0,4494,788,39857,7236,656,3532,12178,1753,0,0,55,0,0,48,292,1030,0,0,328,0,2189,668651,257944,2390688,136184,4821,10432,12227,13637,25341,172337,50139,43865,8909,388791,8213,6837,179987,95974,3096,36169,41799,2486,18973,21835,43204,2694,9228,39857,7236,3532,12178,1753,731010,257944
ACSSF,2010e1,co,000,0017,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276673,9443,330,531,1691,2141,3602,17017,1897,3969,1302,50321,693,537,22618,8379,174,4069,3596,88,1067,4228,4544,649,2645,5011,583,85,1333,345,86550,37235
ACSSF,2010e1,co,000,0017,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92982,3320,36,0,87,1053,858,4406,965,1516,866,17643,143,91,5497,2847,77,867,1409,0,69,614,1778,360,2545,1899,137,0,374,0,31537,11988
ACSSF,2010e1,co,000,0017,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183691,6123,294,531,1604,1088,2744,12611,932,2453,436,32678,550,446,17121,5532,97,3202,2187,88,998,3614,2766,289,100,3112,446,85,959,345,55013,25247
