ACSSF,2010m1,co,000,0017,0000001,0,941,212,134,10895,2921,658,1234,1122,1006,1315,1085,435,657,1215,1748,403,891,2054,774,1240,804,2950,1291,619,3108,279,836,1114,238,2767,1094,3786,4013,1390,12329,815,6935,1943,5717,2786,16754,192,2435,101,2208,261,2179,12751,703,8094,350,1182,111,280,115,195,2482,5661,507,6629,1337,1291,3764,2391,4215,5618,821,1068,1514,1261,279,4481,279,2947,867,279,601,563,435,279,2095,585,2028,96,279,2809,1393,5915,2103,720,1773,3327,1771,69,279,96,79,96,83,515,1589,68,279,440,279,1896,17764,18601,0,10895,2921,2950,2767,3786,4013,12329,6935,5717,2786,16754,2435,2208,12751,8094,1182,5661,6629,1337,3764,4215,5618,1514,4481,5915,2103,1773,3327,1771,19068,18601
ACSSF,2010m1,co,000,0017,0000002,18978,941,212,90,9272,2776,316,1234,1122,957,1296,279,418,657,1221,1668,403,904,1803,708,851,637,2512,711,415,1987,279,818,1040,238,2283,893,3068,3566,1319,10387,701,6471,1681,5190,2361,14216,192,2383,101,1870,162,2106,11347,667,7213,331,733,111,280,115,127,2213,4909,466,5576,1116,1205,3545,1438,3449,4921,800,852,1330,1198,279,4261,279,2963,867,279,601,563,435,279,2095,575,2028,96,279,2876,867,5296,1819,717,1619,2688,1572,69,279,99,79,96,83,445,1512,68,279,150,279,1286,18145,16392,18978,9272,2776,2512,2283,3068,3566,10387,6471,5190,2361,14216,2383,1870,11347,7213,733,4909,5576,1116,3545,3449,4921,1330,4261,5296,1819,1619,2688,1572,19138,16392
ACSSF,2010m1,co,000,0017,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,6501,1259,1755,1459,1907,2255,7085,3702,3219,1630,9168,1367,1342,6061,4177,882,2489,2975,758,1355,2364,2851,756,1318,2739,1051,744,2107,960,13730,9349
ACSSF,2010m1,co,000,0017,0000004,3907,941,212,102,10592,2963,658,1234,1122,965,1315,1085,388,657,1221,1748,403,721,1875,365,1224,786,2898,1331,441,3049,279,836,1124,238,2767,1064,3560,3893,1393,11572,815,6638,1949,5651,2628,15421,188,2379,101,2190,261,2179,12493,667,8125,337,1176,111,280,84,127,2547,5420,484,6337,1314,1284,3827,2264,4008,5400,826,1062,1495,1257,279,4487,279,2947,867,279,601,563,435,279,2095,582,2028,96,279,2809,1393,5950,2008,720,1750,3298,1771,69,279,96,79,96,83,515,1589,68,279,440,279,1846,17833,17821,3907,10592,2963,2898,2767,3560,3893,11572,6638,5651,2628,15421,2379,2190,12493,8125,1176,5420,6337,1314,3827,4008,5400,1495,4487,5950,2008,1750,3298,1771,19405,17821
ACSSF,2010m1,co,000,0017,0000005,2953,941,212,102,10338,2991,658,1231,1149,902,1315,1085,384,657,1221,1728,403,673,1848,365,1225,786,2970,1331,441,3071,279,840,1060,238,2626,991,3508,3912,1402,11610,815,6480,1904,5378,2488,14430,188,2330,101,2107,254,2151,12177,667,8066,333,1162,111,280,84,127,2341,5322,435,6175,1298,1257,3820,2324,3635,5424,826,1008,1348,1266,279,4450,279,2719,867,279,601,563,435,279,1644,582,2028,96,279,2780,1393,5691,1991,720,1748,3323,1718,69,279,96,79,96,83,515,1534,68,279,440,279,1840,16577,16751,2953,10338,2991,2970,2626,3508,3912,11610,6480,5378,2488,14430,2330,2107,12177,8066,1162,5322,6175,1298,3820,3635,5424,1348,4450,5691,1991,1748,3323,1718,18225,16751
ACSSF,2010m1,co,000,0017,0000006,139,854,279,279,5839,2483,584,1196,1123,649,1272,1085,388,431,541,1533,403,268,1095,176,592,505,1788,256,394,2046,279,356,848,279,1716,658,1826,2333,752,7026,744,4087,1232,3043,1735,8469,188,1203,101,1246,162,1349,6877,472,5053,301,665,111,249,279,279,1641,3252,296,3683,927,861,2605,757,1882,3178,664,365,1128,948,279,4011,279,2685,529,279,279,418,416,279,960,465,1984,279,279,2031,886,3821,1468,246,1213,1944,1529,69,279,99,79,96,279,397,1509,68,279,119,279,1547,12364,10587,139,5839,2483,1788,1716,1826,2333,7026,4087,3043,1735,8469,1203,1246,6877,5053,665,3252,3683,927,2605,1882,3178,1128,4011,3821,1468,1213,1944,1529,12590,10587
ACSSF,2010m1,co,000,0017,0000007,2971,391,212,102,8952,1672,340,253,272,632,233,279,110,627,1030,754,279,615,1510,344,1033,585,2083,1284,201,2608,279,746,765,238,2086,659,2786,3093,1143,9639,317,5057,1399,4594,1765,12933,279,2037,279,1624,178,1680,9255,460,6798,142,1045,279,119,84,127,1614,4610,355,4922,819,805,2871,2190,2864,4018,531,843,857,891,279,3238,279,521,659,279,601,371,137,279,1351,362,593,96,279,2104,1066,4147,1629,666,1379,2522,1128,279,279,89,279,279,83,320,843,279,279,422,279,891,13315,12535,2971,8952,1672,2083,2086,2786,3093,9639,5057,4594,1765,12933,2037,1624,9255,6798,1045,4610,4922,819,2871,2864,4018,857,3238,4147,1629,1379,2522,1128,15410,12535
ACSSF,2010m1,co,000,0017,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2647,2183,337,380,1126,1040,895,2417,706,1148,1001,5082,454,389,3087,1569,167,1293,996,124,560,1659,1058,590,558,1547,362,105,546,525,4410,5055
ACSSF,2010m1,co,000,0017,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6704,1340,64,279,95,960,398,1062,642,779,1036,2673,220,111,1539,1002,128,600,641,279,92,494,889,508,548,964,184,279,278,279,4199,2608
ACSSF,2010m1,co,000,0017,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6387,1539,333,380,1106,477,893,2132,396,716,332,4240,391,370,2707,1446,112,1142,782,124,567,1664,795,283,84,1078,314,105,404,525,4877,4372
ACSSF,2010m1,co,000,0017,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3907,2900,274,271,395,1074,1356,2778,2019,1694,655,5321,397,700,3664,2122,174,1673,1294,333,785,1169,1457,184,113,1544,534,172,697,279,5388,5179
ACSSF,2010m1,co,000,0017,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2953,3507,435,435,1147,1553,1725,3697,2143,2106,1224,6864,609,794,3898,2592,260,2121,1725,368,959,2104,1612,605,565,2391,643,197,946,525,6480,7989
ACSSF,2010m1,co,000,0017,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5329,365,484,808,384,722,2511,1606,1488,727,4466,457,521,2776,2711,131,945,2331,317,786,1048,1901,257,1684,1578,574,174,643,263,6411,5619
ACSSF,2010m1,co,000,0017,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4122,1401,963,630,1336,1325,3929,2689,1855,1058,4521,910,648,3537,3222,377,2410,1759,434,1884,1178,2298,451,3194,2359,707,1006,464,1130,6442,4995
ACSSF,2010m1,co,000,0017,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1973,301,963,706,651,1158,2709,2363,1347,488,3921,576,874,3543,2124,347,1056,1396,181,1085,886,2076,298,559,1500,509,373,538,151,3081,3735
ACSSF,2010m1,co,000,0017,0000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2666,1325,1583,700,678,882,3169,3399,1527,605,4138,785,440,3358,2553,431,1586,1598,672,1838,735,1198,213,2859,1344,560,708,789,284,5885,5222
ACSSF,2010m1,co,000,0017,0000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2805,740,1006,674,1368,1605,4062,2024,2688,477,5138,1208,526,3462,2893,370,1405,1549,439,1230,1120,1735,565,512,1397,982,525,1310,122,5428,3953
ACSSF,2010m1,co,000,0017,0000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4608,1596,1147,1381,693,1741,4436,2079,2946,1333,5706,817,934,5072,2778,333,2606,2820,458,904,1452,2493,1014,1069,2828,681,491,2342,1187,6770,6897
ACSSF,2010m1,co,000,0017,0000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2973,1026,581,1004,1450,1319,3566,2283,1897,734,5370,1204,631,4048,3497,461,2373,2543,352,2146,1634,1519,368,525,1488,644,600,1031,120,5580,5102
