ACSSF,2010m1,co,000,0107,0000001,15959,10294,8398,7477,6134,2871,1327,1710,759,2256,1260,4647,4001,870,2685,3023,2103,1755,5586,3938,3797,1566,2568,1135,2283,790,3877,786,3177,1448,2181,1543,804,1242,4512,1770,1281,1313,1637,1542,257,773,2779,1589,2068,353,1358,1386,295,460,1450,2544,1562,1557,1560,2511,2134,1175,794,1043,236,1416,1288,6908,1099,725,174,794,3250,593,391,362,1121,2117,1983,4757,1753,3734,2315,1691,1574,3814,626,1001,2742,2314,2547,933,852,662,508,2046,8486,7237,3341,1946,2265,3534,1941,2217,2084,4604,1626,487,994,788,1414,2365,3219,963,1485,8356,1632,403,1607,430,7100,2303,2533,3644,1764,1624,1797,3563,1532,1461,4136,1209,2622,2612,6829,4190,1349,1236,1971,2168,1073,923,902,935,2442,3926,739,1144,660,1257,3347,1120,736,3005,2797,1299
ACSSF,2010m1,co,000,0107,0000002,19123,10805,7908,6067,5012,2368,1195,1524,786,1848,494,3680,3645,844,2184,2550,1804,1422,4708,3335,3285,1173,2245,970,2028,695,3342,683,2802,1156,2075,1300,762,1273,4412,1564,1157,1023,1497,1366,257,554,2544,1448,1845,341,1327,1204,276,413,1323,2333,1393,1433,1296,2404,1933,1136,766,906,171,1275,1230,6565,1073,762,106,732,2632,489,335,286,982,1698,1744,4251,1603,3432,2149,1524,1249,3455,534,906,2319,2065,2344,798,852,455,508,1778,7450,6075,2650,1597,1907,3094,1726,2021,1910,4523,1379,475,913,621,1389,2318,3134,909,1391,6864,881,301,837,295,6021,1823,2295,3187,1497,1594,1546,3002,1568,1235,3520,1067,2254,2295,6493,4021,1245,1156,1894,1804,1063,913,883,630,2161,3485,588,916,651,1142,3157,1086,714,2588,2530,1152
ACSSF,2010m1,co,000,0107,0000003,13561,8376,4957,3970,3324,1455,541,725,282,1389,1190,2261,1769,403,1438,1411,1047,1009,2455,1938,1858,879,1099,691,936,469,1501,443,1451,759,789,744,265,230,2200,974,616,787,701,586,279,448,1317,594,851,95,609,524,101,205,664,1344,633,809,847,1393,1302,486,403,594,121,777,384,2805,528,279,142,385,1799,448,228,234,491,1190,950,1729,686,1012,563,668,782,1795,283,578,1254,972,1132,473,148,427,279,804,3931,3287,1833,1011,798,1253,958,1061,877,2055,822,112,327,366,601,906,1163,259,478,4300,1456,249,1426,329,3169,1457,1074,1297,939,391,955,1496,402,574,1963,424,1304,1282,3420,1885,660,403,491,857,112,284,226,715,1228,2108,424,815,129,522,1878,330,328,1652,1450,707
ACSSF,2010m1,co,000,0107,0000004,15331,9199,8286,7220,6063,2732,1337,1709,754,2263,902,4626,4005,862,2733,2978,2087,1734,5321,3808,3688,1524,2405,1143,2277,790,3733,776,3041,1430,2072,1529,703,1286,4658,1729,1212,1252,1671,1563,257,689,2857,1597,2052,353,1284,1328,235,435,1371,2464,1548,1461,1540,2399,2050,1166,784,1042,236,1364,1207,6680,1132,767,174,791,3243,592,391,362,1108,2015,1957,4578,1677,3649,2229,1691,1576,3978,617,988,2845,2249,2479,762,847,519,508,1987,7964,6883,3011,1922,2068,3236,1920,2203,2014,4443,1644,487,999,734,1392,2343,3139,940,1431,8213,1357,255,1276,428,6775,2174,2358,3636,1596,1664,1719,3387,1061,1335,3955,1137,2548,2449,6849,4189,1339,1208,1959,1922,1073,904,898,793,2439,4130,707,1139,645,1265,3370,1120,719,2872,2689,1261
ACSSF,2010m1,co,000,0107,0000005,14586,8333,7939,6860,5857,2737,1315,1531,747,2234,668,4591,3817,771,2762,2935,2063,1689,5244,3739,3678,1499,2429,1122,2204,748,3650,745,2993,1258,2019,1500,703,1279,4669,1684,1159,1180,1610,1497,257,677,2792,1573,2112,353,1296,1348,235,435,1227,2479,1554,1451,1530,2452,2106,1106,773,1041,236,1406,1220,6232,1115,787,174,752,3288,570,390,362,1108,1947,2012,4191,1537,3353,1690,1472,1523,3892,621,1001,2446,2168,2260,708,847,440,470,1860,7290,6619,2934,1758,2064,3038,1876,2060,1920,4271,1505,487,1026,713,1313,2342,2921,930,1395,7568,877,255,756,324,6305,2053,2392,3552,1494,1523,1577,3231,1082,1124,3658,1068,2181,2458,6388,3729,1328,1208,1291,1829,1013,866,898,753,2443,4109,713,1063,587,1247,3405,1131,711,2783,2607,1264
ACSSF,2010m1,co,000,0107,0000006,10355,6663,6384,4315,3733,1627,955,920,436,1397,223,2538,2132,416,1814,1468,1171,983,3629,2490,2517,1045,1513,737,1641,257,2151,629,1889,817,1601,967,574,1148,3302,1179,882,744,1160,1045,151,347,2027,1229,1474,343,949,976,215,402,939,1866,968,1183,1060,1652,1337,853,676,806,236,867,971,4571,930,573,106,748,2057,353,167,332,725,1023,1345,3179,1059,2629,1264,1292,970,2454,408,591,1807,1251,1626,499,641,435,456,1304,5366,4348,1769,1070,1401,1995,1279,1598,1405,3551,938,416,740,487,1072,1814,2097,457,893,5197,570,104,508,219,4280,1251,1575,2469,889,1236,1034,2100,746,559,2778,747,1455,1901,3913,2191,788,787,922,977,707,722,653,343,1691,2618,255,745,433,726,2177,899,429,1955,1862,889
ACSSF,2010m1,co,000,0107,0000007,11228,7825,6396,5621,4298,2115,970,1240,592,1679,654,3336,3239,708,2086,2334,1699,1322,3897,2508,2315,963,1839,1067,1350,723,2905,564,2464,927,1353,1120,476,483,2800,1227,766,974,1166,1023,216,548,1902,835,1330,139,925,858,101,138,988,1914,1210,921,1218,1951,1859,857,514,704,279,1095,659,4509,640,558,142,244,2415,413,376,139,924,1491,1409,3075,933,1971,1382,1050,1019,2572,423,710,1826,1520,1496,546,520,196,110,1054,5780,5346,2400,1360,1539,2219,1360,1598,1517,3516,1158,253,812,405,790,1492,2170,778,1079,5082,623,237,561,223,4483,1597,1684,2206,1244,991,1336,2170,907,950,2526,584,1750,1775,4857,2859,963,916,864,1360,651,565,537,774,1862,3009,658,788,487,939,2469,643,622,2044,1912,1023
ACSSF,2010m1,co,000,0107,0000008,4841,3277,2103,1899,1537,543,201,512,238,292,517,1196,986,454,394,717,354,607,905,522,462,159,211,163,399,217,568,142,321,561,442,437,279,68,1097,540,450,335,266,298,279,102,660,142,459,279,335,320,279,279,439,756,88,522,498,493,458,290,149,20,279,292,151,2008,373,153,279,330,878,239,25,43,279,735,358,1659,475,941,1108,757,559,1158,88,198,1052,476,844,330,279,332,185,613,2037,1522,519,446,332,656,524,524,552,1037,442,279,274,127,393,167,851,40,517,2350,927,279,902,268,1805,703,617,550,502,516,609,837,305,873,1228,366,895,738,1863,1571,240,279,1326,330,275,197,279,264,546,714,133,311,317,234,513,251,165,506,488,123
ACSSF,2010m1,co,000,0107,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0107,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
