ACSSF,2010e1,co,000,0051,0000001,4021728,1233134,1117672,115462,2060635,1784924,275711,72146,57486,14660,179827,159501,20326,475986,437749,38237,3955676,1167566,655447,475228,394341,80887,180219,512119,363128,319137,43991,148991,2060220,1036549,817957,763165,54792,218592,1023671,651393,608036,43357,372278,72146,31124,25447,22058,3389,5677,41022,29244,25620,3624,11778,179827,39196,9933,8902,1031,29263,140631,29215,26460,2755,111416,475917,207214,151774,134688,17086,55440,268703,191512,174874,16638,77191,28.1,26.2,,,,,,,,,,,,,,,,,,,4021728,2004303,690093,1314210,47412,1266798,2017425,543041,1474384,47266,1427118,4021728,2004303,690093,1314210,5177,1309033,2017425,543041,1474384,11195,1463189,4021728,2004303,690093,1314210,22058,1292152,2017425,543041,1474384,21768,1452616,17.0,16.9,17.5,10.1,11.9,17.1,17.7,10.4,11.9,4021728,2004303,690093,1314210,980362,264177,69671,2017425,543041,1474384,1089539,299671,85174
ACSSF,2010e1,co,000,0051,0000002,3142963,1045370,941841,103529,1499920,1268555,231365,62210,48451,13759,149038,131292,17746,386425,352179,34246,3091359,994220,551730,405656,335528,70128,146074,442490,314313,275328,38985,128177,1499535,754313,595109,551500,43609,159204,745222,474134,440723,33411,271088,62210,26537,21795,18680,3115,4742,35673,25545,22177,3368,10128,149038,30105,6993,6325,668,23112,118933,23718,21189,2529,95215,386356,163860,119390,105462,13928,44470,222496,156090,142220,13870,66406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0051,0000003,878765,187764,175831,11933,560715,516369,44346,9936,9035,901,30789,28209,2580,89561,85570,3991,864317,173346,103717,69572,58813,10759,34145,69629,48815,43809,5006,20814,560685,282236,222848,211665,11183,59388,278449,177259,167313,9946,101190,9936,4587,3652,3378,274,935,5349,3699,3443,256,1650,30789,9091,2940,2577,363,6151,21698,5497,5271,226,16201,89561,43354,32384,29226,3158,10970,46207,35422,32654,2768,10785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0051,0000004,3692523,1144042,1035050,108992,1885775,1624971,260804,66442,52250,14192,160217,141164,19053,436047,400001,36046,3632126,1084129,604183,440278,364950,75328,163905,479946,340513,298445,42068,139433,1885360,947279,751398,701421,49977,195881,938081,597493,557359,40134,340588,66442,28589,23535,20444,3091,5054,37853,26927,23765,3162,10926,160217,34458,8822,7847,975,25636,125759,26138,24083,2055,99621,435978,187184,138428,123111,15317,48756,248794,176966,161733,15233,71828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0051,0000005,3465084,1072242,971980,100262,1769158,1521312,247846,61701,49384,12317,150378,132159,18219,411605,377612,33993,3407809,1015451,561568,412632,341400,71232,148936,453883,324168,284066,40102,129715,1768743,888051,708613,661601,47012,179438,880692,560387,522101,38286,320305,61701,25652,21165,18343,2822,4487,36049,25307,22343,2964,10742,150378,32378,8235,7260,975,24143,118000,24110,22194,1916,93890,411536,174994,129611,115123,14488,45383,236542,168001,153068,14933,68541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0051,0000006,1581128,575243,511007,64236,700068,571059,129009,34212,26071,8141,75734,64718,11016,195871,175850,20021,1557971,552405,301223,224369,184960,39409,76854,251182,183195,158374,24821,67987,699818,351433,278769,257965,20804,72664,348385,221833,205885,15948,126552,34212,14839,12067,10916,1151,2772,19373,13551,12005,1546,5822,75734,15733,3478,3094,384,12255,60001,11367,10383,984,48634,195802,78796,56453,49290,7163,22343,117006,79726,72283,7443,37280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0051,0000007,1883956,496999,460973,36026,1069090,950253,118837,27489,23313,4176,74644,67441,7203,215734,201762,13972,1849838,463046,260345,188263,156440,31823,72082,202701,140973,125692,15281,61728,1068925,536618,429844,403636,26208,106774,532307,338554,316216,22338,193753,27489,10813,9098,7427,1671,1715,16676,11756,10338,1418,4920,74644,16645,4757,4166,591,11888,57999,12743,11811,932,45256,215734,96198,73158,65833,7325,23040,119536,88275,80785,7490,31261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0051,0000008,227439,71800,63070,8730,116617,103659,12958,4741,2866,1875,9839,9005,834,24442,22389,2053,224317,68678,42615,27646,23550,4096,14969,26063,16345,14379,1966,9718,116617,59228,42785,39820,2965,16443,57389,37106,35258,1848,20283,4741,2937,2370,2101,269,567,1804,1620,1422,198,184,9839,2080,587,587,0,1493,7759,2028,1889,139,5731,24442,12190,8817,7988,829,3373,12252,8965,8665,300,3287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0051,0000009,76234,27225,24529,2696,32732,28296,4436,1961,908,1053,4779,4446,333,9537,8706,831,74705,25696,15180,8824,7903,921,6356,10516,7485,6060,1425,3031,32732,16849,11278,10779,499,5571,15883,9200,8623,577,6683,1961,1084,974,745,229,110,877,877,679,198,0,4779,336,0,0,0,336,4443,1002,943,59,3441,9537,3702,2277,1997,280,1425,5835,4370,4290,80,1465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0051,0000010,151205,44575,38541,6034,83885,75363,8522,2780,1958,822,5060,4559,501,14905,13683,1222,149612,42982,27435,18822,15647,3175,8613,15547,8860,8319,541,6687,83885,42379,31507,29041,2466,10872,41506,27906,26635,1271,13600,2780,1853,1396,1356,40,457,927,743,743,0,184,5060,1744,587,587,0,1157,3316,1026,946,80,2290,14905,8488,6540,5991,549,1948,6417,4595,4375,220,1822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
