ACSSF,2010e1,co,000,0048,0000001,1960585,1258885,563541,274458,246065,107951,44650,22220,701700,555080,119511,18414,6640,1805,250,0,1960585,51394,1909191,1960585,1258885,563541,274458,246065,174821,701700,555080,119511,18414,6640,2055
ACSSF,2010e1,co,000,0048,0000002,1542410,948590,415045,214021,183841,83088,33788,18807,593820,467579,101842,16384,6182,1583,250,0,,,,1542410,948590,415045,214021,183841,135683,593820,467579,101842,16384,6182,1833
ACSSF,2010e1,co,000,0048,0000003,418175,310295,148496,60437,62224,24863,10862,3413,107880,87501,17669,2030,458,222,0,0,,,,418175,310295,148496,60437,62224,39138,107880,87501,17669,2030,458,222
ACSSF,2010e1,co,000,0048,0000004,1797592,1153489,508079,254555,226934,101016,41779,21126,644103,506750,112030,17261,6044,1768,250,0,,,,1797592,1153489,508079,254555,226934,163921,644103,506750,112030,17261,6044,2018
ACSSF,2010e1,co,000,0048,0000005,1692086,1085462,473888,240908,215013,95822,39134,20697,606624,479014,104240,16244,5108,1768,250,0,,,,1692086,1085462,473888,240908,215013,155653,606624,479014,104240,16244,5108,2018
ACSSF,2010e1,co,000,0048,0000006,793669,451627,198162,102030,86222,37669,17393,10151,342042,265814,59572,11303,3662,1498,193,0,,,,793669,451627,198162,102030,86222,65213,342042,265814,59572,11303,3662,1691
ACSSF,2010e1,co,000,0048,0000007,898417,633835,275726,138878,128791,58153,21741,10546,264582,213200,44668,4941,1446,270,57,0,,,,898417,633835,275726,138878,128791,90440,264582,213200,44668,4941,1446,327
ACSSF,2010e1,co,000,0048,0000008,105506,68027,34191,13647,11921,5194,2645,429,37479,27736,7790,1017,936,0,0,0,,,,105506,68027,34191,13647,11921,8268,37479,27736,7790,1017,936,0
ACSSF,2010e1,co,000,0048,0000009,34954,21543,8980,5536,4889,1086,930,122,13411,10189,2774,313,135,0,0,0,,,,34954,21543,8980,5536,4889,2138,13411,10189,2774,313,135,0
ACSSF,2010e1,co,000,0048,0000010,70552,46484,25211,8111,7032,4108,1715,307,24068,17547,5016,704,801,0,0,0,,,,70552,46484,25211,8111,7032,6130,24068,17547,5016,704,801,0
ACSSF,2010e1,co,000,0048,0000011,162993,105396,55462,19903,19131,6935,2871,1094,57597,48330,7481,1153,596,37,0,0,,,,162993,105396,55462,19903,19131,10900,57597,48330,7481,1153,596,37
ACSSF,2010e1,co,000,0048,0000012,268499,173423,89653,33550,31052,12129,5516,1523,95076,76066,15271,2170,1532,37,0,0,,,,268499,173423,89653,33550,31052,19168,95076,76066,15271,2170,1532,37
ACSSF,2010e1,co,000,0048,0000013,150909,107360,38112,22508,22240,14063,6213,4224,43549,34068,8024,1036,421,0,0,0,,,,150909,107360,38112,22508,22240,24500,43549,34068,8024,1036,421,0
