ACSSF,2010e1,co,000,0038,0000001,2428102,955899,410694,598556,226855,217411,18687,1832425,725544,300914,464190,163806,167635,10336,243835,75341,43805,51992,42938,28821,938,71917,24467,20882,17712,3461,5286,109,72320,21416,18083,16941,5489,3474,6917,52473,23922,9763,8599,3910,6030,249,155132,85209,17247,39122,7251,6165,138,2428102,1688829,1565806,123023,178692,180761,97205,107715,171688,3212,1832425,1290975,1214730,76245,141717,149411,70525,80581,97311,1905,243835,172828,162431,10397,15041,19419,10672,9315,16041,519,71917,54118,53760,358,4523,3160,3855,4457,1804,0,72320,42890,40967,1923,5430,2671,5366,10462,5255,246,52473,34001,31454,2547,3708,3025,5123,1866,4625,125,155132,94017,62464,31553,8273,3075,1664,1034,46652,417,2428102,955899,410694,598556,226855,217411,18687,1832425,725544,300914,464190,163806,167635,10336,243835,75341,43805,51992,42938,28821,938,71917,24467,20882,17712,3461,5286,109,124793,45338,27846,25540,9399,9504,7166,155132,85209,17247,39122,7251,6165,138,2428102,1867521,385681,171688,3212,1832425,1432692,300517,97311,1905,243835,187869,39406,16041,519,71917,58641,11472,1804,0,124793,86029,28513,9880,371,155132,102290,5773,46652,417
ACSSF,2010e1,co,000,0038,0000002,1881536,728501,330643,469709,165514,171284,15885,1419166,559377,238454,362818,117712,132669,8136,189148,55405,36282,40373,32900,23317,871,64494,21615,19362,15504,3354,4550,109,56883,15929,14725,14113,3586,1985,6545,44400,20264,8523,7413,3349,4672,179,107445,55911,13297,29488,4613,4091,45,1881536,1320347,1236813,83534,142237,130565,77430,83613,124987,2357,1419166,1010089,956024,54065,113228,107426,54205,61488,71111,1619,189148,135417,129405,6012,12095,13864,8269,7026,12149,328,64494,48759,48493,266,3865,2700,3733,3874,1563,0,56883,34113,33333,780,3880,1929,4909,8832,3071,149,44400,28174,26043,2131,3107,2587,4962,1638,3807,125,107445,63795,43515,20280,6062,2059,1352,755,33286,136,1881536,728501,330643,469709,165514,171284,15885,1419166,559377,238454,362818,117712,132669,8136,189148,55405,36282,40373,32900,23317,871,64494,21615,19362,15504,3354,4550,109,101283,36193,23248,21526,6935,6657,6724,107445,55911,13297,29488,4613,4091,45,1881536,1462584,291608,124987,2357,1419166,1123317,223119,71111,1619,189148,147512,29159,12149,328,64494,52624,10307,1563,0,101283,69274,24857,6878,274,107445,69857,4166,33286,136
ACSSF,2010e1,co,000,0038,0000003,546566,227398,80051,128847,61341,46127,2802,413259,166167,62460,101372,46094,34966,2200,54687,19936,7523,11619,10038,5504,67,7423,2852,1520,2208,107,736,0,15437,5487,3358,2828,1903,1489,372,8073,3658,1240,1186,561,1358,70,47687,29298,3950,9634,2638,2074,93,546566,368482,328993,39489,36455,50196,19775,24102,46701,855,413259,280886,258706,22180,28489,41985,16320,19093,26200,286,54687,37411,33026,4385,2946,5555,2403,2289,3892,191,7423,5359,5267,92,658,460,122,583,241,0,15437,8777,7634,1143,1550,742,457,1630,2184,97,8073,5827,5411,416,601,438,161,228,818,0,47687,30222,18949,11273,2211,1016,312,279,13366,281,546566,227398,80051,128847,61341,46127,2802,413259,166167,62460,101372,46094,34966,2200,54687,19936,7523,11619,10038,5504,67,7423,2852,1520,2208,107,736,0,23510,9145,4598,4014,2464,2847,442,47687,29298,3950,9634,2638,2074,93,546566,404937,94073,46701,855,413259,309375,77398,26200,286,54687,40357,10247,3892,191,7423,6017,1165,241,0,23510,16755,3656,3002,97,47687,32433,1607,13366,281
ACSSF,2010e1,co,000,0038,0000004,2237583,892056,372586,555701,197364,201320,18556,1703400,683643,274024,433816,145386,156326,10205,216579,66677,39819,47169,35642,26334,938,68112,23928,18820,16778,3427,5050,109,60554,18038,15214,13784,4007,2594,6917,47468,21866,9024,7479,3466,5384,249,141470,77904,15685,36675,5436,5632,138,2237583,1568149,1458504,109645,165203,159668,87054,103008,151793,2708,1703400,1209322,1140763,68559,130955,133012,64263,77131,86939,1778,216579,154479,145719,8760,13915,16549,8732,8605,13971,328,68112,51142,50882,260,4417,2829,3855,4425,1444,0,60554,35187,33828,1359,4487,2086,4164,9994,4487,149,47468,31021,28629,2392,3574,2384,4766,1819,3779,125,141470,86998,58683,28315,7855,2808,1274,1034,41173,328,2237583,892056,372586,555701,197364,201320,18556,1703400,683643,274024,433816,145386,156326,10205,216579,66677,39819,47169,35642,26334,938,68112,23928,18820,16778,3427,5050,109,108022,39904,24238,21263,7473,7978,7166,141470,77904,15685,36675,5436,5632,138,2237583,1733352,349730,151793,2708,1703400,1340277,274406,86939,1778,216579,168394,33886,13971,328,68112,55559,11109,1444,0,108022,74269,25213,8266,274,141470,94853,5116,41173,328
ACSSF,2010e1,co,000,0038,0000005,2104787,848857,342553,525918,178562,190510,18387,1609208,652594,255152,411265,131691,148470,10036,202288,63316,36280,44612,32797,24345,938,63402,23394,16342,15565,3123,4869,109,53954,15706,12782,12929,3277,2343,6917,45051,21220,8372,7335,2871,5004,249,130884,72627,13625,34212,4803,5479,138,2104787,1478665,1379647,99018,154906,147380,81972,99992,139396,2476,1609208,1146536,1083861,62675,122857,123312,59569,74611,80630,1693,202288,144005,136403,7602,13199,14902,8521,8367,12966,328,63402,47182,46922,260,4008,2829,3855,4425,1103,0,53954,30911,29680,1231,4167,1687,4066,9799,3175,149,45051,29046,26844,2202,3420,2237,4687,1819,3717,125,130884,80985,55937,25048,7255,2413,1274,971,37805,181,2104787,848857,342553,525918,178562,190510,18387,1609208,652594,255152,411265,131691,148470,10036,202288,63316,36280,44612,32797,24345,938,63402,23394,16342,15565,3123,4869,109,99005,36926,21154,20264,6148,7347,7166,130884,72627,13625,34212,4803,5479,138,2104787,1633571,329344,139396,2476,1609208,1269393,257492,80630,1693,202288,157204,31790,12966,328,63402,51190,11109,1103,0,99005,67544,24295,6892,274,130884,88240,4658,37805,181
ACSSF,2010e1,co,000,0038,0000006,947416,370289,172606,230559,78656,88461,6845,704787,280642,121348,176086,53888,67339,5484,96958,26961,18717,19967,17810,12861,642,35738,10811,11261,8944,1823,2899,0,30603,10910,9379,7751,1272,736,555,26751,13183,5226,4272,1645,2352,73,52579,27782,6675,13539,2218,2274,91,947416,657178,620522,36656,76375,60418,46265,45523,60007,1650,704787,493172,470667,22505,61095,48494,30477,36362,33748,1439,96958,68642,65988,2654,6237,6679,5059,4226,6115,0,35738,27727,27480,247,1783,1712,2271,1891,354,0,30603,20532,20133,399,2278,1125,3767,1491,1261,149,26751,16433,14830,1603,2413,1348,3904,1236,1417,0,52579,30672,21424,9248,2569,1060,787,317,17112,62,947416,370289,172606,230559,78656,88461,6845,704787,280642,121348,176086,53888,67339,5484,96958,26961,18717,19967,17810,12861,642,35738,10811,11261,8944,1823,2899,0,57354,24093,14605,12023,2917,3088,628,52579,27782,6675,13539,2218,2274,91,947416,733553,152206,60007,1650,704787,554267,115333,33748,1439,96958,74879,15964,6115,0,35738,29510,5874,354,0,57354,41656,12871,2678,149,52579,33241,2164,17112,62
ACSSF,2010e1,co,000,0038,0000007,1157371,478568,169947,295359,99906,102049,11542,904421,371952,133804,235179,77803,81131,4552,105330,36355,17563,24645,14987,11484,296,27664,12583,5081,6621,1300,1970,109,23351,4796,3403,5178,2005,1607,6362,18300,8037,3146,3063,1226,2652,176,78305,44845,6950,20673,2585,3205,47,1157371,821487,759125,62362,78531,86962,35707,54469,79389,826,904421,653364,613194,40170,61762,74818,29092,38249,46882,254,105330,75363,70415,4948,6962,8223,3462,4141,6851,328,27664,19455,19442,13,2225,1117,1584,2534,749,0,23351,10379,9547,832,1889,562,299,8308,1914,0,18300,12613,12014,599,1007,889,783,583,2300,125,78305,50313,34513,15800,4686,1353,487,654,20693,119,1157371,478568,169947,295359,99906,102049,11542,904421,371952,133804,235179,77803,81131,4552,105330,36355,17563,24645,14987,11484,296,27664,12583,5081,6621,1300,1970,109,41651,12833,6549,8241,3231,4259,6538,78305,44845,6950,20673,2585,3205,47,1157371,900018,177138,79389,826,904421,715126,142159,46882,254,105330,82325,15826,6851,328,27664,21680,5235,749,0,41651,25888,11424,4214,125,78305,54999,2494,20693,119
ACSSF,2010e1,co,000,0038,0000008,132796,43199,30033,29783,18802,10810,169,94192,31049,18872,22551,13695,7856,169,14291,3361,3539,2557,2845,1989,0,4710,534,2478,1213,304,181,0,6600,2332,2432,855,730,251,0,2417,646,652,144,595,380,0,10586,5277,2060,2463,633,153,0,132796,89484,78857,10627,10297,12288,5082,3016,12397,232,94192,62786,56902,5884,8098,9700,4694,2520,6309,85,14291,10474,9316,1158,716,1647,211,238,1005,0,4710,3960,3960,0,409,0,0,0,341,0,6600,4276,4148,128,320,399,98,195,1312,0,2417,1975,1785,190,154,147,79,0,62,0,10586,6013,2746,3267,600,395,0,63,3368,147,132796,43199,30033,29783,18802,10810,169,94192,31049,18872,22551,13695,7856,169,14291,3361,3539,2557,2845,1989,0,4710,534,2478,1213,304,181,0,9017,2978,3084,999,1325,631,0,10586,5277,2060,2463,633,153,0,132796,99781,20386,12397,232,94192,70884,16914,6309,85,14291,11190,2096,1005,0,4710,4369,0,341,0,9017,6725,918,1374,0,10586,6613,458,3368,147
ACSSF,2010e1,co,000,0038,0000009,41339,13167,9766,8875,5375,4004,152,29602,9960,6382,6259,3637,3212,152,4322,584,965,961,1125,687,0,993,299,224,470,0,0,0,2159,716,832,428,147,36,0,1041,348,377,70,177,69,0,3222,1260,986,687,289,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41339,13167,9766,8875,5375,4004,152,29602,9960,6382,6259,3637,3212,152,4322,584,965,961,1125,687,0,993,299,224,470,0,0,0,3200,1064,1209,498,324,105,0,3222,1260,986,687,289,0,0,41339,31410,6539,3390,0,29602,22581,5169,1852,0,4322,3473,490,359,0,993,993,0,0,0,3200,2282,770,148,0,3222,2081,110,1031,0
ACSSF,2010e1,co,000,0038,0000010,91457,30032,20267,20908,13427,6806,17,64590,21089,12490,16292,10058,4644,17,9969,2777,2574,1596,1720,1302,0,3717,235,2254,743,304,181,0,4441,1616,1600,427,583,215,0,1376,298,275,74,418,311,0,7364,4017,1074,1776,344,153,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91457,30032,20267,20908,13427,6806,17,64590,21089,12490,16292,10058,4644,17,9969,2777,2574,1596,1720,1302,0,3717,235,2254,743,304,181,0,5817,1914,1875,501,1001,526,0,7364,4017,1074,1776,344,153,0,91457,68371,13847,9007,232,64590,48303,11745,4457,85,9969,7717,1606,646,0,3717,3376,0,341,0,5817,4443,148,1226,0,7364,4532,348,2337,147
