ACSSF,2010e1,co,000,0090,0000001,39295,20884,6413,0,6413,59,31,150,0,214,56,296,451,412,347,499,615,277,583,458,602,384,422,217,340,14471,6877,7594,2180,1543,333,446,428,269,710,428,255,108,125,281,42,97,88,0,162,59,0,40,18411,6390,0,6390,127,0,126,0,144,244,458,181,550,469,869,543,829,367,228,411,285,429,59,71,12021,6176,5845,1940,806,552,766,603,291,53,293,88,149,146,51,69,0,0,0,0,0,0,38,151413,80392,32890,0,32890,1082,3949,7318,9089,6802,4650,47502,28235,19267,9491,4911,2298,1426,882,259,71021,23524,0,23524,938,3096,5693,7095,4156,2546,47497,25727,21770,10883,6177,2319,1497,752,142,39295,20884,6413,0,6413,240,1017,1258,1933,1408,557,14471,6877,7594,4502,1835,488,508,221,40,18411,6390,0,6390,253,1027,1888,1967,1125,130,12021,6176,5845,4064,1240,383,120,0,38
ACSSF,2010e1,co,000,0090,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137235,71561,28828,0,28828,933,3861,6887,8255,5476,3416,42733,25142,17591,8699,4712,1816,1337,768,259,65674,20802,0,20802,736,2970,4859,6445,3576,2216,44872,24137,20735,10357,6097,2231,1457,451,142,31023,16059,5011,0,5011,240,731,1071,1627,1061,281,11048,4999,6049,3886,1559,381,61,162,0,14964,5254,0,5254,230,954,1466,1662,871,71,9710,4927,4783,3279,1157,238,109,0,0
ACSSF,2010e1,co,000,0090,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8272,4825,1402,0,1402,0,286,187,306,347,276,3423,1878,1545,616,276,107,447,59,40,3447,1136,0,1136,23,73,422,305,254,59,2311,1249,1062,785,83,145,11,0,38
ACSSF,2010e1,co,000,0090,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148692,77829,32817,0,32817,1082,3949,7245,9089,6802,4650,45012,25865,19147,9371,4911,2298,1426,882,259,70863,23471,0,23471,938,3096,5693,7042,4156,2546,47392,25719,21673,10797,6166,2319,1497,752,142,33903,17550,5645,0,5645,240,852,1135,1880,981,557,11905,6160,5745,3392,1459,404,384,66,40,16353,5691,0,5691,189,817,1492,1962,1101,130,10662,5378,5284,3758,1101,305,120,0,0
ACSSF,2010e1,co,000,0090,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141870,73567,31596,0,31596,851,3753,6542,9089,6802,4559,41971,23077,18894,9174,4855,2298,1426,882,259,68303,23078,0,23078,938,3096,5419,7014,4065,2546,45225,24743,20482,10328,5444,2319,1497,752,142,30368,15554,5129,0,5129,240,743,1031,1749,834,532,10425,5126,5299,3172,1233,404,384,66,40,14814,5259,0,5259,189,817,1315,1809,1058,71,9555,5024,4531,3018,1088,305,120,0,0
ACSSF,2010e1,co,000,0090,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109975,54470,22411,0,22411,490,2510,4908,7267,4475,2761,32059,18198,13861,7077,3615,1306,1093,603,167,55505,18785,0,18785,837,2638,4297,6067,3276,1670,36720,19524,17196,8917,4316,1934,1379,554,96,17081,8360,2530,0,2530,0,349,664,804,595,118,5830,3051,2779,1777,702,300,0,0,0,8721,2798,0,2798,166,436,791,1022,383,0,5923,2871,3052,2176,759,66,51,0,0
ACSSF,2010e1,co,000,0090,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31895,19097,9185,0,9185,361,1243,1634,1822,2327,1798,9912,4879,5033,2097,1240,992,333,279,92,12798,4293,0,4293,101,458,1122,947,789,876,8505,5219,3286,1411,1128,385,118,198,46,13287,7194,2599,0,2599,240,394,367,945,239,414,4595,2075,2520,1395,531,104,384,66,40,6093,2461,0,2461,23,381,524,787,675,71,3632,2153,1479,842,329,239,69,0,0
ACSSF,2010e1,co,000,0090,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0090,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0090,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0090,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0090,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0090,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010e1,co,000,0090,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41573,20748,10402,0,10402,159,1507,2113,3450,1586,1587,10346,5011,5335,2210,1424,589,597,456,59,20825,8972,0,8972,221,1089,1914,2868,1867,1013,11853,6328,5525,2461,1802,614,293,355,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
