ACSSF,2010m1,co,000,0058,0000001,3818,2647,192,234,592,1291,1569,1291,1546,3909,2071,3664,3753,4333,3795,3908,11444,5970,7124,12757,7984,13090,8272,4802,3932,15523,3901,4892,3771,4458,5078,4616,1335,5109,8013,6074,3772,3040,2975,3541,4395,15523,8961,6587,4143,1444,3503,1235,3742,6649,5381,1679,3718,2167,3545,3419,2234,918,1770,1383,1357,9785,5832,4677,2325,3302,2462,3812,7208,4399,2463,3481,3092,4371,2968,1658,1461,1015,2064,1748,17467,4204,5050,3837,4341,5480,4606,1580,5327,8130,5990,4047,3074,3331,3652,4549,3818,2647,2446,4162,4071,3753,4333,3795,3908,11444,5970,7124,12757,7984,13090,8272,4802,3932,15523,10575,5109,8013,6074,8312,14079,9448,4801,7777,5838,7650,2319,1375,808,1558,737,1134,1001,697,126,292,338,459,3285,2554,1053,1363,536,1176,,,,,,,2102,1244,322,1205,670,897,2026,1549,569,767,665,945,13169,9071,4895,7576,5661,7363,4539,2502,1287,1518,1428,2422
ACSSF,2010m1,co,000,0058,0000002,12155,2505,192,234,590,1276,1561,1058,1435,3456,2084,3416,3415,4172,3605,3522,10577,5723,6597,12136,6495,11875,7414,4087,3388,14286,3331,4374,3134,3779,4278,4288,1268,4455,6608,4759,3386,2891,2635,3058,4081,14286,8610,6241,3957,1312,3228,1252,3143,5870,4725,1383,2949,1926,2862,3090,2268,813,1611,1286,1155,8232,5274,3918,2059,2939,2097,3488,6147,3783,2484,3251,2431,3988,2824,1490,1215,896,1899,1406,16023,3668,4469,3297,3613,4504,4330,1507,4612,6664,4553,3663,3047,3056,3266,4171,12155,2505,2438,3712,3765,3415,4172,3605,3522,10577,5723,6597,12136,6495,11875,7414,4087,3388,14286,9298,4455,6608,4759,7598,12606,8074,3926,6361,4467,6916,2238,1272,683,1458,710,1070,861,607,279,232,329,432,3108,2323,1045,1153,507,1060,,,,,,,1784,1150,322,1108,550,836,1671,1330,541,541,472,819,11862,7804,4032,6278,4402,6618,3967,2102,1108,1279,1330,2240
ACSSF,2010m1,co,000,0058,0000003,11767,1063,279,279,170,317,541,897,641,1127,585,1069,1673,1518,1508,1533,6509,2112,3142,4871,4827,5449,4782,2048,2025,7616,2124,2362,1984,2236,2137,2145,458,2567,4292,3089,1580,1563,1602,1415,2226,7616,4966,3549,2305,566,2043,453,1712,3714,2371,1086,2388,901,1579,2004,1300,460,1045,733,803,4533,3267,2203,1144,1638,1311,1867,3839,2159,1469,1685,1811,2045,1742,619,875,486,1007,803,8308,2208,2378,2126,2319,2496,2147,509,2711,4333,3082,1624,1566,1647,1512,2367,11767,1063,1105,1274,1217,1673,1518,1508,1533,6509,2112,3142,4871,4827,5449,4782,2048,2025,7616,5121,2567,4292,3089,3464,7395,4815,2547,4232,3049,3333,935,519,397,423,120,498,,,,,,,1583,1088,323,706,250,473,,,,,,,1047,381,279,355,441,482,936,708,198,540,370,482,7496,4703,2510,4116,2966,3419,1748,1151,566,833,459,694
ACSSF,2010m1,co,000,0058,0000004,3993,2651,192,234,592,1298,1551,1307,1517,3670,2078,3451,3516,4320,3524,3627,11050,5868,6623,12454,7573,13352,8208,4530,3922,14670,3768,4558,3547,4463,4834,4405,1307,4812,7855,5535,3780,3161,2978,3563,4347,14670,8376,6381,4074,1420,3491,1189,3483,6300,4785,1565,3668,2108,3435,3183,2186,893,1692,1297,1273,9207,5578,4337,2245,3333,2398,3698,6637,4017,2365,3546,2932,4089,2872,1566,1451,965,1955,1685,16779,4086,4714,3669,4352,5123,4411,1583,5139,7929,5481,4091,3182,3334,3674,4467,3993,2651,2567,3922,3817,3516,4320,3524,3627,11050,5868,6623,12454,7573,13352,8208,4530,3922,14670,9674,4812,7855,5535,8000,13272,8586,4519,7449,5306,7426,2324,1386,808,1558,735,1134,852,596,279,305,318,395,3179,2556,1051,1367,536,985,,,,,,,2079,1214,322,1184,661,897,2018,1537,569,757,609,932,12297,8196,4558,7234,5200,7051,4337,2395,1287,1472,1373,2355
ACSSF,2010m1,co,000,0058,0000005,3380,2602,192,234,536,1173,1605,1169,1338,3503,2021,3136,3529,4029,3309,3638,10856,5699,6537,11723,7323,13557,7544,4473,3850,14467,3700,4290,3454,4059,4638,4350,1302,4488,7960,5445,3532,3050,2828,3396,4108,14467,8230,6198,3880,1346,3529,1142,3501,6330,4549,1543,3576,2041,3383,3063,2167,866,1694,1310,1150,9079,5238,4141,2087,3226,2410,3508,6546,4053,2295,3321,2856,3906,2718,1440,1481,880,1922,1591,16274,3995,4501,3550,3960,4753,4354,1560,4765,8073,5418,3925,3109,3219,3467,4235,3380,2602,2366,3809,3558,3529,4029,3309,3638,10856,5699,6537,11723,7323,13557,7544,4473,3850,14467,8912,4488,7960,5445,7748,13067,7956,4149,7408,5136,7214,2318,1395,808,1545,735,1141,825,599,279,299,318,379,3141,2556,1051,1317,492,985,,,,,,,1879,1180,322,1083,661,835,1977,1543,567,757,610,923,11988,7638,4219,7192,5040,6856,4377,2418,1275,1546,1339,2309
ACSSF,2010m1,co,000,0058,0000006,7630,1684,129,186,243,976,1131,967,1064,3007,1516,2438,2466,2950,2523,2339,7588,3442,4219,8659,5036,8641,6015,2811,2264,10637,2568,2741,2334,3236,3298,3000,1088,3366,5436,3543,2381,2370,2148,2302,2408,10637,6503,4634,3182,925,2415,837,2369,4671,3322,952,2474,1155,2459,2321,1717,534,1246,925,792,6311,3478,2986,1732,2343,1174,2731,4653,2658,1908,1987,2105,2729,2272,1169,805,622,1361,1111,12104,2666,2821,2475,3258,3430,3028,1111,3541,5385,3645,2613,2374,2318,2540,2614,7630,1684,1705,3157,2891,2466,2950,2523,2339,7588,3442,4219,8659,5036,8641,6015,2811,2264,10637,6778,3366,5436,3543,6054,8968,6437,3029,4941,3383,5681,2117,1212,685,1121,500,942,571,407,279,212,301,297,2182,1796,583,867,366,596,,,,,,,1302,935,264,585,498,616,1549,1055,464,665,288,688,8409,5908,3103,4624,3326,5373,3237,1885,861,1096,1108,1302
ACSSF,2010m1,co,000,0058,0000007,7777,1925,143,116,466,628,1071,771,792,2325,1323,1940,2860,2560,2479,2607,7758,4154,5077,7517,5728,8973,5176,2702,2712,9742,2325,2977,2325,2334,3324,3448,986,3679,5406,4121,2512,2393,2075,2040,3146,9742,5920,3995,2607,910,2659,782,2376,4927,3121,1332,2980,1578,2333,2461,1794,730,1304,890,1074,6610,3786,2626,1577,2066,1795,2266,5025,3138,1931,2482,2360,2771,2197,1017,1150,618,1640,1160,11081,2501,3105,2459,2562,3441,3524,1142,3817,5681,4200,2928,2346,2125,1996,3127,7777,1925,1752,2496,2261,2860,2560,2479,2607,7758,4154,5077,7517,5728,8973,5176,2702,2712,9742,6148,3679,5406,4121,5519,8881,5593,3485,5064,3954,5203,1443,686,437,839,546,664,528,384,279,277,140,191,2087,1754,765,884,334,933,,,,,,,1474,540,228,936,458,533,1543,967,328,423,516,754,8331,5536,3381,4811,3942,4825,2919,1780,938,1220,742,1640
ACSSF,2010m1,co,000,0058,0000008,2290,472,279,279,219,444,591,661,578,1213,592,1038,884,1262,862,879,3265,1870,2136,2535,1795,2765,2067,763,599,3220,699,1088,620,1029,1068,837,82,1339,1932,1100,1174,957,610,703,997,3220,2278,1403,863,470,798,337,746,1711,1159,232,1204,391,713,1048,631,257,625,287,500,1850,1276,947,706,620,570,841,1522,979,606,858,712,1060,826,410,236,280,450,478,3786,757,1125,625,1090,1373,837,137,1372,1908,1166,1196,1013,630,710,1001,2290,472,893,1357,1146,884,1262,862,879,3265,1870,2136,2535,1795,2765,2067,763,599,3220,1892,1339,1932,1100,1995,3144,1891,1340,1849,1075,1845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3190,1869,1339,1851,1019,1830,769,374,113,605,200,329
ACSSF,2010m1,co,000,0058,0000009,3691,202,279,279,219,444,257,337,527,591,330,745,654,493,406,469,1885,1300,1271,1316,1182,1915,1093,528,383,2256,321,696,435,420,506,430,82,352,1179,891,437,675,459,234,499,2256,1543,1154,426,61,702,270,555,865,662,133,337,214,244,522,314,126,264,122,407,1278,778,466,279,382,527,559,971,434,292,593,481,550,487,212,132,154,286,283,2441,321,714,459,506,615,430,130,352,1162,916,504,727,484,234,506,3691,202,684,822,852,654,493,406,469,1885,1300,1271,1316,1182,1915,1093,528,383,2256,1152,352,1179,891,1106,2258,1139,353,1098,873,1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2241,1126,353,1098,873,1042,,,,,,
ACSSF,2010m1,co,000,0058,0000010,4328,433,279,279,279,279,584,568,242,1133,479,652,771,1166,760,768,2713,1479,1560,2304,1576,2874,1696,657,453,3306,548,974,524,975,1027,699,279,1278,1897,902,1111,633,424,655,819,3306,2110,929,735,465,458,217,518,1637,952,204,1190,324,693,908,538,240,608,258,241,1973,1210,874,706,546,263,613,1506,986,591,716,681,941,790,400,220,232,381,416,3943,617,1037,524,1015,1326,699,36,1309,1880,976,1131,640,444,663,831,4328,433,707,1182,774,771,1166,760,768,2713,1479,1560,2304,1576,2874,1696,657,453,3306,1844,1278,1897,902,1654,3105,1826,1278,1830,891,1461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3196,1801,1276,1806,826,1461,,,,,,
