ACSSF,2010m1,co,000,0039,0000001,16248,4364,8164,7302,4088,9994,5928,4304,6484,7459,11795,9688,5890,6137,2406,17344,3110,7287,6226,3458,7871,4908,3852,5823,6809,10370,7972,4980,5627,2140,10203,1604,3729,2762,1554,2936,2078,979,1859,3075,3404,3372,1565,1768,1158,4654,648,896,851,501,1556,710,703,1480,2218,1505,2803,834,1031,212,5488,1237,851,896,469,1727,496,713,1258,1437,2262,3193,763,555,1785,3985,770,780,958,522,1086,1087,723,689,1781,1766,1498,868,862,233,7501,1276,1687,1617,1330,1417,1685,1587,2225,3378,2487,1509,1379,600,308,16248,4364,8164,7302,4088,9994,5928,7895,7459,11795,9688,5890,6137,2406,17344,3110,7287,6226,3458,7871,4908,6749,6809,10370,7972,4980,5627,2140,10203,1604,3729,2762,1554,2936,2078,2344,3075,3404,3372,1565,1768,1158,4654,648,896,851,501,1556,710,1771,2218,1505,2803,834,1031,212,7000,1286,1133,1285,576,2075,1151,1700,2266,2892,3607,1136,1067,1767,7501,1276,1687,1617,1330,1417,1685,2522,3378,2487,1509,1379,600,308
ACSSF,2010m1,co,000,0039,0000002,19564,2794,6619,6504,3581,9004,5557,3442,5487,7318,10592,8898,5208,5128,2126,16848,2037,5600,5564,3171,7244,4622,3177,5048,6542,9065,6877,4555,4653,2019,8811,1216,3289,2523,1488,2674,1815,959,1304,2585,2931,3150,1453,1455,1142,4388,588,854,661,476,1520,700,695,1456,1825,1402,2824,834,979,179,4468,324,726,680,324,1515,514,616,1241,1399,1779,2782,664,506,1551,4032,734,688,883,461,947,820,628,638,1724,1733,1328,868,780,199,5977,493,1440,1237,1137,1113,1164,1391,1912,2552,2364,1345,1033,381,316,19564,2794,6619,6504,3581,9004,5557,6498,7318,10592,8898,5208,5128,2126,16848,2037,5600,5564,3171,7244,4622,5844,6542,9065,6877,4555,4653,2019,8811,1216,3289,2523,1488,2674,1815,1808,2585,2931,3150,1453,1455,1142,4388,588,854,661,476,1520,700,1752,1825,1402,2824,834,979,179,6204,781,997,1144,505,1829,905,1664,2174,2593,3119,1081,932,1530,5977,493,1440,1237,1137,1113,1164,2226,2552,2364,1345,1033,381,316
ACSSF,2010m1,co,000,0039,0000003,13650,3270,3723,3498,2100,4610,2823,1912,3464,4619,5287,3982,2925,3141,1315,13424,2323,3291,3124,1702,3889,2401,1600,2954,3941,4984,3824,2516,2926,1032,4273,1069,1404,1396,355,1365,734,380,1218,1440,1671,1419,792,922,159,1865,220,158,509,144,452,142,127,686,805,408,794,23,305,115,2749,1156,397,535,335,957,234,306,247,322,1209,1221,463,244,678,1587,257,305,316,265,549,584,346,350,561,528,513,170,286,116,3734,1108,936,1196,568,967,1258,575,1169,1770,1126,700,781,525,109,13650,3270,3723,3498,2100,4610,2823,3735,4619,5287,3982,2925,3141,1315,13424,2323,3291,3124,1702,3889,2401,3165,3941,4984,3824,2516,2926,1032,4273,1069,1404,1396,355,1365,734,1300,1440,1671,1419,792,922,159,1865,220,158,509,144,452,142,710,805,408,794,23,305,115,3090,1152,519,543,418,1167,634,610,650,1255,1274,477,389,688,3734,1108,936,1196,568,967,1258,1311,1770,1126,700,781,525,109
ACSSF,2010m1,co,000,0039,0000004,15713,3787,7390,7049,3776,9608,5683,4313,6161,7417,11206,8741,5294,6173,2395,16950,2954,6614,6074,3319,7731,4751,3859,5698,6627,10046,7170,4742,5528,2132,9920,1278,3502,2580,1559,2949,1958,941,1723,2931,3088,3225,1496,1689,1158,4303,589,896,851,501,1528,709,703,1446,2014,1476,2611,823,1051,212,5008,1164,720,839,343,1546,238,616,1272,1349,2067,2908,636,522,1785,3501,751,660,914,524,884,983,708,687,1727,1720,1341,857,834,233,7205,1094,1616,1513,1282,1331,1571,1548,2107,3299,2416,1525,1263,600,308,15713,3787,7390,7049,3776,9608,5683,7556,7417,11206,8741,5294,6173,2395,16950,2954,6614,6074,3319,7731,4751,6624,6627,10046,7170,4742,5528,2132,9920,1278,3502,2580,1559,2949,1958,2114,2931,3088,3225,1496,1689,1158,4303,589,896,851,501,1528,709,1738,2014,1476,2611,823,1051,212,6376,1273,1001,1222,559,1799,1053,1662,2146,2753,3349,1034,1030,1767,7205,1094,1616,1513,1282,1331,1571,2387,3299,2416,1525,1263,600,308
ACSSF,2010m1,co,000,0039,0000005,14811,3056,6843,6861,3701,9450,5411,4258,5635,7306,10496,7826,5106,5986,2395,16225,2600,6135,5936,3315,7485,4410,3809,5356,6663,9603,6216,4551,5342,2129,9618,1106,3488,2393,1562,2908,1932,941,1587,2905,2725,2896,1473,1557,1158,3902,589,823,851,501,1489,709,715,1435,1966,1357,1704,823,1051,212,4441,712,712,669,258,1515,238,616,1160,1150,2065,2227,563,497,1785,3367,429,668,915,524,855,924,708,685,1701,1753,1247,827,834,233,6984,663,1579,1508,1168,1253,1559,1551,1881,3244,2315,1470,1246,554,308,14811,3056,6843,6861,3701,9450,5411,7211,7306,10496,7826,5106,5986,2395,16225,2600,6135,5936,3315,7485,4410,6467,6663,9603,6216,4551,5342,2129,9618,1106,3488,2393,1562,2908,1932,1936,2905,2725,2896,1473,1557,1158,3902,589,823,851,501,1489,709,1746,1966,1357,1704,823,1051,212,5952,769,990,1108,558,1732,989,1579,2068,2794,2668,995,1022,1767,6984,663,1579,1508,1168,1253,1559,2202,3244,2315,1470,1246,554,308
ACSSF,2010m1,co,000,0039,0000006,10770,1590,4624,4632,2554,5591,2972,2915,3873,5600,7936,5934,3033,4110,2402,11444,1386,3408,3654,2467,4932,2774,2581,3660,4474,6926,4946,2792,3457,1802,6260,520,2699,1861,741,1920,1062,651,777,1865,2137,2195,990,1223,1002,3277,434,557,587,353,1194,566,556,871,1572,1047,1686,666,653,163,3351,138,470,546,164,1171,143,555,1089,1070,1622,1451,501,449,843,2698,380,528,632,370,535,440,456,607,983,1713,1008,706,611,158,4066,296,725,844,649,842,865,810,935,1848,1418,905,1008,339,110,10770,1590,4624,4632,2554,5591,2972,4665,5600,7936,5934,3033,4110,2402,11444,1386,3408,3654,2467,4932,2774,4307,4474,6926,4946,2792,3457,1802,6260,520,2699,1861,741,1920,1062,1063,1865,2137,2195,990,1223,1002,3277,434,557,587,353,1194,566,1079,1572,1047,1686,666,653,163,4512,390,688,826,402,1295,455,1523,1451,2488,1861,904,757,852,4066,296,725,844,649,842,865,1209,1848,1418,905,1008,339,110
ACSSF,2010m1,co,000,0039,0000007,12080,2212,4966,4756,2765,6737,3871,3552,4433,5554,7616,5871,4031,4396,2097,12506,1662,4704,4072,2504,5585,3343,3102,3795,4930,6884,4709,3507,4017,1353,6285,883,1980,1693,1360,2416,1413,745,1406,2630,2004,1656,1248,1084,535,2315,341,551,661,332,685,433,447,1203,989,989,1114,469,918,134,3345,700,548,453,198,1060,201,293,452,405,1288,1429,369,208,1571,2351,176,400,631,369,728,748,535,371,1369,833,788,339,549,168,5410,572,1335,1475,838,1047,1174,1254,1634,2503,1752,957,965,461,317,12080,2212,4966,4756,2765,6737,3871,5415,5554,7616,5871,4031,4396,2097,12506,1662,4704,4072,2504,5585,3343,4720,4930,6884,4709,3507,4017,1353,6285,883,1980,1693,1360,2416,1413,1596,2630,2004,1656,1248,1084,535,2315,341,551,661,332,685,433,1324,989,989,1114,469,918,134,3881,694,697,724,388,1222,805,729,1494,1512,1577,460,620,1577,5410,572,1335,1475,838,1047,1174,1940,2503,1752,957,965,461,317
ACSSF,2010m1,co,000,0039,0000008,4913,1910,1871,1855,907,2250,1082,666,1706,2205,2050,3437,1446,1985,242,4837,1348,1458,1444,700,2103,956,644,1337,1899,1817,2297,1306,1829,242,2336,638,734,949,109,572,375,279,383,458,857,1475,253,476,279,2232,279,457,62,279,324,279,146,403,244,635,1965,279,279,279,1847,828,39,424,285,381,279,279,337,431,243,1421,299,225,279,927,488,73,31,279,174,355,279,52,185,403,478,166,279,279,1766,765,353,148,374,590,236,110,732,857,695,769,336,199,279,4913,1910,1871,1855,907,2250,1082,1688,2205,2050,3437,1446,1985,242,4837,1348,1458,1444,700,2103,956,1356,1899,1817,2297,1306,1829,242,2336,638,734,949,109,572,375,383,458,857,1475,253,476,279,2232,279,457,62,279,324,279,428,244,635,1965,279,279,279,2045,978,90,424,285,430,355,340,468,486,1575,341,225,279,1766,765,353,148,374,590,236,743,857,695,769,336,199,279
ACSSF,2010m1,co,000,0039,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0039,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4900,1499,1636,1368,687,1813,1006,1279,1720,1770,3067,1144,1605,32,4261,851,1341,672,559,1630,891,1181,1540,1622,1686,1086,1426,32,2136,615,450,848,109,564,326,338,420,614,1404,253,476,279,2216,279,457,62,279,172,279,333,244,480,2036,279,279,279,1733,978,39,186,279,311,331,340,400,311,1363,178,62,279,1360,765,286,101,275,572,215,561,802,272,614,248,199,279
