ACSSF,2010m1,co,000,0120,0000001,621,5259,895,5790,2897,2443,1858,1433,969,1229,6595,3230,1176,2806,4421,2870,1525,21694,1350,576,1724,879,872,1829,1705,1472,1655,471,5459,1106,6042,3718,3597,2470,1839,1466,1295,6883,3439,2204,4514,1866,1825,4449,91310,2612,2093,2501,5316,2477,3370,1737,1995,4041,737,13341,2179,7243,2710,2379,3706,1834,2404,3642,10166,4366,2620,2121,2528,1981,1514,40735,2650,637,962,2040,2474,2046,1816,999,1830,15641,10050,3359,2109,2166,5863,5724,2822,5854,4620,3939,2135,2731,3945,3108,2290,4535,4030,500,3487,5455,3629,3918,4965,2729,3713,3233,3519,10606,1371,929,931,1432,3535,1707,3929,1940,1628,1090,2670,3821,3211,2231,4517,4164,285,2492,6749,4764,5283,4159,2141,3798,2536,3724
ACSSF,2010m1,co,000,0120,0000002,998,5984,2650,4350,1294,3960,2656,736,1130,1939,7232,3442,2349,1841,4406,1375,2584,22041,1159,671,1767,1171,1772,1903,1037,3496,2544,1417,9176,4197,7263,1392,4307,3067,1188,1296,1380,11800,4259,6452,7460,4983,3073,3575,102216,1845,1938,4886,4842,1399,3388,2267,2454,4097,1074,19442,5201,9504,3888,2260,2441,2195,3921,4368,5903,3231,2414,3227,3477,2772,3534,40735,2651,878,1301,2521,1761,4239,2185,1203,2419,16075,9946,2059,967,1630,4799,5156,2532,5365,4356,3541,1807,2206,3138,2641,1914,4639,3928,496,3107,4580,3309,3435,4313,2309,3430,3005,3011,10071,928,558,798,1311,3223,1605,3436,1605,1314,940,2283,3550,3058,1812,4069,3845,285,2341,6326,4276,4943,4059,1812,3870,2362,3190
ACSSF,2010m1,co,000,0120,0000003,1312,3050,1129,4407,3617,7641,2983,1613,1649,2008,7857,6561,6224,5291,3726,3850,3994,194659,7046,3929,2357,4149,1045,5217,2202,3112,5041,1823,3348,1220,5330,3932,10680,7948,3206,4315,4327,9089,5388,4726,3437,4322,8701,4136,194659,11011,4306,4007,16576,4393,8992,3000,2173,7061,753,10502,6294,26541,4384,10666,11417,2886,6210,4214,9253,6633,3595,6962,4149,3641,1345,.,7326,1311,3151,1773,2210,3386,3718,6261,1898,11089,7196,2785,2039,1402,2620,2458,1502,2696,2046,1756,1007,1266,2221,1602,1412,2497,2255,113,1285,2364,1379,1954,1882,1119,1515,1663,2018,5700,806,685,474,713,1537,777,2203,1209,1079,548,1157,1864,1441,1221,2271,2098,279,875,3866,2205,2970,1863,1143,1344,1295,1462
ACSSF,2010m1,co,000,0120,0000004,549,8960,1191,6756,3102,2888,2283,1774,1079,1236,6059,3756,1253,3289,4378,2367,1706,21694,954,933,1754,919,960,2594,1248,1502,2716,501,8138,1562,8257,3777,4372,2126,1865,1568,1378,6595,3357,2898,4574,2520,2796,4426,91310,1820,2684,1921,5558,1685,2718,2283,1633,3961,421,18687,6357,8507,2961,2887,3344,1953,2018,3100,10912,4630,2418,2181,2598,1883,3096,40735,2387,685,1283,1469,2585,2356,1982,1090,1181,14888,9469,2800,1579,2034,5503,5586,2648,5564,4445,3841,1965,2686,3804,2992,2129,4490,4009,500,3361,5162,3524,3805,4410,2420,3397,3125,3501,10258,1231,813,921,1331,3484,1702,3812,1938,1661,1049,2641,3477,2963,1925,4431,4041,285,2311,6219,4579,4917,4105,2065,3638,2429,3543
ACSSF,2010m1,co,000,0120,0000005,562,6320,1050,4726,3250,3506,2319,1801,1027,1167,5862,3647,1466,3492,4247,2204,3046,21694,1093,1162,1803,947,1199,2284,1070,1791,2938,513,7330,1158,7601,3873,4361,2202,2022,1432,1317,6399,3806,3016,4513,4019,3379,4500,91310,1872,2470,1979,4881,1734,3023,2409,2178,4285,418,14857,5714,7790,3203,4600,2231,1982,2204,3162,11121,4869,2130,2280,2535,2240,3280,40735,2550,702,1500,1325,1998,2673,2128,1186,1368,14656,9437,2373,1150,1873,5243,5408,2639,5538,4219,3640,1910,2678,3566,2801,2152,4749,4065,500,3333,5028,3520,3724,3827,2297,2866,2982,3358,9865,1167,666,912,1276,3474,1702,3808,1896,1575,1013,2594,3212,2811,1779,4289,3865,285,2419,5943,4514,4732,3612,1915,3292,2367,3525
ACSSF,2010m1,co,000,0120,0000006,509,9266,16232,5144,3429,2396,2874,1111,3213,3984,4142,3630,3407,4069,3646,1012,1756,19181,1749,683,1538,1278,1368,3459,1335,3787,2866,1192,8441,25055,5648,3410,5264,3189,1688,4026,4564,4629,5995,9986,7090,5759,5362,6224,124622,2265,3222,5069,5324,2021,4654,1298,3935,6450,945,27315,34389,25075,9412,4670,6442,1899,4024,4967,11194,5640,1657,1942,4604,3329,2919,55245,4070,1089,943,3401,2805,11754,1677,2454,3686,11032,7001,1326,520,1205,3207,3627,1898,3727,2289,1888,1214,1765,2440,1794,1501,3571,2624,458,2342,3512,2139,2808,2925,1206,2736,1725,2423,7518,755,406,603,813,2299,1058,2742,1227,998,623,1651,2589,2045,1286,2385,2289,179,1487,4431,2921,3993,2850,1143,2578,1612,2324
ACSSF,2010m1,co,000,0120,0000007,852,9189,1988,7253,3118,2244,2477,1042,2423,1909,4818,4464,3387,3163,4280,1558,4011,52314,3076,2079,1877,3918,2653,2873,2009,3083,2551,1496,6821,2287,10711,3504,4927,6133,1656,4393,2877,4509,5559,6909,2990,5560,3940,4024,77092,4293,3605,2607,5260,3418,5349,1931,2373,4964,559,18332,6786,7043,3868,7635,2043,979,2888,4018,10373,3878,2652,2683,3884,3900,5918,53368,3992,1297,2004,1388,2844,2489,2909,4873,3286,11361,8176,1632,991,1251,4167,3888,1998,3692,3165,2890,1379,2172,2985,2229,1688,3621,3285,252,2223,3110,2454,2288,2908,1751,2136,2503,2776,7029,838,522,652,1043,2290,1414,2693,1454,1221,798,2170,2196,2062,1255,3524,3025,259,1669,4853,2740,3689,2358,1473,1896,1653,2349
ACSSF,2010m1,co,000,0120,0000008,1812,10642,7257,11647,4959,2430,12001,7448,6673,5154,31676,11459,8837,16280,18548,8000,16153,.,2658,3202,4272,5838,5559,9144,7049,4954,7998,1404,14914,9347,12044,6591,2768,24784,4518,22103,22573,40138,16840,16167,22079,10090,11565,8336,.,27643,7419,13655,20312,5900,13316,9136,12151,9941,2657,27188,33006,4774,14901,4175,9411,2787,6065,10721,30115,15390,7392,15899,3001,13827,6052,.,9878,3517,4048,5691,7594,11697,7527,9877,10709,4783,3321,1296,1084,750,1483,1456,753,1114,868,737,449,538,1081,812,690,1104,870,279,703,724,578,564,1703,973,1459,1015,1158,2768,435,423,82,338,504,321,1013,445,465,225,286,975,688,784,1019,980,279,687,1429,764,1207,1365,798,1112,623,952
ACSSF,2010m1,co,000,0120,0000009,2575,29326,25840,50475,15757,1385,14673,12133,14189,20817,41962,46348,21764,11559,52896,15118,12336,.,9280,5116,6552,13628,8087,22012,6344,12234,9765,3911,31059,20619,72994,13121,1531,22464,17094,15570,38182,27181,.,58949,21776,19486,95057,102724,.,.,12034,18977,33821,7976,37336,10862,9164,13355,5616,35325,.,.,63427,8223,4823,8165,60225,11512,29698,38065,10914,16404,25195,8210,15999,.,9449,5029,5162,12617,13494,6711,5554,31457,22072,2970,1992,544,351,402,883,1340,489,641,383,262,260,107,418,273,326,334,332,279,25,594,445,376,996,541,940,500,497,1705,143,90,78,286,281,214,404,171,115,118,208,672,482,403,771,402,279,634,916,519,814,878,808,627,307,677
ACSSF,2010m1,co,000,0120,0000010,1302,10254,8759,13891,3267,18126,19015,6642,8684,5898,34126,15288,2638,21132,14995,13451,10079,.,22298,5444,6707,9502,6679,2215,7336,9619,10102,3888,14190,9181,13827,3782,14450,23273,8419,25037,27256,37119,24125,17878,13071,1419,11657,7564,.,28284,15569,15499,26858,8095,3881,13249,10841,12170,2261,24412,24259,.,9243,525,57621,3084,5375,5546,35551,17862,10041,31139,5894,19185,21621,.,68394,7177,8148,8226,8235,15590,7398,10343,10223,4126,2893,1157,1018,634,1287,621,559,853,820,708,395,538,948,740,601,1033,745,279,702,526,399,403,1521,771,1386,903,1004,2350,413,418,22,188,444,248,965,411,456,192,172,828,512,659,879,865,279,321,1250,631,1080,997,437,926,525,729
