ACSSF,2010m1,co,000,0097,0000001,9439,2863,2391,584,3749,1222,4285,860,599,2404,639,2058,4062,2580,590,160,4519,9115,2031,4687,6591,4609,9754,9632,12738,14146,14528,415,1362,1275,2151,264,847,344,3597,3913,3590,3168,3049,1053,1349,5426,8541,8738,5727,7255,3849,5168,4879,4597,1169,2166,5936,8149,9593,5708,6384,1916,4036,3815,3624,1099,2704,4569,5901,6596,2628,5269,3102,3831,3625,1169,441,1144,3257,1100,2962,5231,9695,2256,9730,9932,3740,9698,3758,5127,1550,781,1468,5202,1569,4985,5779,6612,3008,5658,8724,4392,8548,2120,4020,1330,713,1118,3946,2071,3493,4620,3116,1960,2750,5613,3533,6036,2272,3229,1119,691,1102,3317,2581,3573,3528,2899,2041,2175,4104,4270,4142,9439,8895,3464,1095,2111,1550,1120,1784,1580,3597,7972,7727,7281,2116,3577,8539,12273,14464,8671,10805,3102,3708,7867,2504,1185,2231,7485,2796,6891,8407,13065,4257,12618,14807,7372,14107,2272,3229,1119,691,1102,3317,2581,3573,3528,2899,2041,2175,4104,4270,4142,9439,8895,3464
ACSSF,2010m1,co,000,0097,0000002,8280,2802,1973,505,3265,956,3588,772,555,2189,594,1955,3543,2303,504,160,12303,8031,1839,4071,5689,4337,11940,9245,11154,13304,13102,266,1109,1394,3706,295,357,333,13315,8955,3277,2784,2655,977,1348,9554,10944,10351,5504,7160,8126,4215,4170,4064,1012,1804,8023,9250,10075,5168,6016,5077,3850,3252,3052,989,2648,5754,5907,6035,2320,4890,14939,9091,3284,1147,435,1115,3000,983,2701,9594,8964,2134,8821,11990,3379,11807,8412,4165,1210,718,1097,4273,1611,4081,8036,6389,2957,5609,10203,3667,10168,5145,3852,1219,671,974,3814,1817,3196,5729,2926,1829,2488,6011,2955,5943,5214,3065,975,650,825,3100,2394,3196,5143,2760,1972,1933,5545,4297,4860,8280,7687,3304,853,1891,1325,752,1594,1341,13315,7066,6670,6359,1882,3351,13073,16629,17084,8071,10542,14939,14622,7023,2293,1087,2101,6876,2597,5903,13639,12461,4178,11927,17240,5940,17385,5214,3065,975,650,825,3100,2394,3196,5143,2760,1972,1933,5545,4297,4860,8280,7687,3304
ACSSF,2010m1,co,000,0097,0000003,3847,747,1144,243,1783,710,2474,355,235,1436,221,911,1781,1061,293,20,11986,3820,911,1889,2683,2519,11738,3916,6825,7330,7270,1166,2990,2963,6430,500,687,589,13330,7953,1261,1220,1235,311,395,7905,7648,6327,2677,3834,8040,2410,2299,2211,507,1100,7859,7454,7693,2131,4238,4976,2101,1889,1830,476,1218,4736,4117,4207,1362,2557,14766,8207,1268,201,74,184,1250,450,1117,8223,3027,728,3111,7693,1379,7432,8276,2435,960,253,925,2332,666,2343,7987,2620,1010,2375,7325,2214,7218,5091,2090,580,211,534,2128,961,1951,4797,1459,730,1269,4547,1861,4742,5115,2059,727,313,663,2030,1290,2042,4587,1069,585,856,4413,2059,3941,3847,3683,1998,566,976,817,836,933,726,13330,3400,3268,3194,733,1604,13000,12986,12026,3449,6745,14766,14418,3422,1159,340,1090,3371,1205,3297,14006,4228,1243,4155,13323,3691,12978,5115,2059,727,313,663,2030,1290,2042,4587,1069,585,856,4413,2059,3941,3847,3683,1998
ACSSF,2010m1,co,000,0097,0000004,8815,2635,2376,584,3620,1210,3972,855,554,2230,584,1802,4046,2195,529,160,4440,8579,1860,4081,6047,4457,9188,9543,11722,13596,13910,413,1069,851,2266,274,881,496,4418,3748,3397,3042,2963,1051,1246,5385,8469,8505,5518,7326,3868,5070,4753,4454,1142,2105,5478,8210,9520,5330,6345,2213,3867,3600,3389,1059,2678,4671,5890,6394,2571,4936,6994,4387,3414,1112,435,1083,3158,1067,2889,5755,9456,2192,9336,9808,3500,9500,4586,4999,1403,758,1334,5079,1590,4775,6014,6277,3015,5439,8261,4285,8124,2325,3869,1290,667,1095,3809,1892,3391,4661,3168,1986,2743,5674,3240,5738,3083,3055,1056,642,963,3076,2436,3092,3832,2735,2029,1934,4208,4042,3929,8815,8213,3611,1091,2198,1516,1076,1708,1501,4418,7470,7320,6856,2057,3474,8536,12537,13939,8116,11167,6994,6344,7362,2299,1106,2064,7148,2706,6563,9920,13055,4305,12408,14222,6937,13228,3083,3055,1056,642,963,3076,2436,3092,3832,2735,2029,1934,4208,4042,3929,8815,8213,3611
ACSSF,2010m1,co,000,0097,0000005,8565,2571,2366,584,3503,1201,3983,836,536,2200,556,1722,3834,2114,526,160,3835,8300,1882,4021,5858,4208,8160,9085,11486,12797,13752,462,920,903,2500,399,978,523,3543,3201,3137,2866,2767,1051,1232,4947,8338,8176,5409,7005,3124,4868,4581,4240,1165,2116,4925,7808,9235,5176,6194,1993,3839,3520,3319,1042,2604,4465,5711,6330,2444,4814,5697,4573,3140,1103,417,1083,2938,1067,2715,5931,8956,2203,8888,9588,3387,9432,3501,4776,1331,758,1197,4837,1586,4572,5381,5794,2951,5058,8064,4175,7790,2109,3882,1238,670,1044,3755,1916,3249,4398,3101,1961,2710,5446,3085,5556,2920,3050,1025,622,936,3090,2419,3060,3710,2592,1952,1803,3984,3916,3972,8565,7824,3683,985,2129,1555,1026,1701,1443,3543,7300,7140,6629,2069,3432,7729,12138,13603,7981,10736,5697,5504,7200,2211,1115,1934,6906,2736,6262,9134,12856,4160,12134,13655,6753,12581,2920,3050,1025,622,936,3090,2419,3060,3710,2592,1952,1803,3984,3916,3972,8565,7824,3683
ACSSF,2010m1,co,000,0097,0000006,6513,1959,1764,481,2700,708,3503,664,335,1331,391,1020,2440,1292,271,70,7484,6351,1138,2921,3943,3210,8249,7321,7336,9988,10131,400,2227,1673,2586,555,1301,487,6035,6096,2400,2350,2205,827,950,6324,6852,7221,4059,6127,5769,3253,3053,3041,654,1468,6220,5896,6641,3054,5270,4911,2956,2440,2325,797,1890,4925,4054,4107,1748,3477,7509,6844,2420,816,224,832,2220,844,2071,6895,7464,1589,7218,8005,2242,7775,5638,3198,1008,611,880,3105,1116,2956,5985,4516,2595,3853,7592,3197,7748,4947,2984,841,528,649,2849,1461,2296,4958,2275,1454,1779,5183,1927,4855,5156,2134,644,445,538,2140,1389,1941,4366,2130,1361,1493,4371,2894,3865,6513,5297,2924,895,1542,1047,628,1425,969,6035,5890,5196,4927,1457,2515,7942,8323,9767,5421,8936,7509,6533,5849,1477,877,1284,5454,2041,4643,7861,10604,3372,9470,11515,4455,10831,5156,2134,644,445,538,2140,1389,1941,4366,2130,1361,1493,4371,2894,3865,6513,5297,2924
ACSSF,2010m1,co,000,0097,0000007,5981,1736,1552,301,2344,948,3709,520,391,1721,415,1453,2613,1683,484,142,7865,5885,1536,2612,4400,3609,8448,5639,8296,8848,9119,357,1062,1019,4890,394,600,523,6924,6316,2047,1884,1752,769,686,6531,7232,7046,3772,5279,6245,3365,3370,3031,1009,1181,6629,7626,7867,3643,4684,5117,2946,2785,2793,716,1839,5170,4704,4980,1767,4113,7804,6550,2042,746,337,672,1897,530,1812,6797,4847,1355,4957,7225,2531,6992,6116,3341,834,457,763,3464,1305,3129,6635,3928,1602,3553,7433,3229,7809,5073,2947,868,415,838,2872,1401,2637,5120,2176,1087,2064,5540,2751,5225,5422,2947,855,558,711,2801,1908,2608,4963,1856,1431,1245,4741,3078,4380,5981,5702,2898,577,1673,1179,781,1312,1040,6924,4901,4957,4515,1468,2415,7277,8706,9596,5618,7926,7804,6986,4864,1446,663,1345,4789,2045,4426,7676,7776,2456,7623,10086,5455,10206,5422,2947,855,558,711,2801,1908,2608,4963,1856,1431,1245,4741,3078,4380,5981,5702,2898
ACSSF,2010m1,co,000,0097,0000008,1939,405,377,279,914,336,1235,121,163,665,127,545,856,607,86,279,2403,1916,454,1181,1434,1141,3111,3146,3299,3404,3036,781,4083,3959,6024,833,1225,943,2324,2429,889,867,867,279,196,2469,2545,2985,1479,2495,1975,1058,1001,912,347,596,2275,2842,2900,1214,1714,1295,1012,726,716,127,687,1620,1514,1647,704,1268,5166,2786,881,124,124,279,874,279,874,2859,2305,343,2260,3196,630,3191,2853,1004,550,279,550,863,160,846,2927,1554,609,1338,2798,1270,2911,1346,974,438,26,438,938,417,828,1645,718,392,566,1708,954,1555,1760,981,287,268,104,1031,662,831,1571,751,501,481,1446,1018,1355,1939,1865,857,342,582,231,234,350,244,2324,1682,1515,1421,380,1037,3110,4121,4821,2046,3828,5166,4454,1560,808,128,790,1529,426,1506,4861,2693,799,2616,4726,1753,4583,1760,981,287,268,104,1031,662,831,1571,751,501,481,1446,1018,1355,1939,1865,857
ACSSF,2010m1,co,000,0097,0000009,,,,,,,,,,,,,,,,,3694,1091,211,840,771,666,3578,1828,1887,2052,2042,1434,6804,7314,6041,1428,2762,1469,4662,3182,391,354,354,279,164,3183,2709,2708,878,1392,2553,505,434,400,137,323,2463,2311,2208,495,1106,1507,497,289,287,69,477,1491,1288,1293,139,912,4325,2994,379,124,124,279,354,279,354,2986,1194,292,1068,2610,429,2553,2477,476,282,279,282,434,126,403,2394,951,500,793,2375,945,2160,1491,482,391,279,391,354,187,294,1488,328,276,160,1497,441,1346,1666,694,204,177,104,741,427,655,1347,631,448,359,1138,751,1012,,,,,,,,,,4662,776,640,613,178,732,4572,3906,3791,1158,2159,4325,4303,735,640,124,624,632,228,622,4172,1613,704,1362,3510,1252,3211,1666,694,204,177,104,741,427,655,1347,631,448,359,1138,751,1012,1091,900,660
ACSSF,2010m1,co,000,0097,0000010,1876,348,182,279,902,322,984,121,78,539,107,371,768,475,53,279,4330,1849,456,1055,1127,1040,4576,3098,3128,3110,3076,2526,5910,5902,14647,2144,1553,1956,4851,3661,723,713,713,279,97,3643,2964,3073,1196,2656,2917,971,909,825,308,519,3075,3217,3002,1074,1526,1566,869,614,618,103,548,1701,1528,1495,694,1196,4828,3169,723,279,279,279,723,279,723,3168,2256,178,2257,3135,519,3022,3296,922,473,279,473,767,91,759,3368,1280,414,1115,3316,736,3271,1578,870,214,26,219,851,362,779,1666,679,348,545,1679,892,1462,1632,936,190,190,279,935,589,689,1456,402,148,374,1401,703,1317,1876,1717,582,146,351,222,213,320,42,4851,1494,1295,1237,328,771,5093,4846,4849,1766,4071,4828,4927,1422,477,26,468,1389,350,1369,5193,2722,558,2667,5250,1258,4880,1632,936,190,190,279,935,589,689,1456,402,148,374,1401,703,1317,1876,1717,582
