ACSSF,2010m1,co,000,0055,0000038,,,,,,,,,,,,,,,,,,,,4359,1980,414,340,301,491,468,276,648,389,383,331,353,478,368,227,1004,433,3644,4211,1936,451,468,348,456,159,535,298,332,466,173,297,117,282,475,914,297,3074,1108,899,245,523,445,376,560,4359,1980,605,1291,722,1064,3644,4211,1936,547,1088,585,963,3074
ACSSF,2010m1,co,000,0055,0000039,,,,,,,,,,,,,,,,,,,,2565,2522,490,231,182,279,366,409,252,448,343,211,240,164,245,395,2342,1598,3077,,,,,,,,,,,,,,,,,,,,1576,727,232,395,118,578,1152,2565,2522,569,1106,580,2583,3077,2176,1185,224,615,710,581,1606
ACSSF,2010m1,co,000,0055,0000040,3505,2479,381,528,484,459,601,364,469,231,520,622,375,140,239,344,1141,156,1775,3811,3523,882,853,874,806,849,709,1177,844,728,734,991,852,879,1028,2175,1107,3735,3772,2565,632,644,508,890,734,852,541,365,602,682,370,500,627,580,1198,201,2491,3505,2479,666,1631,680,1171,1775,3811,3523,1170,2077,1463,2369,3735,3772,2565,909,1607,961,1218,2491
ACSSF,2010m1,co,000,0055,0000041,3419,2365,344,533,443,231,330,218,517,412,252,330,477,471,342,154,563,643,1687,5426,3064,621,525,982,602,662,584,572,530,528,665,349,704,429,575,1316,709,4606,5151,3050,656,634,965,646,929,833,818,733,962,789,518,583,519,790,1185,390,3744,3419,2365,745,1256,1044,881,1687,5426,3064,735,1901,938,1493,4606,5151,3050,859,2087,1093,1205,3744
ACSSF,2010m1,co,000,0055,0000042,2890,1919,311,224,693,240,311,477,317,489,170,182,194,363,195,130,517,357,1864,1134,3508,1051,732,687,572,612,529,471,471,420,544,672,341,459,717,2699,2143,3092,1133,2440,1085,1030,1078,766,1114,965,869,830,957,867,825,927,1044,1063,1308,579,2311,2890,1919,391,1401,549,639,1864,1134,3508,1107,988,842,3357,3092,1133,2440,1392,1371,1471,1415,2311
ACSSF,2010m1,co,000,0055,0000043,,,,,,,,,,,,,,,,,,,,2927,3017,1232,355,500,509,615,489,497,418,523,450,426,507,697,662,2122,999,3421,,,,,,,,,,,,,,,,,,,,1148,831,131,694,427,279,594,2927,3017,1276,1510,999,2243,3421,2499,1641,304,834,692,892,1421
ACSSF,2010m1,co,000,0055,0000044,,,,,,,,,,,,,,,,,,,,2676,1926,513,423,633,539,402,545,420,529,205,359,336,243,313,485,904,276,2506,,,,,,,,,,,,,,,,,,,,,,,,,,,2676,1926,624,1390,581,970,2506,2667,1876,510,1402,493,956,1291
ACSSF,2010m1,co,000,0055,0000045,,,,,,,,,,,,,,,,,,,,3408,1781,487,716,513,329,214,455,567,245,255,242,402,580,355,447,1160,475,2890,3297,1940,465,477,127,293,484,697,482,506,585,509,360,220,374,666,440,120,2559,954,734,157,498,168,353,416,3408,1781,860,1031,907,1313,2890,3297,1940,659,1469,907,476,2559
ACSSF,2010m1,co,000,0055,0000046,,,,,,,,,,,,,,,,,,,,2284,1641,346,542,382,530,375,370,376,163,284,328,354,309,277,337,1134,510,2328,2113,1647,782,492,643,612,457,485,631,464,244,798,451,559,350,565,925,325,1871,1830,1103,107,703,703,365,1024,2284,1641,638,733,589,1176,2328,2113,1647,940,1089,822,901,1871
ACSSF,2010m1,co,000,0055,0000047,3165,2108,311,224,791,262,343,477,377,489,246,182,194,363,195,130,749,357,1970,3298,3893,1140,829,755,765,662,538,492,519,625,615,722,387,518,857,2845,2200,4421,2350,2729,1092,1061,1157,766,1134,939,865,939,955,864,843,984,1140,1045,1277,593,2913,3165,2108,391,1530,549,844,1970,3298,3893,1246,1287,1173,3458,4421,2350,2729,1396,1574,1594,1399,2913
ACSSF,2010m1,co,000,0055,0000048,2984,1853,368,368,314,378,238,360,319,295,170,381,520,200,215,389,829,366,2157,8825,5003,1230,1048,926,1092,1392,1116,1080,1174,1241,1236,1056,1119,1077,1216,3190,2088,7175,6857,4141,1057,951,980,986,801,953,1096,690,968,1018,773,1017,725,817,1871,449,5358,2984,1853,564,1117,740,861,2157,8825,5003,1649,2773,2094,3427,7175,6857,4141,1414,2490,1589,1903,5358
ACSSF,2010m1,co,000,0055,0000049,2709,1982,600,342,434,206,254,489,463,479,243,483,288,239,764,409,865,324,1672,2527,3571,1154,1146,1353,1590,1172,1124,1182,1152,1073,1315,963,903,1050,1242,2938,1170,3662,2019,2644,1318,921,809,855,1112,910,1056,989,830,1044,819,907,793,1032,1708,391,2754,2709,1982,719,1200,894,924,1672,2527,3571,1516,1970,1538,3143,3662,2019,2644,1631,1598,1534,1661,2754
ACSSF,2010m1,co,000,0055,0000050,2574,1611,352,340,324,339,251,438,431,582,298,524,425,335,263,410,615,174,1524,4848,3340,1620,1310,1072,1305,1254,1323,1340,986,1107,1146,1140,1150,986,1189,2494,1536,4487,4378,2841,1078,867,846,853,1022,841,983,993,1070,868,901,696,762,950,1348,424,3393,2574,1611,480,1290,731,672,1524,4848,3340,1938,1943,1658,2584,4487,4378,2841,1316,2038,1317,1458,3393
ACSSF,2010m1,co,000,0055,0000051,4184,3237,435,554,661,590,594,464,547,332,540,680,483,320,572,467,1242,156,2100,3237,3943,1226,1260,1211,1245,1453,1206,1398,1126,1103,977,1255,1096,942,1291,2958,1629,4129,1889,1824,655,663,647,996,993,921,814,517,680,733,604,508,839,599,1389,229,2039,4184,3237,726,2023,1059,1268,2100,3237,3943,1715,1664,1540,3353,4129,1889,1824,964,1018,877,1386,2039
ACSSF,2010m1,co,000,0055,0000052,3088,2237,485,541,573,449,476,348,99,426,484,441,545,362,412,413,530,659,1887,6213,4972,1653,1193,1622,1719,1595,1341,1203,1475,1447,1373,1463,1332,1484,1197,2537,1869,5765,5560,3208,683,632,816,511,655,462,778,453,614,733,601,486,620,663,1282,484,3273,3088,2237,711,1374,1061,936,1887,6213,4972,1958,3216,2097,3113,5765,5560,3208,926,2001,1091,1331,3273
ACSSF,2010m1,co,000,0055,0000053,3457,2487,407,522,359,251,247,267,589,374,201,403,428,471,471,173,844,340,1671,8961,4223,1144,927,1030,1009,873,915,894,1085,1019,846,699,905,884,1010,2128,1367,8125,7789,4393,973,1169,1108,1137,1159,1302,1133,861,1207,925,821,731,769,918,1381,362,5588,3457,2487,699,1119,1006,974,1671,8961,4223,1544,2630,1877,2413,8125,7789,4393,1428,2822,1644,1444,5588
ACSSF,2010m1,co,000,0055,0000054,,,,,,,,,,,,,,,,,,,,2634,1995,475,639,508,590,606,441,489,454,396,674,534,530,481,567,1279,577,2305,1047,1583,571,274,232,324,449,257,529,408,548,215,189,449,424,793,865,279,1383,675,348,212,269,180,279,520,2634,1995,787,1009,843,1497,2305,1047,1583,640,633,1057,865,1383
ACSSF,2010m1,co,000,0055,0000055,,,,,,,,,,,,,,,,,,,,3307,2312,599,627,783,660,712,797,781,709,705,510,669,640,602,568,1470,592,2857,,,,,,,,,,,,,,,,,,,,981,679,79,589,385,145,594,3307,2312,834,1929,918,1519,2857,2583,1767,502,1253,692,1065,1404
ACSSF,2010m1,co,000,0055,0000056,,,,,,,,,,,,,,,,,,,,1755,2542,865,729,640,833,643,525,474,882,549,484,638,310,554,556,2104,529,1995,505,1270,646,375,217,376,294,488,308,365,279,246,439,279,187,408,481,93,1236,1370,1062,586,602,190,533,615,1755,2542,1040,1073,884,2026,1995,505,1270,682,435,554,501,1236
ACSSF,2010m1,co,000,0055,0000057,,,,,,,,,,,,,,,,,,,,3091,3070,1234,355,461,498,604,451,518,378,511,436,401,507,577,662,2227,999,3506,,,,,,,,,,,,,,,,,,,,989,702,131,494,409,279,563,3091,3070,1278,1494,1029,2345,3506,2475,1600,304,791,650,892,1441
ACSSF,2010m1,co,000,0055,0000058,,,,,,,,,,,,,,,,,,,,956,1901,810,1010,681,762,641,622,825,805,612,720,573,705,518,682,1459,707,2057,828,1185,701,660,528,593,594,789,900,626,649,576,498,513,441,748,766,120,1242,2077,1307,408,921,413,467,1039,956,1901,1161,1212,789,1587,2057,828,1185,941,928,808,787,1242
ACSSF,2010m1,co,000,0055,0000059,,,,,,,,,,,,,,,,,,,,2288,1622,676,315,469,516,432,356,422,397,416,650,517,551,433,379,983,467,2236,2009,1307,534,346,427,471,163,437,311,502,303,398,334,476,121,363,589,279,1536,951,873,22,611,380,250,328,2288,1622,732,1032,854,1054,2236,2009,1307,581,811,676,589,1536
ACSSF,2010m1,co,000,0055,0000060,,,,,,,,,,,,,,,,,,,,2886,1491,217,336,288,521,281,348,409,222,276,333,348,249,299,320,902,272,2285,1616,1029,483,410,393,270,283,462,162,343,332,246,291,323,355,396,629,91,1302,1485,936,241,478,363,519,987,2886,1491,372,977,594,998,2285,1616,1029,690,758,620,618,1302
ACSSF,2010m1,co,000,0055,0000061,,,,,,,,,,,,,,,,,,,,1578,1317,375,541,504,573,406,656,729,343,335,441,418,400,453,469,1209,673,1577,793,1256,792,599,635,748,473,485,656,564,269,796,543,607,397,586,1005,356,1268,1806,1046,107,726,700,384,1102,1578,1317,647,870,440,1301,1577,793,1256,999,990,920,994,1268
ACSSF,2010m1,co,000,0055,0000062,,,,,,,,,,,,,,,,,,,,1832,1367,531,482,772,603,396,581,441,644,676,734,455,450,643,612,1035,358,1687,624,876,262,369,217,302,439,212,399,352,434,459,317,284,425,488,802,279,755,1063,787,373,421,300,341,646,1832,1367,675,1034,589,1039,1687,624,876,458,694,616,802,755
ACSSF,2010m1,co,000,0055,0000063,,,,,,,,,,,,,,,,,,,,2116,1576,548,516,594,444,560,466,502,407,462,617,413,569,568,637,1290,550,2305,1018,928,477,307,377,300,559,300,122,219,356,530,487,256,223,475,699,279,1299,,,,,,,,2116,1576,730,984,774,1328,2305,1018,928,574,724,664,699,1299
ACSSF,2010m1,co,000,0055,0000064,,,,,,,,,,,,,,,,,,,,5496,2248,582,427,557,444,519,612,426,399,482,625,439,502,475,457,1347,730,4689,,,,,,,,,,,,,,,,,,,,,,,,,,,5496,2248,724,1462,914,1523,4689,1489,813,296,577,152,318,1010
ACSSF,2010m1,co,000,0055,0000065,,,,,,,,,,,,,,,,,,,,3254,2170,549,482,495,420,792,546,411,593,418,472,333,504,451,597,879,488,2621,2342,1601,397,419,477,393,403,463,188,309,615,335,613,55,194,580,379,77,1567,1196,932,363,564,301,352,588,3254,2170,790,1516,883,1180,2621,2342,1601,527,1060,898,392,1567
ACSSF,2010m1,co,000,0055,0000066,,,,,,,,,,,,,,,,,,,,2815,2492,495,253,218,279,430,440,348,448,488,211,301,315,324,452,2300,1656,3115,,,,,,,,,,,,,,,,,,,,1734,739,232,395,118,615,1401,2815,2492,572,1185,656,2461,3115,2184,1187,224,621,710,581,1625
ACSSF,2010m1,co,000,0055,0000067,,,,,,,,,,,,,,,,,,,,4115,2236,753,469,483,625,582,600,502,491,446,519,507,597,558,472,1275,527,3306,2141,1362,369,351,237,126,296,330,319,159,60,415,331,103,157,202,542,219,1455,815,635,166,403,360,174,547,4115,2236,963,1633,947,1396,3306,2141,1362,578,637,369,606,1455
ACSSF,2010m1,co,000,0055,0000068,,,,,,,,,,,,,,,,,,,,5219,2376,370,363,314,429,412,331,564,389,519,272,339,429,367,363,1295,503,4210,4631,2405,340,514,459,529,438,396,491,443,605,705,436,378,333,502,1033,290,2651,979,800,241,429,313,383,506,5219,2376,523,1334,832,1381,4210,4631,2405,651,1455,847,1129,2651
ACSSF,2010m1,co,000,0055,0000069,,,,,,,,,,,,,,,,,,,,4061,2290,443,595,326,506,690,550,520,654,294,590,640,492,474,647,1008,278,3160,5394,2546,413,693,627,567,494,504,905,463,488,318,605,650,300,396,857,141,3782,1269,637,103,484,316,128,856,4061,2290,765,1551,1060,1077,3160,5394,2546,813,1789,1067,865,3782
ACSSF,2010m1,co,000,0055,0000070,,,,,,,,,,,,,,,,,,,,4705,2291,586,477,336,656,329,388,290,529,709,619,437,466,509,412,995,354,3700,5474,2784,717,691,594,834,570,696,606,795,651,699,344,387,595,471,851,119,3652,1797,896,225,525,411,180,1090,4705,2291,813,1652,972,1057,3700,5474,2784,972,1932,968,869,3652
ACSSF,2010m1,co,000,0055,0000071,2720,2012,323,454,474,317,337,105,68,355,310,337,373,282,301,316,366,659,1274,5927,3343,734,497,782,581,664,608,576,506,491,759,712,692,525,485,1030,469,3975,4697,2421,393,427,606,304,386,238,449,278,225,638,451,293,454,266,503,365,2698,2720,2012,580,1247,914,804,1274,5927,3343,934,1978,1172,1175,3975,4697,2421,653,1538,937,623,2698
ACSSF,2010m1,co,000,0055,0000072,,,,,,,,,,,,,,,,,,,,4368,1943,201,208,537,332,466,347,243,431,319,351,188,458,200,407,522,466,3501,5239,2752,447,501,643,585,482,503,398,321,469,384,393,513,77,649,777,279,3127,1988,1407,120,753,794,399,940,4368,1943,275,1525,598,722,3501,5239,2752,692,1539,962,777,3127
ACSSF,2010m1,co,000,0055,0000073,,,,,,,,,,,,,,,,,,,,3857,1937,227,273,118,242,303,279,345,148,343,377,169,278,337,214,713,444,2922,5721,3050,469,474,567,550,721,657,628,666,782,411,239,306,440,498,885,147,3763,1549,1271,584,591,149,381,885,3857,1937,356,1196,559,751,2922,5721,3050,700,2288,801,885,3763
ACSSF,2010m1,co,000,0055,0000074,,,,,,,,,,,,,,,,,,,,4943,2338,488,591,440,703,614,500,538,466,646,452,426,638,601,546,931,689,4090,,,,,,,,,,,,,,,,,,,,953,674,180,540,161,68,605,4943,2338,742,1550,957,1281,4090,2422,1658,399,1151,259,563,1373
