ACSSF,2010m1,co,000,0038,0000001,16248,14051,11557,12648,8114,8091,2198,17344,12895,9671,10415,7501,7148,1643,10203,4300,3898,4098,4073,3247,578,4654,2392,2758,2411,1152,1187,134,5488,2643,3049,2409,1631,957,1614,3985,2329,1643,1541,1179,1244,206,7501,5000,2356,3482,1283,1864,130,16248,14131,13788,5954,6556,6269,5854,5212,6753,1366,17344,14660,14504,4838,6637,5768,4449,4863,4659,1183,10203,8456,7776,1605,2113,2473,1739,1750,1984,436,4654,4382,4422,270,1169,887,921,960,792,279,5488,4324,4183,646,1548,651,1253,2090,1408,297,3985,2957,2914,890,1067,736,1678,692,1394,207,7501,5517,4178,3398,1442,1022,657,464,3154,300,16248,14051,11557,12648,8114,8091,2198,17344,12895,9671,10415,7501,7148,1643,10203,4300,3898,4098,4073,3247,578,4654,2392,2758,2411,1152,1187,134,7000,3390,3468,2956,1963,1623,1622,7501,5000,2356,3482,1283,1864,130,16248,14162,10290,6753,1366,17344,15141,9288,4659,1183,10203,8787,3481,1984,436,4654,4496,1454,792,279,7000,5653,3223,1953,360,7501,5831,1242,3154,300
ACSSF,2010m1,co,000,0038,0000002,19564,12929,10816,10251,6712,7690,1885,16848,11370,8802,8972,6114,6655,1500,8811,3668,3650,3502,3720,2956,569,4388,2376,2531,2172,1147,1126,134,4468,2289,2667,2137,1013,699,1439,4032,2078,1612,1519,1144,1061,172,5977,3778,2170,2867,992,1288,81,19564,16179,15702,5357,5921,5458,5813,4755,6559,1282,16848,14369,14500,4202,5881,5005,4294,4099,3800,1170,8811,7198,6841,1151,1855,2015,1515,1575,1940,355,4388,4146,4174,250,970,823,915,897,754,279,4468,3851,3818,389,1051,617,1196,1678,999,240,4032,2988,2906,841,940,698,1670,639,1291,207,5977,4171,3278,2476,1180,630,594,360,3037,158,19564,12929,10816,10251,6712,7690,1885,16848,11370,8802,8972,6114,6655,1500,8811,3668,3650,3502,3720,2956,569,4388,2376,2531,2172,1147,1126,134,6204,2933,3116,2814,1490,1254,1447,5977,3778,2170,2867,992,1288,81,19564,16870,9423,6559,1282,16848,14579,8185,3800,1170,8811,7678,2981,1940,355,4388,4253,1392,754,279,6204,5183,2830,1636,316,5977,4433,886,3037,158
ACSSF,2010m1,co,000,0038,0000003,13650,7292,4893,7055,4330,4077,950,13424,6820,4499,5753,3717,3574,702,4273,2274,1584,2064,1708,1273,119,1865,805,1080,997,133,489,279,2749,1349,1017,1077,979,635,526,1587,1061,649,451,353,569,116,3734,2980,875,1670,870,1259,109,13650,11534,10260,3368,3688,3509,2267,2483,3320,457,13424,11003,10019,2447,3132,3136,2228,2140,2477,237,4273,3724,3456,1142,847,1263,739,718,974,246,1865,1560,1559,123,478,253,140,272,279,279,2749,1853,1714,493,969,315,330,1145,982,175,1587,1139,1119,379,603,230,168,219,479,279,3734,3003,2451,2149,789,857,260,232,1752,261,13650,7292,4893,7055,4330,4077,950,13424,6820,4499,5753,3717,3574,702,4273,2274,1584,2064,1708,1273,119,1865,805,1080,997,133,489,279,3090,1716,1079,1146,898,839,539,3734,2980,875,1670,870,1259,109,13650,12750,4625,3320,457,13424,12212,4402,2477,237,4273,3707,1499,974,246,1865,1711,408,279,279,3090,2447,1286,1025,175,3734,3214,938,1752,261
ACSSF,2010m1,co,000,0038,0000004,15713,13803,10522,12294,8059,8099,2196,16950,12729,9256,9964,7216,7104,1648,9920,4213,3743,4047,3896,3033,578,4303,2367,2428,2379,1155,1146,134,5008,2518,2648,2079,1377,834,1614,3501,2224,1561,1437,1145,1159,206,7205,4824,2383,3358,1063,1771,130,15713,13636,13488,6213,6300,5963,5595,5083,6592,1299,16950,14021,14290,4934,6411,5576,4249,4691,4260,1168,9920,8269,7598,1438,2034,2151,1517,1697,1979,355,4303,4138,4182,256,1157,884,921,953,703,279,5008,3757,3611,549,1402,601,1155,2032,1350,240,3501,2629,2568,880,1041,676,1648,690,1312,207,7205,5267,3870,3284,1369,1045,481,464,3204,274,15713,13803,10522,12294,8059,8099,2196,16950,12729,9256,9964,7216,7104,1648,9920,4213,3743,4047,3896,3033,578,4303,2367,2428,2379,1155,1146,134,6376,3077,3204,2721,1744,1474,1622,7205,4824,2383,3358,1063,1771,130,15713,13568,10146,6592,1299,16950,14466,9107,4260,1168,9920,8629,2925,1979,355,4303,4239,1460,703,279,6376,5063,2950,1920,316,7205,5517,1226,3204,274
ACSSF,2010m1,co,000,0038,0000005,14811,13297,10218,11470,7382,7792,2190,16225,12191,8998,9271,6682,6562,1634,9618,3855,3485,3948,3936,2955,578,3902,2410,1993,2032,1014,1105,134,4441,2238,2154,2007,977,808,1614,3367,2196,1504,1432,944,1133,206,6984,4446,2025,3280,987,1770,130,14811,13432,12963,6194,5833,5622,5446,5104,6524,1283,16225,13616,13627,4874,6192,5327,4158,4678,4385,1174,9618,7870,7367,1180,1989,2109,1499,1703,1976,355,3902,3454,3503,256,1000,884,921,953,542,279,4441,3119,3024,530,1373,495,1125,2013,949,240,3367,2476,2419,877,978,687,1648,690,1294,207,6984,5144,3626,3191,1285,994,481,424,3184,171,14811,13297,10218,11470,7382,7792,2190,16225,12191,8998,9271,6682,6562,1634,9618,3855,3485,3948,3936,2955,578,3902,2410,1993,2032,1014,1105,134,5952,2935,2717,2662,1270,1404,1622,6984,4446,2025,3280,987,1770,130,14811,13082,9715,6524,1283,16225,14008,8868,4385,1174,9618,8202,3041,1976,355,3902,3614,1460,542,279,5952,4575,3034,1624,316,6984,5399,1135,3184,171
ACSSF,2010m1,co,000,0038,0000006,10770,9128,7036,7644,5090,4898,1469,11444,7803,6054,6788,4062,4035,1181,6260,2751,2625,2476,2894,1889,462,3277,1597,2012,1744,724,873,279,3351,1939,1724,1399,643,374,699,2698,1856,1113,932,690,784,120,4066,2648,1246,1879,794,1028,110,10770,10773,10492,3221,4710,3822,4393,3937,4544,1188,11444,11534,11015,2652,4257,3510,3038,3315,2840,1165,6260,5307,5158,790,1399,1213,1327,1164,1506,279,3277,2918,2933,260,659,619,698,659,222,279,3351,2699,2690,284,735,440,1108,983,564,240,2698,1857,1850,776,772,544,1608,585,604,279,4066,2479,2069,1512,737,474,326,224,2573,102,10770,9128,7036,7644,5090,4898,1469,11444,7803,6054,6788,4062,4035,1181,6260,2751,2625,2476,2894,1889,462,3277,1597,2012,1744,724,873,279,4512,2538,2104,1843,965,874,708,4066,2648,1246,1879,794,1028,110,10770,9740,7004,4544,1188,11444,10874,5853,2840,1165,6260,5535,1883,1506,279,3277,3112,1126,222,279,4512,3594,2445,848,240,4066,2635,584,2573,102
ACSSF,2010m1,co,000,0038,0000007,12080,10961,6872,9102,5170,5958,1789,12506,9184,6327,7683,4665,5034,1079,6285,2882,2227,3099,2513,2143,262,2315,1739,1235,1367,642,799,134,3345,1274,1049,1545,866,755,1447,2351,1436,999,932,696,877,168,5410,3851,1213,2482,775,1387,80,12080,11212,10828,4610,4367,4639,3330,3852,4577,506,12506,10935,10582,3608,4478,4205,2951,3173,3350,243,6285,5229,4845,1078,1437,1596,951,1093,1391,355,2315,2155,2158,21,823,514,703,700,476,279,3345,1884,1785,442,1167,282,293,1761,794,279,2351,1817,1712,421,621,365,489,345,1082,207,5410,4192,2767,2738,1339,835,317,374,2322,137,12080,10961,6872,9102,5170,5958,1789,12506,9184,6327,7683,4665,5034,1079,6285,2882,2227,3099,2513,2143,262,2315,1739,1235,1367,642,799,134,3881,1749,1386,1727,927,1182,1454,5410,3851,1213,2482,775,1387,80,12080,11667,6735,4577,506,12506,11331,6403,3350,243,6285,5574,2184,1391,355,2315,2266,1037,476,279,3881,2536,1906,1355,207,5410,4455,938,2322,137
ACSSF,2010m1,co,000,0038,0000008,4913,2950,2723,3275,2469,1988,242,4837,2395,2445,2793,2190,1814,242,2336,1064,1471,829,941,939,279,2232,381,1668,764,457,220,279,1847,877,1212,394,762,225,279,927,424,451,174,535,350,279,1766,1155,842,1012,402,212,279,4913,3947,3956,1471,1855,1885,1365,905,2147,249,4837,3535,3407,1192,1544,1631,1335,829,1291,100,2336,2034,1889,580,434,967,126,213,483,279,2232,2133,2133,279,453,279,279,279,480,279,1847,1567,1567,120,259,295,114,307,891,279,927,887,881,179,228,182,132,279,83,279,1766,1307,985,918,440,353,279,103,1025,224,4913,2950,2723,3275,2469,1988,242,4837,2395,2445,2793,2190,1814,242,2336,1064,1471,829,941,939,279,2232,381,1668,764,457,220,279,2045,927,1352,417,951,413,279,1766,1155,842,1012,402,212,279,4913,4225,2735,2147,249,4837,3943,2487,1291,100,2336,2039,982,483,279,2232,2207,279,480,279,2045,1757,478,887,279,1766,1415,350,1025,224
ACSSF,2010m1,co,000,0038,0000009,3784,1938,1967,1618,1612,1668,241,3157,1846,1407,1341,1356,1587,241,1267,309,470,575,597,563,279,620,273,285,437,279,279,279,637,436,442,235,218,66,279,533,284,383,118,173,122,279,980,613,627,466,269,279,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3784,1938,1967,1618,1612,1668,241,3157,1846,1407,1341,1356,1587,241,1267,309,470,575,597,563,279,620,273,285,437,279,279,279,894,497,627,262,261,137,279,980,613,627,466,269,279,279,3784,3173,1507,988,279,3157,2591,1327,789,279,1267,1116,370,283,279,620,620,279,279,279,894,753,452,241,279,980,775,179,540,279
ACSSF,2010m1,co,000,0038,0000010,4900,2883,2616,2873,1856,1479,32,4261,2268,1917,2457,1619,1019,32,2136,1052,1448,734,751,789,279,2216,288,1662,696,457,220,279,1707,772,1095,310,737,232,279,709,262,273,123,506,331,279,1360,974,525,817,316,212,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4900,2883,2616,2873,1856,1479,32,4261,2268,1917,2457,1619,1019,32,2136,1052,1448,734,751,789,279,2216,288,1662,696,457,220,279,1733,755,1140,310,899,411,279,1360,974,525,817,316,212,279,4900,4100,2327,1976,249,4261,3364,1999,1049,100,2136,1868,876,398,279,2216,2157,279,480,279,1733,1556,158,853,279,1360,1136,392,909,224
ACSSF,2010m1,co,000,0038,0000011,5512,3272,3133,2820,2709,1835,212,5370,2623,2752,2568,2013,1551,212,2926,1367,883,1143,1427,784,279,1502,433,1264,466,66,276,279,1926,924,1070,1142,675,423,279,1094,653,413,614,336,366,279,1878,1396,520,724,693,326,279,5512,5399,5233,1833,1720,2444,1324,1068,2187,358,5370,4509,4300,1513,1381,2022,937,833,1481,182,2926,2494,2506,587,473,964,651,456,623,246,1502,1436,1436,125,135,235,279,51,395,279,1926,1766,1715,387,515,289,519,498,337,175,1094,866,849,146,143,327,337,73,495,279,1878,1470,1045,1075,281,217,426,279,1168,107,5512,3272,3133,2820,2709,1835,212,5370,2623,2752,2568,2013,1551,212,2926,1367,883,1143,1427,784,279,1502,433,1264,466,66,276,279,2303,1090,1086,1337,756,536,279,1878,1396,520,724,693,326,279,5512,5637,2631,2187,358,5370,4807,2192,1481,182,2926,2595,1144,623,246,1502,1435,240,395,279,2303,2131,810,579,175,1878,1544,471,1168,107
ACSSF,2010m1,co,000,0038,0000012,6553,4299,4507,4249,3651,2319,327,6830,3537,3755,3775,2949,2218,327,3484,1650,1786,1362,1771,1194,279,2605,580,2018,895,468,340,279,2893,1193,1728,1210,1163,462,279,1454,857,612,601,590,528,279,2522,1641,978,1087,777,408,279,6553,6465,5855,2273,2598,2922,1721,1306,2797,439,6830,5592,5296,1693,2218,2418,1627,1150,1662,217,3484,3196,3122,795,596,1340,664,524,783,246,2605,2444,2444,125,458,235,279,51,617,279,2893,2523,2527,388,529,393,522,477,1013,175,1454,1216,1165,249,299,372,360,73,508,279,2522,2015,1566,1424,537,393,426,103,1487,250,6553,4299,4507,4249,3651,2319,327,6830,3537,3755,3775,2949,2218,327,3484,1650,1786,1362,1771,1194,279,2605,580,2018,895,468,340,279,3246,1381,1826,1380,1256,688,279,2522,1641,978,1087,777,408,279,6553,6752,3728,2797,439,6830,5859,3293,1662,217,3484,3233,1544,783,246,2605,2477,240,617,279,3246,2876,936,1018,175,2522,2187,574,1487,250
ACSSF,2010m1,co,000,0038,0000013,4202,3225,3285,3634,2877,3191,297,4239,2929,2630,3002,2125,2311,227,3576,1085,1473,1245,1674,1412,279,1491,744,878,776,578,536,279,1335,192,575,1101,352,182,279,857,293,464,386,421,357,101,1551,923,429,594,368,1079,279,4202,4691,4701,1594,1729,1766,1469,1610,1973,273,4239,4389,4330,1130,1515,1431,1338,1528,1665,279,3576,3344,3323,292,470,705,300,207,904,186,1491,1294,1294,279,426,151,570,410,321,279,1335,1253,1253,279,275,150,153,113,270,279,857,725,725,279,70,279,160,101,353,207,1551,1392,700,1210,169,146,155,97,623,279,4202,3225,3285,3634,2877,3191,297,4239,2929,2630,3002,2125,2311,227,3576,1085,1473,1245,1674,1412,279,1491,744,878,776,578,536,279,1519,330,703,1161,437,377,101,1551,923,429,594,368,1079,279,4202,4631,2516,1973,273,4239,4502,2356,1665,279,3576,3412,814,904,186,1491,1305,726,321,279,1519,1465,307,434,207,1551,1409,227,623,279
ACSSF,2010m1,co,000,0038,0000014,5051,4780,3912,3728,2932,2769,640,5238,4488,3543,3573,2236,2382,222,3650,1463,1278,1783,1309,1098,279,1570,791,862,989,490,686,279,1061,485,339,578,233,129,526,828,434,457,198,355,428,279,1791,1013,639,1117,441,190,77,5051,5111,5339,2141,2450,2081,1276,1831,1759,1007,5238,4577,4516,1852,2568,1897,1182,1539,1535,999,3650,3105,2942,653,860,610,404,522,793,279,1570,1464,1464,279,121,212,317,471,155,279,1061,698,704,89,446,204,279,678,177,279,828,672,660,108,225,206,119,292,360,279,1791,1450,1215,734,328,249,77,216,814,120,5051,4780,3912,3728,2932,2769,640,5238,4488,3543,3573,2236,2382,222,3650,1463,1278,1783,1309,1098,279,1570,791,862,989,490,686,279,1268,623,594,613,432,439,526,1791,1013,639,1117,441,190,77,5051,5402,3032,1759,1007,5238,5098,2573,1535,999,3650,3455,919,793,279,1570,1476,629,155,279,1268,938,828,382,279,1791,1463,340,814,120
ACSSF,2010m1,co,000,0038,0000015,3431,2936,2396,2562,1205,1734,81,3422,2141,2082,2022,1108,1481,279,1969,1291,835,833,452,501,279,1289,867,583,414,292,254,279,1801,1298,779,594,109,268,279,1523,1318,568,564,279,176,279,2075,1626,331,952,346,310,81,3431,3800,3770,1850,1547,1372,2312,761,2019,366,3422,3587,3584,1074,1357,1220,990,582,1308,209,1969,1432,1425,412,446,485,770,245,625,310,1289,925,925,279,429,276,557,250,89,279,1801,1075,1072,179,412,235,944,274,458,279,1523,960,947,471,176,160,1099,251,298,279,2075,1511,1180,1200,581,196,199,131,1326,279,3431,2936,2396,2562,1205,1734,81,3422,2141,2082,2022,1108,1481,279,1969,1291,835,833,452,501,279,1289,867,583,414,292,254,279,2517,2032,1025,825,109,311,279,2075,1626,331,952,346,310,81,3431,3958,2557,2019,366,3422,3712,1528,1308,209,1969,1534,828,625,310,1289,1032,652,89,279,2517,1506,1752,527,279,2075,1601,324,1326,279
