ACSSF,2010m1,co,000,0007,0000001,16499,4235,8065,7233,4064,10043,5958,4217,6593,7232,11640,9901,5972,6232,2451,17445,3083,7259,6311,3438,7858,4968,3877,5925,6762,10220,8256,5016,5778,2164,10488,1505,3625,2788,1553,2892,2043,875,1881,3099,3388,3339,1564,1793,1165,4737,648,899,731,486,1556,719,715,1443,2231,1514,2799,834,1033,179,5454,1259,851,918,469,1724,511,713,1275,1429,2301,3242,760,521,1773,3931,735,770,971,491,1196,842,702,700,1680,1830,1452,861,881,169,7501,1276,1687,1617,1330,1417,1685,1587,2225,3378,2487,1509,1379,600,308,16499,4235,8065,7233,4064,10043,5958,8011,7232,11640,9901,5972,6232,2451,17445,3083,7259,6311,3438,7858,4968,6957,6762,10220,8256,5016,5778,2164,10488,1505,3625,2788,1553,2892,2043,2302,3099,3388,3339,1564,1793,1165,4737,648,899,731,486,1556,719,1759,2231,1514,2799,834,1033,179,6627,1364,1128,1367,547,2143,967,1740,2059,2979,3638,1126,1046,1744,7501,1276,1687,1617,1330,1417,1685,2522,3378,2487,1509,1379,600,308
ACSSF,2010m1,co,000,0007,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0007,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0007,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0007,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0007,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0007,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0007,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0007,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0007,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0007,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0007,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0007,0000013,7526,582,2212,1990,1762,2389,1983,1008,1429,2573,3384,1583,1220,1196,234,6318,512,1975,1783,1582,1831,1653,968,1153,2252,3156,1341,1014,1047,234,2326,122,831,617,672,698,852,198,346,800,756,750,543,432,273,955,273,358,311,273,344,168,282,342,216,395,203,166,91,273,1315,104,293,273,273,701,273,124,163,168,375,601,194,273,273,693,273,206,89,233,308,140,339,95,126,325,130,214,134,273,1551,191,438,382,133,387,1079,98,435,631,496,181,234,97,273,7526,582,2212,1990,1762,2389,1983,1608,2573,3384,1583,1220,1196,234,6318,512,1975,1783,1582,1831,1653,1383,2252,3156,1341,1014,1047,234,2326,122,831,617,672,698,852,387,800,756,750,543,432,273,955,273,358,311,273,344,168,444,216,395,203,166,91,273,1462,104,352,89,233,790,140,391,213,516,615,282,134,273,1551,191,438,382,133,387,1079,444,631,496,181,234,97,273
