ACSSF,2010m1,co,000,0092,0000001,10079,5719,4378,279,4378,279,134,114,256,1266,663,972,992,1114,869,1453,1238,1295,1549,806,971,873,855,704,819,3745,2316,3140,1034,837,1231,903,1233,829,783,526,841,670,665,203,676,582,335,304,411,130,205,532,5616,2728,279,2728,279,279,75,383,970,651,874,690,766,355,1043,928,841,1015,540,380,474,425,695,162,4662,3583,2947,1043,1236,961,849,1317,664,813,469,566,446,277,574,300,350,279,279,279,105,267,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10079,5719,4378,279,4378,285,1998,2003,2473,1437,1136,3745,2316,3140,2126,1708,1372,1068,451,575,5616,2728,279,2728,392,1572,1401,1684,810,764,4662,3583,2947,1977,1867,737,744,105,267
ACSSF,2010m1,co,000,0092,0000002,9927,5599,4282,279,4282,279,134,114,256,1233,663,1005,961,1113,862,1432,1188,1224,1468,586,778,808,701,553,753,3820,2037,3345,1026,807,1208,874,1190,823,714,517,810,666,625,182,676,349,335,304,410,279,205,463,5408,2624,279,2624,279,279,75,383,968,651,778,685,724,300,1018,888,761,1007,531,326,394,248,696,160,4575,3467,2959,1075,1157,895,811,1240,658,784,476,543,439,277,483,177,350,279,279,279,105,267,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9927,5599,4282,279,4282,285,2029,2017,2283,1310,1001,3820,2037,3345,2079,1687,1343,942,429,510,5408,2624,279,2624,392,1560,1332,1696,555,762,4575,3467,2959,1922,1817,739,631,105,267
ACSSF,2010m1,co,000,0092,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3163,2030,1371,279,1371,279,391,336,764,774,519,1176,917,965,473,548,297,330,129,283,1623,926,279,926,279,373,519,593,585,32,1151,647,894,603,484,252,402,279,279
ACSSF,2010m1,co,000,0092,0000004,9706,5461,4356,279,4356,279,134,114,256,1255,677,947,992,1086,870,1447,1157,1228,1549,687,975,871,855,679,819,3671,2361,3121,1042,786,1192,875,1241,775,778,526,841,666,665,203,676,349,335,300,411,130,205,532,5397,2668,279,2668,279,279,75,383,968,597,873,690,781,354,1013,923,841,968,507,354,440,426,695,162,4541,3548,2745,1052,1222,961,832,1263,660,763,469,547,446,277,574,275,350,279,279,279,105,267,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9706,5461,4356,279,4356,285,2014,1988,2389,1433,1112,3671,2361,3121,2094,1718,1368,943,445,575,5397,2668,279,2668,392,1587,1348,1669,754,764,4541,3548,2745,1910,1759,756,728,105,267
ACSSF,2010m1,co,000,0092,0000005,9520,5408,4249,279,4249,279,134,114,256,1174,677,938,966,869,870,1442,1099,1172,1489,676,967,819,855,633,819,3757,2238,3170,1068,786,1187,833,1240,775,778,517,841,666,605,203,676,349,335,300,411,130,205,532,5236,2605,279,2605,279,279,75,383,968,597,873,685,753,354,1023,923,815,968,481,354,414,426,696,162,4558,3565,2643,1052,1222,957,832,1133,529,748,469,508,446,277,489,275,350,279,279,279,105,267,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9520,5408,4249,279,4249,285,1933,1986,2323,1393,1120,3757,2238,3170,2077,1712,1379,943,445,575,5236,2605,279,2605,392,1578,1330,1653,753,765,4558,3565,2643,1913,1619,709,649,105,267
ACSSF,2010m1,co,000,0092,0000006,8087,4607,3534,279,3534,279,106,80,256,1121,610,836,902,764,813,999,751,826,1278,285,537,649,685,280,597,3074,1395,2618,785,713,910,739,809,643,616,394,761,497,510,121,275,257,264,300,184,279,205,283,4373,2017,279,2017,279,279,279,280,740,520,705,685,616,250,740,592,500,853,317,213,319,168,391,137,3745,2980,2259,957,943,807,735,1035,443,493,276,456,394,211,293,279,138,279,279,279,88,279,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8087,4607,3534,279,3534,288,1835,1565,1861,1048,685,3074,1395,2618,1855,1307,1139,462,348,353,4373,2017,279,2017,280,1268,891,1240,420,449,3745,2980,2259,1509,1315,648,320,88,279
ACSSF,2010m1,co,000,0092,0000007,6390,4122,2829,279,2829,279,90,80,279,611,292,406,489,429,506,889,826,593,794,602,763,538,592,538,530,2885,1702,2211,780,472,810,426,963,487,542,312,396,481,273,168,625,226,206,279,365,130,279,463,3176,2023,279,2023,279,279,75,229,754,317,523,279,478,290,714,604,637,514,326,296,258,388,478,80,2537,1938,1700,500,733,561,516,585,299,574,388,229,238,192,383,275,333,279,279,279,60,267,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6390,4122,2829,279,2829,121,999,1286,1482,1047,761,2885,1702,2211,1321,1200,744,743,387,463,3176,2023,279,2023,242,961,902,1096,642,481,2537,1938,1700,1087,1006,373,597,60,267
ACSSF,2010m1,co,000,0092,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0092,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0092,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
