ACSSF,2010m1,co,000,0121,0000001,15959,4431,2816,2729,8203,7407,4097,9917,5919,5141,2483,4414,6311,5224,3469,7755,5843,619,6264,11862,7357,10375,9989,4873,8788,5985,6210,14311,2430,1646,1571,2932,4681,1721,2537,1996,1477,1427,3338,4317,3878,1995,5836,5498,572,2404,8914,6559,7342,3417,1998,2859,2644,3997,11760,711,707,54,605,703,411,1709,786,760,186,477,1141,200,1125,4776,592,279,4680,6080,2237,5333,8473,3502,7632,4215,2887,12444,893,608,684,1788,2532,3049,8392,2946,2781,812,2249,4244,3428,2235,3353,2922,216,2235,3993,2047,3260,3022,1866,2537,2087,2181,8452,2523,1710,1793,6700,2051,962,1754,1896,1433,1112,1028,1003,229,999,1419,735,75,1138,1182,637,836,1005,839,556,2102,1274,8201,1089,522,885,1572,4914,1738,3486,3498,3618,1049,742,846,286,823,1638,487,68,1616,1827,1028,1418,1794,605,1739,1574,938
ACSSF,2010m1,co,000,0121,0000002,19123,2797,1437,2141,6742,6566,3574,8878,5553,4618,2167,3537,5285,4511,3141,7514,6056,608,5421,10779,6760,9232,9120,4724,8437,5365,5177,12894,1577,791,1227,2565,4098,1636,2356,1907,1224,1317,2745,3716,3415,1669,5754,5341,570,2098,7994,5955,6398,2855,1890,2312,2298,3422,10936,362,362,279,495,678,410,1763,752,726,186,476,813,201,802,3966,481,279,3946,5235,1980,4787,7684,3035,7184,3946,2501,10086,665,363,539,1655,2376,2698,7171,2722,2452,649,2197,3877,3279,2153,3266,2714,216,2131,3380,1865,2647,2665,1622,2171,1758,2033,7065,1899,1054,1449,5527,1831,742,1469,1735,1418,943,944,904,229,900,1268,569,279,1125,1032,610,719,821,657,552,1880,1186,7731,587,186,547,1422,4406,1738,3115,3069,2992,891,743,817,286,789,1461,486,68,1425,1468,892,1173,1669,489,1625,1512,709
ACSSF,2010m1,co,000,0121,0000003,13561,3280,2573,1548,3848,3619,2110,4654,2816,2508,1268,1936,3636,2532,2221,4622,3450,113,2588,5492,2891,4527,4027,2161,3263,2937,3180,7550,1696,1548,789,1554,2459,656,1210,847,698,536,1553,2630,2052,1509,3093,2963,84,1158,4280,2499,3274,1890,1194,1426,1615,1922,4881,620,614,54,336,217,83,793,149,149,279,14,649,54,653,2352,351,279,2208,2161,988,1806,3043,1470,2805,1283,1625,7025,681,553,439,906,1206,1419,3850,1527,1420,525,664,1704,1324,1168,1532,1334,279,997,2045,976,1812,1464,1048,1111,957,1170,4468,1871,1540,942,3041,797,634,929,765,501,603,526,340,279,340,591,382,75,480,485,205,419,468,441,188,1142,480,4165,860,467,689,609,2293,747,1356,1890,1868,627,217,224,279,224,493,43,279,492,925,599,694,671,306,640,910,524
ACSSF,2010m1,co,000,0121,0000004,15331,3846,2219,2489,7469,7158,3786,9556,5718,5019,2341,4407,5974,4797,3146,7765,5832,619,6180,11152,7058,9644,9055,4312,8100,5369,6253,14076,2107,1299,1500,2902,4584,1728,2450,1891,1456,1316,3288,4374,3868,1820,5801,5505,572,2368,8392,6334,6820,3251,1795,2690,2573,4159,10804,585,585,279,561,678,418,1567,740,720,140,478,972,207,949,4444,565,279,4425,6029,2271,5152,7641,3221,6981,4004,2776,12114,769,433,644,1707,2523,2846,7839,2876,2698,728,2292,4106,3193,2280,3263,2834,216,2161,3897,1980,3254,2942,1861,2420,1974,2112,8301,2294,1381,1653,6316,1927,800,1606,1473,972,1015,1018,992,80,987,1404,724,75,1145,1174,641,836,893,723,548,2016,1226,8254,971,459,759,1440,4861,1716,3377,3637,3673,963,696,846,286,824,1615,487,68,1605,1819,1031,1362,1805,587,1735,1543,877
ACSSF,2010m1,co,000,0121,0000005,14586,3126,1602,2362,6922,6950,3730,9368,5458,4819,2299,4363,5411,4565,3026,7601,5627,619,5949,10369,6995,9146,8098,4173,7246,5175,6068,13645,1863,970,1424,2788,4652,1659,2341,1864,1438,1273,3297,4106,3705,1875,5824,5355,572,2294,7897,6386,6611,2923,1941,2225,2548,3928,10457,508,508,279,544,606,413,1503,741,720,140,449,851,201,828,4293,565,279,4240,5828,2254,5050,7027,2896,6431,3838,2732,11253,770,393,644,1603,2527,2737,7624,2818,2620,733,2284,3971,3202,2224,3286,2765,216,2230,3739,1922,3068,2678,1624,2288,1929,1956,7635,1752,955,1496,5915,1912,744,1560,1469,956,998,1047,984,80,980,1362,702,75,1141,1175,642,838,812,642,544,1766,1248,7956,880,380,731,1461,4284,1636,3329,3552,3567,914,696,846,286,824,1524,486,68,1524,1829,1025,1376,1810,556,1744,1534,877
ACSSF,2010m1,co,000,0121,0000006,10355,1598,904,1332,4633,4756,2552,5639,3085,2685,1427,2948,3783,2941,2328,5733,4001,516,3959,8159,5154,6950,6162,2888,5985,3170,4044,9307,1056,335,1003,1581,2425,1080,1881,1157,772,856,2131,2375,2296,1248,3898,3532,499,1595,5996,4777,4849,2134,1500,1511,1682,2701,7237,287,287,279,369,376,178,1337,524,519,79,393,686,152,663,2890,435,279,2870,3767,1290,3414,5608,1927,5136,2516,1859,7459,442,183,400,976,1447,1884,4738,1563,1457,391,1568,2808,2284,1470,2463,1918,134,1630,2385,1394,1862,2107,1065,1835,1280,1538,5239,1002,704,675,4024,1504,593,1028,986,533,838,687,528,80,524,890,415,279,737,802,568,589,667,502,479,1250,825,4951,425,133,406,1052,2965,1186,2266,2049,2128,541,523,677,144,705,1286,373,279,1235,981,542,853,1587,336,1605,1296,501
ACSSF,2010m1,co,000,0121,0000007,11228,2286,1322,1717,5016,4783,2824,6767,3835,3584,1758,3579,4412,3629,2564,5587,4525,432,3817,7574,4438,6095,5909,2820,4589,3989,4493,11185,1555,984,1039,2299,3520,1362,1523,1510,1195,936,2755,3673,3127,1532,4618,4320,341,1583,6335,4142,4722,2387,1383,2063,2105,2661,7139,492,492,279,409,498,389,839,483,441,118,260,510,125,478,2649,387,279,2568,3854,1616,3294,4910,2102,3957,2781,2273,8963,571,362,478,1233,2199,2268,5993,2250,2105,554,1677,2800,2180,1737,2357,1861,170,1676,2855,1315,2389,1864,1180,1471,1434,1298,5279,1200,587,1165,4133,1040,489,1081,1164,805,757,892,833,279,833,1008,516,75,873,733,435,600,492,450,230,1382,919,5894,679,350,553,813,3326,1170,2291,2720,2752,779,495,488,238,412,932,387,68,875,1462,808,1076,776,426,662,1170,614
ACSSF,2010m1,co,000,0121,0000008,4841,1911,1393,1061,1889,1858,882,2264,1093,1005,534,666,1690,1147,1282,2224,1662,279,1376,2058,1359,1867,3532,1861,3068,1497,1993,2951,857,777,356,711,384,433,530,386,344,230,248,1251,853,767,1389,1209,279,709,1780,1228,1363,1413,788,1167,678,1025,2795,230,230,279,126,208,74,653,62,62,279,192,439,17,444,924,279,279,924,1165,507,1073,2838,1494,2423,1050,760,3318,273,273,279,535,444,684,1826,674,639,181,533,1026,722,814,926,790,279,449,891,532,776,1021,870,525,366,1033,2475,1394,1009,916,1707,166,235,517,305,222,220,232,136,279,136,341,131,279,320,54,49,23,361,304,169,813,517,2017,305,259,147,241,1739,385,415,799,725,351,279,279,279,279,288,43,279,289,172,118,112,148,112,99,388,25
ACSSF,2010m1,co,000,0121,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0121,0000010,4822,1515,1374,639,1752,1378,675,1806,1019,951,490,613,1283,885,1063,1719,1422,279,1031,1850,1200,1514,3136,1644,2945,1183,1614,2892,776,706,337,682,183,276,503,352,349,200,180,938,701,624,1187,1072,279,492,1504,943,1232,1067,548,1014,534,712,2621,201,201,279,279,279,279,552,62,62,279,279,370,17,375,846,279,279,846,939,486,818,2571,1236,2321,784,719,2885,273,273,279,447,365,570,1443,650,636,112,530,874,591,764,654,650,279,84,584,470,422,975,813,494,318,980,1966,1050,1000,492,1549,166,188,489,253,155,203,220,151,279,151,138,279,279,138,54,49,23,357,300,169,738,367,1506,283,259,94,223,1215,180,299,704,669,304,279,279,279,279,287,43,279,288,140,118,70,148,112,99,375,25
ACSSF,2010m1,co,000,0121,0000011,5576,2238,1974,900,2437,1504,942,2421,1869,1469,859,843,1547,1218,1167,2267,1475,279,1568,3100,2079,2481,2721,1467,2061,1563,1750,3324,1307,1241,453,790,760,228,592,503,311,392,807,977,548,868,1526,1327,279,689,2479,1678,2030,1058,789,803,781,1133,3092,303,299,54,215,199,26,571,191,147,118,85,462,50,459,1283,174,279,1290,1069,577,978,2246,1016,1905,993,858,2871,388,365,135,498,433,684,2222,898,712,374,337,964,871,685,760,538,279,567,861,685,771,941,501,733,465,721,2707,1462,1198,652,1988,480,398,526,1197,1028,514,201,257,210,161,243,25,279,242,190,189,22,306,301,63,507,274,1926,498,246,429,591,1126,284,668,933,872,405,247,19,279,19,312,279,279,312,358,112,328,408,197,368,260,381
ACSSF,2010m1,co,000,0121,0000012,6784,2757,2314,1407,3459,2373,1373,2958,2196,1700,1103,1156,2675,1832,1719,3074,2122,279,2014,3644,2395,3141,4742,2393,3909,2284,2782,4347,1434,1343,564,933,840,470,750,624,462,493,870,1678,1093,1174,1929,1730,279,963,2858,2179,2325,1885,1144,1504,1052,1433,4619,401,397,54,262,299,80,778,201,158,118,216,637,54,646,1573,174,279,1548,1555,795,1350,3833,1911,3197,1569,1180,4344,541,525,135,787,613,939,2972,1237,1053,428,664,1430,1137,963,1220,905,279,738,1260,813,1090,1306,853,926,668,1237,3760,2025,1600,1181,2857,511,523,792,1250,1056,568,286,292,210,214,425,133,279,393,200,198,31,471,428,183,976,581,2417,589,358,479,671,1949,464,740,1220,1090,563,247,19,279,19,418,43,279,421,391,167,349,415,232,364,477,382
