ACSSF,2010m1,co,000,0048,0000001,9151,11852,9140,7201,6405,5474,3368,2270,12583,11768,5714,2502,1314,902,251,279,9151,3336,9238,9151,11852,9140,7201,6405,6713,12583,11768,5714,2502,1314,884
ACSSF,2010m1,co,000,0048,0000002,10228,11208,8293,7029,6036,4962,3183,2302,10896,9857,5551,2283,1309,828,251,279,,,,10228,11208,8293,7029,6036,6224,10896,9857,5551,2283,1309,804
ACSSF,2010m1,co,000,0048,0000003,7750,6399,4827,3458,3443,2504,1761,785,4891,4703,1919,721,250,361,279,279,,,,7750,6399,4827,3458,3443,3065,4891,4703,1919,721,250,361
ACSSF,2010m1,co,000,0048,0000004,8811,10884,8900,7210,5750,5307,3362,2275,11647,10964,5541,2442,1287,912,251,279,,,,8811,10884,8900,7210,5750,6681,11647,10964,5541,2442,1287,895
ACSSF,2010m1,co,000,0048,0000005,8737,10500,8781,7195,5738,5256,3244,2231,11880,10463,5449,2262,1276,912,251,279,,,,8737,10500,8781,7195,5738,6500,11880,10463,5449,2262,1276,895
ACSSF,2010m1,co,000,0048,0000006,7076,6939,6312,4478,3216,3260,2296,1460,7903,7409,3527,1835,1053,833,235,279,,,,7076,6939,6312,4478,3216,3891,7903,7409,3527,1835,1053,802
ACSSF,2010m1,co,000,0048,0000007,7247,7084,6332,5540,4577,3927,2386,1534,8240,6729,3582,1178,693,368,93,279,,,,7247,7084,6332,5540,4577,4726,8240,6729,3582,1178,693,384
ACSSF,2010m1,co,000,0048,0000008,4057,3659,2715,1940,1740,1232,895,275,3279,2575,1532,574,642,279,279,279,,,,4057,3659,2715,1940,1740,1555,3279,2575,1532,574,642,279
ACSSF,2010m1,co,000,0048,0000009,2671,2086,1430,1450,1162,569,628,192,1733,1616,963,267,172,279,279,279,,,,2671,2086,1430,1450,1162,863,1733,1616,963,267,172,279
ACSSF,2010m1,co,000,0048,0000010,3333,3138,2134,1521,1240,1140,693,210,2707,2066,1156,511,661,279,279,279,,,,3333,3138,2134,1521,1240,1367,2707,2066,1156,511,661,279
ACSSF,2010m1,co,000,0048,0000011,4299,3782,2856,1911,1868,1168,897,557,3458,3308,1302,596,396,70,279,279,,,,4299,3782,2856,1911,1868,1671,3458,3308,1302,596,396,70
ACSSF,2010m1,co,000,0048,0000012,5822,5549,4008,2594,2563,1783,1312,582,4154,3746,2165,900,795,70,279,279,,,,5822,5549,4008,2594,2563,2435,4154,3746,2165,900,795,70
ACSSF,2010m1,co,000,0048,0000013,2406,3370,2641,1965,2053,2019,1415,1020,3205,3135,1546,501,393,279,279,279,,,,2406,3370,2641,1965,2053,2252,3205,3135,1546,501,393,279
ACSSF,2010m1,co,000,0048,0000014,2649,3887,2973,2573,2358,1739,1142,999,3731,3353,1730,918,152,245,203,279,,,,2649,3887,2973,2573,2358,1914,3731,3353,1730,918,152,304
