ACSSF,2010e1,co,000,0028,0000001,5049071,342277,886401,492348,728299,703506,741051,331534,118340,153677,310844,240794,2144996,298470,618577,242261,265238,201950,213115,89564,30101,38712,81077,65931,2334351,37320,216514,190986,334727,369868,434142,213695,77800,103329,201547,154423,72619,2458,10287,9475,13520,13443,15064,3846,1261,936,1566,763,497105,4029,41023,49626,114814,118245,78730,24429,9178,10700,26654,19677,36.0,22.5,45.4,35.4,37.8,5049071,2531362,2517709,2144996,1076807,1068189,2334351,1168062,1166289,72619,37801,34818,497105,248692,248413,4208365,1784746,2093591,54867,275161,198117,79091,88413,5083,25530,49608,24695,22157,150,2606,133796,23475,18524,3175,88622,4922,920,2368,1333,301,282026,136735,47164,3183,94944,172237,95334,62134,4828,9941,3528477,1420415,1956798,42651,108613,1047700,560295,202426,16571,268408,5049071,342277,886401,492348,1431805,741051,603551,310844,240794,2144996,298470,618577,242261,467188,213115,158377,81077,65931,2334351,37320,216514,190986,704595,434142,394824,201547,154423,72619,2458,10287,9475,26963,15064,6043,1566,763,497105,4029,41023,49626,233059,78730,44307,26654,19677,5049071,2531362,2517709,2144996,1076807,1068189,2334351,1168062,1166289,72619,37801,34818,497105
ACSSF,2010e1,co,000,0028,0000002,3923892,263461,674338,425009,589112,532942,560347,248046,87586,112500,231345,199206,1673921,230521,478625,207914,211535,150168,162996,68651,22332,28014,60895,52270,1763893,28182,153036,162739,265145,273213,319714,154507,56819,74120,147767,128651,58497,2042,7634,8277,11435,10610,11726,3122,1004,809,1100,738,427581,2716,35043,46079,100997,98951,65911,21766,7431,9557,21583,17547,35.2,22.3,45.0,34.9,37.5,3923892,1953895,1969997,1673921,834578,839343,1763893,875071,888822,58497,29931,28566,427581,214315,213266,3201378,1365576,1563584,42940,229278,179923,72837,78845,4457,23784,39459,19650,17301,150,2358,110854,19443,15134,2602,73675,4193,719,1840,1333,301,254510,122527,39408,2754,89821,133575,73169,47781,4261,8364,2626856,1056201,1450367,33300,86988,900219,480567,167695,13726,238231,3923892,263461,674338,425009,1122054,560347,448132,231345,199206,1673921,230521,478625,207914,361703,162996,118997,60895,52270,1763893,28182,153036,162739,538358,319714,285446,147767,128651,58497,2042,7634,8277,22045,11726,4935,1100,738,427581,2716,35043,46079,199948,65911,38754,21583,17547,3923892,1953895,1969997,1673921,834578,839343,1763893,875071,888822,58497,29931,28566,427581
ACSSF,2010e1,co,000,0028,0000003,1125179,78816,212063,67339,139187,170564,180704,83488,30754,41177,79499,41588,471075,67949,139952,34347,53703,51782,50119,20913,7769,10698,20182,13661,570458,9138,63478,28247,69582,96655,114428,59188,20981,29209,53780,25772,14122,416,2653,1198,2085,2833,3338,724,257,127,466,25,69524,1313,5980,3547,13817,19294,12819,2663,1747,1143,5071,2130,38.8,23.6,46.7,37.3,40.0,1125179,577467,547712,471075,242229,228846,570458,292991,277467,14122,7870,6252,69524,34377,35147,1006987,419170,530007,11927,45883,18194,6254,9568,626,1746,10149,5045,4856,0,248,22942,4032,3390,573,14947,,,,,,27516,14208,7756,429,5123,38662,22165,14353,567,1577,901621,364214,506431,9351,21625,147481,79728,34731,2845,30177,1125179,78816,212063,67339,309751,180704,155419,79499,41588,471075,67949,139952,34347,105485,50119,39380,20182,13661,570458,9138,63478,28247,166237,114428,109378,53780,25772,14122,416,2653,1198,4918,3338,1108,466,25,69524,1313,5980,3547,33111,12819,5553,5071,2130,1125179,577467,547712,471075,242229,228846,570458,292991,277467,14122,7870,6252,69524
ACSSF,2010e1,co,000,0028,0000004,4642008,317528,817066,458455,679935,650775,679479,301101,106482,137232,278369,215586,1949866,277357,568214,224722,245211,183272,188800,78130,25998,33762,68735,55665,2154902,34441,200421,178293,313909,343111,402297,195902,70508,92456,183169,140395,67895,2356,9865,8470,12583,13053,13857,3512,1231,781,1449,738,469345,3374,38566,46970,108232,111339,74525,23557,8745,10233,25016,18788,35.7,22.0,45.2,35.6,37.9,4642008,2321337,2320671,1949866,977594,972272,2154902,1075012,1079890,67895,34930,32965,469345,233801,235544,3840340,1608965,1927517,50316,253542,195288,78444,86285,5083,25476,42824,21538,18630,98,2558,130960,23426,18002,3132,86400,4787,920,2368,1291,208,269538,129900,44959,3147,91532,158271,86673,57141,4828,9629,3227666,1281269,1802952,39321,104124,958277,509831,185630,15262,247554,4642008,317528,817066,458455,1330710,679479,544815,278369,215586,1949866,277357,568214,224722,428483,188800,137890,68735,55665,2154902,34441,200421,178293,657020,402297,358866,183169,140395,67895,2356,9865,8470,25636,13857,5524,1449,738,469345,3374,38566,46970,219571,74525,42535,25016,18788,4642008,2321337,2320671,1949866,977594,972272,2154902,1075012,1079890,67895,34930,32965,469345
ACSSF,2010e1,co,000,0028,0000005,4365335,300633,773964,433515,638003,611614,638661,283398,99736,126496,258108,201207,1834142,261640,536133,211972,232120,172567,177208,73410,23233,31071,63402,51386,2023491,33497,191669,169878,293780,320809,377945,183673,67102,85034,169137,130967,65778,2322,9865,8276,12356,12478,13129,3465,1096,654,1399,738,441924,3174,36297,43389,99747,105760,70379,22850,8305,9737,24170,18116,35.6,21.9,45.1,35.1,38.1,4365335,2173339,2191996,1834142,915283,918859,2023491,1005389,1018102,65778,33688,32090,441924,218979,222945,3593864,1504356,1806675,48524,234309,187612,77161,82549,5027,22875,38514,19730,16128,98,2558,129039,23245,17759,3073,84962,4598,849,2250,1291,208,258911,124958,43041,3036,87876,152797,83843,55089,4729,9136,3023559,1195745,1688921,37861,101032,902365,484257,176033,14811,227264,4365335,300633,773964,433515,1249617,638661,509630,258108,201207,1834142,261640,536133,211972,404687,177208,127714,63402,51386,2023491,33497,191669,169878,614589,377945,335809,169137,130967,65778,2322,9865,8276,24834,13129,5215,1399,738,441924,3174,36297,43389,205507,70379,40892,24170,18116,4365335,2173339,2191996,1834142,915283,918859,2023491,1005389,1018102,65778,33688,32090,441924
ACSSF,2010e1,co,000,0028,0000006,1974647,140947,322843,235865,329593,271442,258179,117412,42608,51737,107132,96889,799334,122963,221596,104319,110271,68706,67399,31250,10437,12115,26127,24151,892481,14627,74277,99432,153514,138763,146696,72926,27296,35160,68423,61367,32567,1159,5365,4818,6396,5744,6013,1115,632,362,411,552,250265,2198,21605,27296,59412,58229,38071,12121,4243,4100,12171,10819,33.6,21.7,42.3,32.5,37.2,1974647,976837,997810,799334,398902,400432,892481,435800,456681,32567,16402,16165,250265,125733,124532,1504343,596189,759050,22645,126459,145846,62552,61865,3932,17497,21883,10870,8872,98,2043,64800,9977,8938,1248,44637,,,,,,154109,74192,23649,1971,54297,80423,44763,28193,2312,5155,1210339,443384,702296,17544,47115,493451,258077,89981,7737,137656,1974647,140947,322843,235865,601035,258179,211757,107132,96889,799334,122963,221596,104319,178977,67399,53802,26127,24151,892481,14627,74277,99432,292277,146696,135382,68423,61367,32567,1159,5365,4818,12140,6013,2109,411,552,250265,2198,21605,27296,117641,38071,20464,12171,10819,1974647,976837,997810,799334,398902,400432,892481,435800,456681,32567,16402,16165,250265
ACSSF,2010e1,co,000,0028,0000007,2390688,159686,451121,197650,308410,340172,380482,165986,57128,74759,150976,104318,1034808,138677,314537,107653,121849,103861,109809,42160,12796,18956,37275,27235,1131010,18870,117392,70446,140266,182046,231249,110747,39806,49874,100714,69600,33211,1163,4500,3458,5960,6734,7116,2350,464,292,988,186,191659,976,14692,16093,40335,47531,32308,10729,4062,5637,11999,7297,37.3,22.1,46.7,37.3,39.6,2390688,1196502,1194186,1034808,516381,518427,1131010,569589,561421,33211,17286,15925,191659,93246,98413,2089521,908167,1047625,25879,107850,41766,14609,20684,1095,5378,16631,8860,7256,0,515,64239,13268,8821,1825,40325,,,,,,104802,50766,19392,1065,33579,72374,39080,26896,2417,3981,1813220,752361,986625,20317,53917,408914,226180,86052,7074,89608,2390688,159686,451121,197650,648582,380482,297873,150976,104318,1034808,138677,314537,107653,225710,109809,73912,37275,27235,1131010,18870,117392,70446,322312,231249,200427,100714,69600,33211,1163,4500,3458,12694,7116,3106,988,186,191659,976,14692,16093,87866,32308,20428,11999,7297,2390688,1196502,1194186,1034808,516381,518427,1131010,569589,561421,33211,17286,15925,191659
ACSSF,2010e1,co,000,0028,0000008,276673,16895,43102,24940,41932,39161,40818,17703,6746,10736,20261,14379,115724,15717,32081,12750,13091,10705,11592,4720,2765,2691,5333,4279,131411,944,8752,8415,20129,22302,24352,12229,3406,7422,14032,9428,2117,34,0,194,227,575,728,47,135,127,50,0,27421,200,2269,3581,8485,5579,4146,707,440,496,846,672,37.8,23.7,47.3,47.7,34.1,276673,147998,128675,115724,62311,53413,131411,69623,61788,2117,1242,875,27421,14822,12599,246476,104609,120842,1792,19233,7676,1283,3736,56,2601,,,,,,,,,,,,,,,,10627,4942,1918,111,3656,5474,2830,2052,99,493,204107,85524,114031,1460,3092,55912,25574,9597,451,20290,276673,16895,43102,24940,81093,40818,35185,20261,14379,115724,15717,32081,12750,23796,11592,10176,5333,4279,131411,944,8752,8415,42431,24352,23057,14032,9428,2117,34,0,194,802,728,309,50,0,27421,200,2269,3581,14064,4146,1643,846,672,276673,147998,128675,115724,62311,53413,131411,69623,61788,2117,1242,875,27421
ACSSF,2010e1,co,000,0028,0000009,92982,6378,14216,10078,14360,12642,11307,5004,2158,2900,6582,7357,40968,5646,10632,5815,4931,3856,3159,1148,1036,524,1863,2358,41346,532,2773,3061,5862,7319,6150,3406,869,2076,4519,4779,1001,0,0,194,157,150,450,0,0,0,50,0,9667,200,811,1008,3410,1317,1548,450,253,300,150,220,36.1,23.6,47.2,42.0,33.4,92982,47834,45148,40968,22369,18599,41346,19429,21917,1001,461,540,9667,5575,4092,82461,37505,37937,788,6231,4629,650,1322,56,2601,,,,,,,,,,,,,,,,,,,,,,,,,,65365,29584,34444,659,678,20551,10050,4290,248,5963,92982,6378,14216,10078,27002,11307,10062,6582,7357,40968,5646,10632,5815,8787,3159,2708,1863,2358,41346,532,2773,3061,13181,6150,6351,4519,4779,1001,0,0,194,307,450,0,50,0,9667,200,811,1008,4727,1548,1003,150,220,92982,47834,45148,40968,22369,18599,41346,19429,21917,1001,461,540,9667
ACSSF,2010e1,co,000,0028,0000010,183691,10517,28886,14862,27572,26519,29511,12699,4588,7836,13679,7022,74756,10071,21449,6935,8160,6849,8433,3572,1729,2167,3470,1921,90065,412,5979,5354,14267,14983,18202,8823,2537,5346,9513,4649,1116,34,0,0,70,425,278,47,135,127,0,0,17754,0,1458,2573,5075,4262,2598,257,187,196,696,452,39.0,23.7,47.3,49.3,34.6,183691,100164,83527,74756,39942,34814,90065,50194,39871,1116,781,335,17754,9247,8507,164015,67104,82905,1004,13002,,,,,,,,,,,,,,,,,,,,,8448,3632,1408,53,3355,,,,,,138742,55940,79587,801,2414,35361,15524,5307,203,14327,183691,10517,28886,14862,54091,29511,25123,13679,7022,74756,10071,21449,6935,15009,8433,7468,3470,1921,90065,412,5979,5354,29250,18202,16706,9513,4649,1116,34,0,0,495,278,309,0,0,17754,0,1458,2573,9337,2598,640,696,452,183691,100164,83527,74756,39942,34814,90065,50194,39871,1116,781,335,17754
