ACSSF,2010e1,co,000,0098,0000001,1960585,153681,31400,122281,1806904,537232,1269672,1960585,153681,90420,32490,56300,10388,45912,1630,63261,8963,11161,3360,7801,43137,1806904,546212,399097,144208,45871,98337,2907,1260692,519074,87592,30899,56693,654026,1960585,153681,81451,72230,1806904,164501,1642403,1702454,106779,1595675,73238,14043,59195,17653,4609,13044,43796,2786,41010,1456,70,1386,78968,18800,60168,43020,6594,36426,1508651,74670,1433981,293642,55873,237769,1258885,108914,41453,5882,14389,14761,11726,3035,6421,5606,815,67461,13748,2224,8080,3073,371,53713,14934,30450,5885,2444,1149971,918171,105273,223427,493135,465838,27297,96336,88795,7541,231800,76770,3897,40879,25188,6806,155030,16009,85740,43316,9965,54046,17631,58189,1960585,153681,65092,88589,1806904,338461,1468443,1960585,153681,1806904,1960585,153681,90420,63261,1806904,546212,1260692,1258885,108914,41453,5882,14389,21182,67461,13748,2224,8080,3444,53713,14934,30450,8329,1149971,918171,105273,223427,589471,231800,76770,3897,40879,31994,155030,16009,85740,53281
ACSSF,2010e1,co,000,0098,0000002,1542410,136124,27545,108579,1406286,413482,992804,1542410,136124,80045,28100,50677,9297,41380,1268,56079,7711,10035,2855,7180,38333,1406286,408596,286613,119499,37861,81638,2484,997690,371152,74803,25544,49259,551735,1542410,136124,73595,62529,1406286,138724,1267562,1316677,91675,1225002,67291,13877,53414,14190,4229,9961,36898,2577,34321,1297,70,1227,71851,18374,53477,34206,5322,28884,1150494,62096,1088398,255186,52184,203002,948590,96523,35811,4891,12972,12566,9703,2863,5382,4625,757,60712,12152,1897,7509,2406,340,48560,13548,27657,5083,2272,852067,657765,76776,156240,351412,328498,22914,73337,67160,6177,194302,63405,3084,34330,20477,5514,130897,14036,73065,36231,7565,50971,17173,54845,1542410,136124,57014,79110,1406286,266630,1139656,1542410,136124,1406286,1542410,136124,80045,56079,1406286,408596,997690,948590,96523,35811,4891,12972,17948,60712,12152,1897,7509,2746,48560,13548,27657,7355,852067,657765,76776,156240,424749,194302,63405,3084,34330,25991,130897,14036,73065,43796
ACSSF,2010e1,co,000,0098,0000003,418175,17557,3855,13702,400618,123750,276868,418175,17557,10375,4390,5623,1091,4532,362,7182,1252,1126,505,621,4804,400618,137616,112484,24709,8010,16699,423,263002,147922,12789,5355,7434,102291,418175,17557,7856,9701,400618,25777,374841,385777,15104,370673,5947,166,5781,3463,380,3083,6898,209,6689,,,,7117,426,6691,8814,1272,7542,358157,12574,345583,38456,3689,34767,310295,12391,5642,991,1417,2195,2023,172,1039,981,58,6749,1596,327,571,667,31,5153,1386,2793,802,172,297904,260406,28497,67187,141723,137340,4383,22999,21635,1364,37498,13365,813,6549,4711,1292,24133,1973,12675,7085,2400,67436,22612,70249,418175,17557,8078,9479,400618,71831,328787,418175,17557,400618,418175,17557,10375,7182,400618,137616,263002,310295,12391,5642,991,1417,3234,6749,1596,327,571,698,5153,1386,2793,974,297904,260406,28497,67187,164722,37498,13365,813,6549,6003,24133,1973,12675,9485
ACSSF,2010e1,co,000,0098,0000004,1797592,139549,28046,111503,1658043,480719,1177324,1797592,139549,82528,30513,50477,9539,40938,1538,57021,8003,10234,2805,7429,38784,1658043,505830,369873,133248,42396,90852,2709,1152213,469286,81855,29127,52728,601072,1797592,139549,73804,65745,1658043,149572,1508471,1551213,94726,1456487,73111,13988,59123,15614,4271,11343,42779,2786,39993,1414,70,1344,75297,18322,56975,38164,5386,32778,1376823,67094,1309729,267238,49919,217319,1153489,99227,38516,5250,13980,13270,10422,2848,6016,5259,757,60711,12344,1981,7219,2773,371,48367,13905,26989,5134,2339,1054262,839159,93948,204434,451789,425927,25862,88988,81890,7098,215103,71523,3686,38162,23752,5923,143580,15189,78915,40382,9094,55146,17835,59410,1797592,139549,58695,80854,1658043,305005,1353038,1797592,139549,1658043,1797592,139549,82528,57021,1658043,505830,1152213,1153489,99227,38516,5250,13980,19286,60711,12344,1981,7219,3144,48367,13905,26989,7473,1054262,839159,93948,204434,540777,215103,71523,3686,38162,29675,143580,15189,78915,49476
ACSSF,2010e1,co,000,0098,0000005,1692086,132723,26473,106250,1559363,449167,1110196,1692086,132723,78816,29353,47925,9273,38652,1538,53907,7522,9797,2805,6992,36588,1559363,477590,349966,125088,39330,85758,2536,1081773,438151,77660,27877,49783,565962,1692086,132723,69816,62907,1559363,141207,1418156,1453002,88824,1364178,72133,13988,58145,14491,4023,10468,42172,2705,39467,1381,70,1311,71747,17883,53864,37160,5230,31930,1289776,62624,1227152,252072,47868,204204,1085462,94597,36875,5078,13672,12280,9586,2694,5845,5119,726,57722,12078,1981,7063,2694,340,45644,13296,25137,4955,2256,990865,788117,86001,193439,424398,399112,25286,84279,77412,6867,202748,67207,3567,36011,22256,5373,135541,14447,74508,38326,8260,55608,18015,60083,1692086,132723,55654,77069,1559363,286700,1272663,1692086,132723,1559363,1692086,132723,78816,53907,1559363,477590,1081773,1085462,94597,36875,5078,13672,18125,57722,12078,1981,7063,3034,45644,13296,25137,7211,990865,788117,86001,193439,508677,202748,67207,3567,36011,27629,135541,14447,74508,46586
ACSSF,2010e1,co,000,0098,0000006,793669,81717,16074,65643,711952,195677,516275,793669,81717,46672,16586,29619,5863,23756,467,35045,3923,6008,1728,4280,25114,711952,190559,132468,56765,16574,40191,1326,521393,169886,36372,13521,22851,315135,793669,81717,45845,35872,711952,83955,627997,640531,49172,591359,57919,12317,45602,8991,2883,6108,22530,1945,20585,,,,42020,11708,30312,20680,3692,16988,554363,33048,521315,139614,31086,108528,451627,56136,20509,2516,7593,7265,5530,1735,3135,2678,457,35627,7591,1331,4860,1060,340,28036,8639,14677,3282,1438,395491,302354,33645,75123,163918,155420,8498,29668,27522,2146,93137,30095,1657,15713,10514,2211,63042,6679,36135,16438,3790,47325,16153,51582,793669,81717,34025,47692,711952,130146,581806,793669,81717,711952,793669,81717,46672,35045,711952,190559,521393,451627,56136,20509,2516,7593,10400,35627,7591,1331,4860,1400,28036,8639,14677,4720,395491,302354,33645,75123,193586,93137,30095,1657,15713,12725,63042,6679,36135,20228
ACSSF,2010e1,co,000,0098,0000007,898417,51006,10399,40607,847411,253490,593921,898417,51006,32144,12767,18306,3410,14896,1071,18862,3599,3789,1077,2712,11474,847411,287031,217498,68323,22756,45567,1210,560380,268265,41288,14356,26932,250827,898417,51006,23971,27035,847411,57252,790159,812471,39652,772819,14214,1671,12543,5500,1140,4360,19642,760,18882,,,,29727,6175,23552,16480,1538,14942,735413,29576,705837,112458,16782,95676,633835,38461,16366,2562,6079,5015,4056,959,2710,2441,269,22095,4487,650,2203,1634,0,17608,4657,10460,1673,818,595374,485763,52356,118316,260480,243692,16788,54611,49890,4721,109611,37112,1910,20298,11742,3162,72499,7768,38373,21888,4470,64203,22095,66976,898417,51006,21629,29377,847411,156554,690857,898417,51006,847411,898417,51006,32144,18862,847411,287031,560380,633835,38461,16366,2562,6079,7725,22095,4487,650,2203,1634,17608,4657,10460,2491,595374,485763,52356,118316,315091,109611,37112,1910,20298,14904,72499,7768,38373,26358
ACSSF,2010e1,co,000,0098,0000008,105506,6826,1573,5253,98680,31552,67128,105506,6826,3712,1160,2552,266,2286,0,3114,481,437,0,437,2196,98680,28240,19907,8160,3066,5094,173,70440,31135,4195,1250,2945,35110,105506,6826,3988,2838,98680,8365,90315,98211,5902,92309,,,,1123,248,875,,,,,,,3550,439,3111,1004,156,848,87047,4470,82577,15166,2051,13115,68027,4630,1641,172,308,990,836,154,171,140,31,2989,266,0,156,79,31,2723,609,1852,179,83,63397,51042,7947,10995,27391,26815,576,4709,4478,231,12355,4316,119,2151,1496,550,8039,742,4407,2056,834,48951,15677,51208,105506,6826,3041,3785,98680,18305,80375,105506,6826,98680,105506,6826,3712,3114,98680,28240,70440,68027,4630,1641,172,308,1161,2989,266,0,156,110,2723,609,1852,262,63397,51042,7947,10995,32100,12355,4316,119,2151,2046,8039,742,4407,2890
ACSSF,2010e1,co,000,0098,0000009,34954,4382,976,3406,30572,10677,19895,34954,4382,2406,701,1705,187,1518,0,1976,137,324,0,324,1515,30572,9400,5748,3613,707,2906,39,21172,7970,1345,282,1063,11857,34954,4382,2939,1443,30572,2782,27790,32702,4052,28650,,,,,,,,,,,,,,,,,,,27947,3042,24905,5838,1245,4593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41017,13304,46209,34954,4382,1971,2411,30572,6391,24181,34954,4382,30572,34954,4382,2406,1976,30572,9400,21172,21543,2867,838,131,217,490,2029,187,0,156,31,1842,415,1301,126,18676,13718,2689,2696,8333,4958,989,0,542,447,3969,121,2701,1147
ACSSF,2010e1,co,000,0098,0000010,70552,2444,597,1847,68108,20875,47233,70552,2444,1306,459,847,79,768,0,1138,344,113,0,113,681,68108,18840,14159,4547,2359,2188,134,49268,23165,2850,968,1882,23253,70552,2444,1049,1395,68108,5583,62525,65509,1850,63659,,,,,,,,,,,,,2718,384,2334,789,50,739,59100,1428,57672,9328,806,8522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53850,20304,54766,70552,2444,1070,1374,68108,11914,56194,70552,2444,68108,70552,2444,1306,1138,68108,18840,49268,46484,1763,803,41,91,671,960,79,0,0,79,881,194,551,136,44721,37324,5258,8299,23767,7397,3327,119,1609,1599,4070,621,1706,1743
